Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Vangelis Pavlidis,gr GRE,FW,24.0,33.3,1488,35,102,619,780,264,1487,120,45,37.5,69,57.5,818,4057,1841,70,35,50,138,65,1052,253,Matches
Yukinari Sugawara,jp JPN,DF,23.0,28.4,2223,96,638,926,679,43,2223,21,14,66.7,6,28.6,1106,5747,3114,64,36,13,21,9,1346,132,Matches
Mathew Ryan,au AUS,GK,31.0,29.0,1167,912,1152,15,0,0,1167,0,0,0.0,0,0.0,774,3645,2086,0,0,0,0,1,675,0,Matches
Dani de Wit,nl NED,MF,25.0,27.9,1204,43,188,626,391,89,1203,18,5,27.8,11,61.1,526,1947,618,16,13,2,43,17,817,107,Matches
Riechedly Bazoer,nl NED,DF,26.0,27.0,2099,176,796,1162,154,5,2099,5,3,60.0,1,20.0,1405,8838,5831,39,37,1,12,6,1524,3,Matches
David Møller Wolfe,no NOR,DF,21.0,26.4,1584,87,472,692,437,51,1584,43,16,37.2,25,58.1,835,5493,2841,68,48,12,29,17,906,137,Matches
Sven Mijnans,nl NED,"MF,FW",23.0,26.3,1594,63,333,766,512,67,1594,40,23,57.5,16,40.0,826,3263,1365,20,39,7,47,26,1085,116,Matches
Jordy Clasie,nl NED,MF,32.0,27.4,1999,74,410,1281,324,11,1999,14,13,92.9,1,7.1,1095,5006,2504,28,34,3,22,13,1389,41,Matches
Ruben van Bommel,nl NED,FW,18.0,17.2,786,13,98,304,399,78,786,33,18,54.5,13,39.4,486,2959,1483,53,29,22,35,12,576,176,Matches
Alexandre Penetra,pt POR,DF,21.0,19.5,1435,205,723,665,50,10,1435,2,0,0.0,2,100.0,807,3813,2221,8,9,0,2,1,1012,7,Matches
Myron van Brederode,nl NED,FW,20.0,14.6,719,13,96,256,384,64,719,64,37,57.8,25,39.1,482,3154,1555,64,33,21,45,24,514,146,Matches
Wouter Goes,nl NED,DF,19.0,12.6,992,102,426,538,33,10,992,7,6,85.7,1,14.3,612,4160,2867,20,7,0,4,4,714,6,Matches
Kristijan Belic,rs SRB,MF,22.0,10.2,710,29,157,423,138,15,710,26,14,53.8,11,42.3,375,1842,906,13,8,1,15,10,441,17,Matches
Mayckel Lahdo,se SWE,FW,20.0,8.5,419,0,42,167,220,49,419,59,32,54.2,26,44.1,298,2569,1303,39,24,14,24,22,325,105,Matches
Bruno Martins Indi,nl NED,DF,31.0,8.4,685,70,236,373,80,11,685,2,1,50.0,1,50.0,415,2623,1833,22,21,0,4,1,481,5,Matches
Tiago Dantas,pt POR,MF,22.0,7.7,587,23,126,346,119,11,587,1,0,0.0,1,100.0,352,1725,801,13,15,1,5,3,449,14,Matches
Ernest Poku,nl NED,FW,19.0,7.4,324,6,33,118,182,41,324,38,12,31.6,24,63.2,213,1872,1114,39,28,21,27,13,237,76,Matches
Ibrahim Sadiq,gh GHA,"FW,MF",23.0,7.3,346,5,60,133,157,29,346,20,7,35.0,12,60.0,208,904,324,12,7,9,28,15,235,56,Matches
Jens Odgaard,dk DEN,"FW,MF",24.0,4.9,238,6,29,88,128,27,238,18,6,33.3,9,50.0,144,844,390,14,11,12,22,7,161,43,Matches
Mees de Wit,nl NED,DF,25.0,4.6,323,19,105,158,64,12,323,6,5,83.3,1,16.7,186,1165,553,6,8,0,7,1,202,9,Matches
Rome-Jayden Owusu-Oduro,nl NED,GK,19.0,4.0,149,134,147,2,0,0,149,0,0,0.0,0,0.0,89,330,187,0,0,0,0,0,87,0,Matches
Denso Kasius,nl NED,DF,20.0,5.0,360,18,109,151,109,15,360,25,16,64.0,8,32.0,190,1366,776,20,12,7,10,5,201,40,Matches
Djordje Mihailovic,us USA,MF,24.0,3.1,143,3,20,76,49,10,143,2,1,50.0,1,50.0,87,375,110,3,4,1,2,2,105,17,Matches
Jayden Addai,nl NED,FW,17.0,3.3,145,3,24,41,81,18,145,24,10,41.7,11,45.8,95,517,231,11,4,6,11,8,92,29,Matches
Pantelis Hatzidiakos,gr GRE,DF,26.0,2.0,161,13,75,77,11,4,161,0,0,0.0,0,0.0,111,686,467,2,3,0,0,2,128,2,Matches
