D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-10,19:00,Conf Lg,Third qualifying round,Thu,Away,W,1,0,ad Santa Coloma,0.0,0.0,0.0,716,Jordy Clasie,4-3-3,Sayat Karabaev,Match Report,Leg 1 of 2
2023-08-13,14:30,Eredivisie,Matchweek 1,Sun,Home,W,5,1,Go Ahead Eag,3.6,0.6,52.0,16782,Jordy Clasie,4-2-3-1,Danny Makkelie,Match Report,0
2023-08-17,20:45,Conf Lg,Third qualifying round,Thu,Home,W,2,0,ad Santa Coloma,0.0,0.0,0.0,10014,Jordy Clasie,4-3-3,Henrik Nalbandyan,Match Report,Leg 2 of 2; AZ Alkmaar won
2023-08-20,16:45,Eredivisie,Matchweek 2,Sun,Away,W,3,1,RKC Waalwijk,1.5,2.0,55.0,6722,Pantelis Hatzidiakos,4-2-3-1,Alex Bos,Match Report,0
2023-08-24,20:45,Conf Lg,Play-off round,Thu,Home,D,1,1,no Brann,0.0,0.0,0.0,10888,Pantelis Hatzidiakos,4-3-3,Evangelos Manouchos,Match Report,Leg 1 of 2
2023-08-31,19:00,Conf Lg,Play-off round,Thu,Away,D,3 (6),3 (5),no Brann,0.0,0.0,0.0,14355,Pantelis Hatzidiakos,4-3-3,Gergő Bogár,Match Report,Leg 2 of 2; AZ Alkmaar won; AZ Alkmaar won on penalty kicks following extra time
2023-09-03,16:45,Eredivisie,Matchweek 4,Sun,Away,W,2,0,Vitesse,2.3,0.2,50.0,15734,Jordy Clasie,4-2-3-1,Jeroen Manschot,Match Report,0
2023-09-17,16:45,Eredivisie,Matchweek 5,Sun,Home,W,2,0,Sparta R'dam,1.5,0.7,52.0,18389,Jordy Clasie,4-2-3-1,Pol van Boekel,Match Report,0
2023-09-21,18:45,Conf Lg,Group stage,Thu,Away,L,3,4,ba Zrinjski Mostar,1.3,0.9,72.0,5100,Jordy Clasie,4-3-3,Don Robertson,Match Report,0
2023-09-24,16:45,Eredivisie,Matchweek 6,Sun,Away,W,3,0,Zwolle,1.0,0.8,54.0,14000,Jordy Clasie,4-2-3-1,Edwin van de Graaf,Match Report,0
2023-09-28,20:00,Eredivisie,Matchweek 3,Thu,Home,D,1,1,Heracles Almelo,2.7,0.8,61.0,16276,Jordy Clasie,4-2-3-1,Danny Makkelie,Match Report,0
2023-10-01,16:45,Eredivisie,Matchweek 7,Sun,Home,W,4,0,Fortuna Sittard,2.0,0.6,56.0,19478,Jordy Clasie,4-2-3-1,Serdar Gözübüyük,Match Report,0
2023-10-05,21:00,Conf Lg,Group stage,Thu,Home,W,1,0,pl Legia Warsaw,0.6,0.4,41.0,14239,Jordy Clasie,4-2-3-1,Nenad Minaković,Match Report,0
2023-10-08,14:30,Eredivisie,Matchweek 8,Sun,Away,W,2,1,Ajax,2.1,0.2,47.0,54028,Jordy Clasie,4-2-3-1,Allard Lindhout,Match Report,0
2023-10-21,21:00,Eredivisie,Matchweek 9,Sat,Home,W,3,0,Heerenveen,1.4,0.4,59.0,17421,Jordy Clasie,4-2-3-1,Jochem Kamphuis,Match Report,0
2023-10-26,18:45,Conf Lg,Group stage,Thu,Home,L,1,4,eng Aston Villa,0.5,1.2,48.0,16633,Jordy Clasie,4-3-3,Sven Jablonski,Match Report,0
2023-11-04,18:45,Eredivisie,Matchweek 11,Sat,Away,D,1,1,Excelsior,0.7,2.0,51.0,4400,Bruno Martins Indi,4-2-3-1,Laurens Gerrets,Match Report,0
2023-11-09,20:00,Conf Lg,Group stage,Thu,Away,L,1,2,eng Aston Villa,0.7,1.4,38.0,35156,Bruno Martins Indi,4-3-3,Luís Godinho,Match Report,0
2023-11-12,16:45,Eredivisie,Matchweek 12,Sun,Away,L,0,1,Feyenoord,0.2,0.5,46.0,47500,Bruno Martins Indi,4-2-3-1,Danny Makkelie,Match Report,0
2023-11-26,14:30,Eredivisie,Matchweek 13,Sun,Home,W,3,0,Volendam,3.6,0.4,61.0,18261,Bruno Martins Indi,4-2-3-1,Bas Nijhuis,Match Report,0
2023-11-30,18:45,Conf Lg,Group stage,Thu,Home,W,1,0,ba Zrinjski Mostar,2.3,0.1,72.0,17132,Bruno Martins Indi,4-2-3-1,Oleksii Derevinskyi,Match Report,0
2023-12-03,16:45,Eredivisie,Matchweek 14,Sun,Away,D,1,1,Utrecht,1.2,2.1,53.0,18267,Bruno Martins Indi,4-2-3-1,Erwin Blank,Match Report,0
