Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Vicente Guaita,es ESP,GK,36.0,27,26,2403,26.7,39,1.46,120,83,70.8,8,7,11,6,23.1,5,4,0,1,0.0,Matches
Iván Villar,es ESP,GK,26.0,12,12,1014,11.3,18,1.6,44,26,63.6,2,4,6,0,0.0,3,2,1,0,33.3,Matches
Squad Total,0,0,26.7,38,38,3417,38.0,57,1.5,164,109,68.9,10,11,17,6,15.8,8,6,1,1,14.3,0
Opponent Total,0,0,27.1,38,38,3420,38.0,46,1.21,156,109,72.4,17,11,10,13,34.2,5,3,2,0,40.0,0
