Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Jørgen Strand Larsen,no NOR,FW,23.0,31.8,618,587,28,0,3,2,18,2,0,0,0,0,423,3,22,Matches
Óscar Mingueza,es ESP,"DF,MF",24.0,33.3,1967,1640,317,57,9,7,148,237,19,2,12,0,1478,10,50,Matches
Unai Núñez,es ESP,DF,26.0,31.1,1635,1547,86,82,2,35,1,4,0,0,0,0,1303,2,15,Matches
Iago Aspas,es ESP,FW,35.0,30.1,1305,1112,190,51,20,15,149,8,94,39,35,0,949,3,30,Matches
Fran Beltrán,es ESP,MF,24.0,27.0,1364,1309,53,46,4,4,19,1,6,2,3,0,1180,2,19,Matches
Vicente Guaita,es ESP,GK,36.0,26.7,804,524,278,65,0,2,0,0,0,0,0,0,555,2,0,Matches
Carl Starfelt,se SWE,DF,28.0,24.6,1035,1013,20,19,0,3,1,1,0,0,0,0,907,2,3,Matches
Jonathan Bamba,ci CIV,"MF,FW",27.0,22.0,769,745,19,4,8,2,50,11,1,1,0,0,590,5,31,Matches
Luca de la Torre,us USA,MF,25.0,21.7,764,756,4,2,1,0,17,0,0,0,0,0,620,4,36,Matches
Manu Sánchez,es ESP,"DF,MF",22.0,19.7,866,678,186,13,0,1,57,169,4,3,1,0,656,2,38,Matches
Carlos Dominguez,es ESP,DF,22.0,17.6,864,831,30,27,0,12,3,3,0,0,0,0,681,3,10,Matches
Renato Tapia,pe PER,"MF,DF",28.0,14.9,715,667,44,38,2,10,9,5,0,0,0,0,541,4,15,Matches
Iván Villar,es ESP,GK,26.0,11.3,324,196,125,27,0,0,0,0,0,0,0,0,213,3,1,Matches
Javier Manquillo,es ESP,"DF,MF",29.0,8.3,436,360,76,6,1,0,5,70,0,0,0,0,357,0,9,Matches
Kevin Vázquez,es ESP,DF,30.0,7.8,379,314,63,5,1,2,8,58,0,0,0,0,287,2,15,Matches
Jailson Siqueira,br BRA,"DF,MF",27.0,10.0,488,476,11,11,1,1,4,0,0,0,0,0,406,1,8,Matches
Mihailo Ristić,rs SRB,"DF,MF",27.0,9.0,513,408,103,15,0,4,39,83,4,0,4,0,371,2,17,Matches
Hugo Álvarez,es ESP,"MF,DF",20.0,8.5,455,379,73,8,4,1,22,58,7,1,5,1,380,3,10,Matches
Hugo Sotelo,es ESP,MF,19.0,8.0,589,534,52,25,0,6,29,1,26,9,10,0,516,3,4,Matches
Anastasios Douvikas,gr GRE,FW,23.0,10.1,166,154,12,0,1,1,2,0,0,0,0,0,105,0,4,Matches
Carles Pérez,es ESP,"MF,DF",25.0,8.6,259,253,5,0,3,1,17,5,0,0,0,0,201,1,8,Matches
Carlos Dotor,es ESP,MF,22.0,7.9,350,339,10,2,1,0,9,4,3,3,0,0,289,1,7,Matches
Franco Cervi,ar ARG,"MF,DF",29.0,6.1,284,249,34,4,0,1,18,25,5,0,4,0,225,1,15,Matches
Williot Swedberg,se SWE,"FW,MF",19.0,4.9,108,102,5,1,0,0,5,0,0,0,0,0,80,1,3,Matches
Joseph Aidoo,gh GHA,DF,27.0,4.5,185,175,10,6,1,0,0,4,0,0,0,0,145,0,0,Matches
Damián Rodríguez,es ESP,MF,20.0,2.9,213,196,17,7,0,0,9,0,10,4,2,0,191,0,2,Matches
Tadeo Allende,ar ARG,"MF,FW",24.0,3.7,98,97,1,0,1,1,10,0,0,0,0,0,60,0,6,Matches
Miguel Rodríguez,es ESP,MF,20.0,3.3,116,101,12,3,0,1,11,7,2,1,0,0,82,3,2,Matches
Yoel Lago,es ESP,DF,19.0,1.0,86,83,3,2,0,0,0,0,0,0,0,0,82,0,0,Matches
Javier Rueda Garcia,es ESP,"MF,DF",21.0,0.2,16,13,3,0,0,0,0,3,0,0,0,0,14,0,0,Matches
Gabriel Veiga,es ESP,FW,21.0,0.2,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0,Matches
Squad Total,0,0,26.7,38.0,17776,15843,1870,526,63,112,661,759,181,65,76,1,13890,63,380,0
Opponent Total,0,0,27.1,38.0,21005,19016,1936,499,33,162,746,865,189,52,89,1,16975,53,395,0
