Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Jørgen Strand Larsen,no NOR,FW,23.0,31.8,21,11,1,15,5,8,38,21.1,30,15,1,14,5,26,17,0,Matches
Óscar Mingueza,es ESP,"DF,MF",24.0,33.3,62,38,44,11,7,37,80,46.3,43,38,7,31,17,79,49,2,Matches
Unai Núñez,es ESP,DF,26.0,31.1,51,28,30,19,2,23,49,46.9,26,38,24,14,52,103,153,3,Matches
Iago Aspas,es ESP,FW,35.0,30.1,11,6,4,6,1,1,15,6.7,14,23,3,20,10,21,8,0,Matches
Fran Beltrán,es ESP,MF,24.0,27.0,56,32,22,23,11,24,63,38.1,39,28,2,26,18,74,34,0,Matches
Vicente Guaita,es ESP,GK,36.0,26.7,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,9,1,Matches
Carl Starfelt,se SWE,DF,28.0,24.6,36,30,30,5,1,19,28,67.9,9,35,28,7,34,70,159,2,Matches
Jonathan Bamba,ci CIV,"MF,FW",27.0,22.0,14,9,4,8,2,2,17,11.8,15,20,0,20,18,32,12,0,Matches
Luca de la Torre,us USA,MF,25.0,21.7,39,21,12,22,5,22,43,51.2,21,23,4,19,12,51,17,0,Matches
Manu Sánchez,es ESP,"DF,MF",22.0,19.7,54,28,21,25,8,31,55,56.4,24,23,3,20,19,73,65,0,Matches
Carlos Dominguez,es ESP,DF,22.0,17.6,33,21,17,9,7,23,37,62.2,14,24,12,12,22,55,78,0,Matches
Renato Tapia,pe PER,"MF,DF",28.0,14.9,41,29,19,19,3,14,25,56.0,11,31,7,24,21,62,50,1,Matches
Iván Villar,es ESP,GK,26.0,11.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,0,Matches
Javier Manquillo,es ESP,"DF,MF",29.0,8.3,15,11,6,5,4,8,15,53.3,7,14,3,11,3,18,17,0,Matches
Kevin Vázquez,es ESP,DF,30.0,7.8,15,13,7,7,1,12,21,57.1,9,11,3,8,5,20,25,0,Matches
Jailson Siqueira,br BRA,"DF,MF",27.0,10.0,27,18,22,5,0,13,24,54.2,11,13,5,8,12,39,32,0,Matches
Mihailo Ristić,rs SRB,"DF,MF",27.0,9.0,15,9,9,6,0,9,12,75.0,3,9,2,7,10,25,23,0,Matches
Hugo Álvarez,es ESP,"MF,DF",20.0,8.5,14,9,8,3,3,9,20,45.0,11,4,1,3,5,19,9,0,Matches
Hugo Sotelo,es ESP,MF,19.0,8.0,19,17,3,13,3,8,20,40.0,12,7,1,6,2,21,5,0,Matches
Anastasios Douvikas,gr GRE,FW,23.0,10.1,15,7,2,6,7,3,8,37.5,5,6,3,3,2,17,9,0,Matches
Carles Pérez,es ESP,"MF,DF",25.0,8.6,13,5,6,5,2,7,18,38.9,11,14,1,13,5,18,8,0,Matches
Carlos Dotor,es ESP,MF,22.0,7.9,14,7,3,8,3,4,13,30.8,9,12,2,10,4,18,4,0,Matches
Franco Cervi,ar ARG,"MF,DF",29.0,6.1,24,18,13,9,2,13,24,54.2,11,16,0,16,9,33,4,0,Matches
Williot Swedberg,se SWE,"FW,MF",19.0,4.9,9,4,3,6,0,5,8,62.5,3,11,1,10,0,9,4,0,Matches
Joseph Aidoo,gh GHA,DF,27.0,4.5,8,3,6,2,0,4,8,50.0,4,3,1,2,4,12,28,0,Matches
Damián Rodríguez,es ESP,MF,20.0,2.9,6,3,1,3,2,1,3,33.3,2,4,2,2,1,7,2,0,Matches
Tadeo Allende,ar ARG,"MF,FW",24.0,3.7,6,1,3,2,1,4,6,66.7,2,3,0,3,3,9,3,0,Matches
Miguel Rodríguez,es ESP,MF,20.0,3.3,6,3,3,1,2,3,9,33.3,6,8,0,8,4,10,0,0,Matches
Yoel Lago,es ESP,DF,19.0,1.0,2,0,2,0,0,0,0,0.0,0,1,0,1,0,2,2,0,Matches
Javier Rueda Garcia,es ESP,"MF,DF",21.0,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Gabriel Veiga,es ESP,FW,21.0,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,26.7,38.0,627,382,302,243,82,308,662,46.5,354,434,116,318,297,924,832,9,0
Opponent Total,0,0,27.1,38.0,627,382,309,254,64,291,586,49.7,295,444,125,319,335,962,721,8,0
