Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Andy Pelmard,fr FRA,DF,23.0,34,2989.0,88.0,97.7,33.2,33,90.0,33,1,19.0,0,0.74,26.0,57.0,-31.0,-0.93,2.87,35.4,62.3,-26.9,-0.81,0.08,Matches
Mory Diaw,sn SEN,GK,30.0,30,2700.0,90.0,88.2,30.0,30,90.0,30,0,0.0,0,0.67,22.0,54.0,-32.0,-1.07,-0.57,32.4,56.2,-23.8,-0.79,0.16,Matches
Muhammed Cham,at AUT,"MF,FW",22.0,33,2554.0,77.0,83.5,28.4,29,85.0,14,4,24.0,0,0.76,22.0,43.0,-21.0,-0.74,1.57,29.9,48.9,-19.0,-0.67,0.87,Matches
Neto Borges,br BRA,DF,26.0,28,2516.0,90.0,82.2,28.0,28,90.0,27,0,0.0,0,0.75,22.0,50.0,-28.0,-1.0,-0.01,31.0,49.9,-18.9,-0.68,0.77,Matches
Johan Gastien,fr FRA,MF,35.0,28,2260.0,81.0,73.9,25.1,28,81.0,14,0,0.0,0,0.75,22.0,41.0,-19.0,-0.76,0.93,27.1,46.4,-19.3,-0.77,0.18,Matches
Jim Allevinah,ga GAB,"MF,DF",28.0,29,1861.0,64.0,60.8,20.7,22,76.0,5,7,27.0,1,0.72,17.0,32.0,-15.0,-0.73,0.7,19.1,35.7,-16.6,-0.8,0.03,Matches
Maximiliano Caufriez,be BEL,DF,26.0,20,1659.0,83.0,54.2,18.4,20,83.0,13,0,0.0,2,0.7,16.0,31.0,-15.0,-0.81,0.41,19.1,35.5,-16.3,-0.89,-0.16,Matches
Yohann Magnin,fr FRA,MF,26.0,31,1687.0,54.0,55.1,18.7,17,85.0,11,14,17.0,2,0.71,15.0,36.0,-21.0,-1.12,-0.27,22.2,36.9,-14.7,-0.78,0.06,Matches
Shamar Nicholson,jm JAM,FW,26.0,26,1484.0,57.0,48.5,16.5,17,78.0,5,9,17.0,2,0.81,12.0,28.0,-16.0,-0.97,0.06,16.9,33.5,-16.5,-1.0,-0.37,Matches
Maxime Gonalons,fr FRA,MF,34.0,21,1296.0,62.0,42.4,14.4,17,72.0,2,4,19.0,1,0.71,10.0,26.0,-16.0,-1.11,-0.19,11.9,26.2,-14.3,-0.99,-0.31,Matches
