Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Andy Pelmard,fr FRA,DF,23.0,33.2,1412,1666,84.8,23653,7665,624,678,92.0,656,720,91.1,82,195,42.1,0,0.6,0.9,-0.6,6,86,8,1,120,Matches
Mory Diaw,sn SEN,GK,30.0,30.0,848,1245,68.1,25299,18226,125,125,100.0,388,401,96.8,325,704,46.2,0,0.1,0.1,-0.1,2,35,1,0,1,Matches
Muhammed Cham,at AUT,"MF,FW",22.0,28.4,1055,1327,79.5,17640,4627,491,544,90.3,409,498,82.1,107,192,55.7,4,3.1,4.0,0.9,49,99,34,1,161,Matches
Neto Borges,br BRA,DF,26.0,28.0,1148,1422,80.7,18050,6542,570,644,88.5,472,572,82.5,60,126,47.6,1,2.8,2.5,-1.8,25,62,17,10,88,Matches
Johan Gastien,fr FRA,MF,35.0,25.1,1408,1706,82.5,26816,8592,537,607,88.5,645,734,87.9,191,302,63.2,0,2.4,2.7,-2.4,32,156,29,2,168,Matches
Jim Allevinah,ga GAB,"MF,DF",28.0,20.7,589,743,79.3,8314,2195,321,375,85.6,206,264,78.0,20,42,47.6,1,1.2,1.4,-0.2,20,36,20,8,52,Matches
Maximiliano Caufriez,be BEL,DF,26.0,18.4,780,892,87.4,13811,4348,328,360,91.1,347,384,90.4,82,109,75.2,1,0.2,0.3,0.8,9,48,5,2,61,Matches
Yohann Magnin,fr FRA,MF,26.0,18.7,698,836,83.5,12081,2932,313,368,85.1,290,333,87.1,72,95,75.8,0,0.7,1.1,-0.7,9,59,7,4,71,Matches
Shamar Nicholson,jm JAM,FW,26.0,16.5,272,386,70.5,4088,711,143,200,71.5,87,126,69.0,20,25,80.0,3,1.1,1.0,1.9,18,25,6,0,33,Matches
Maxime Gonalons,fr FRA,MF,34.0,14.4,666,772,86.3,12023,3551,277,315,87.9,286,309,92.6,75,108,69.4,0,0.2,0.4,-0.2,7,67,4,0,81,Matches
