Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Arthur Desmas,fr FRA,GK,29.0,33.0,2,0,0,0,9,0,0,0,0,0,0,0,25,7,0,100.0,Matches
Gautier Lloris,fr FRA,DF,28.0,30.9,2,0,0,35,7,1,3,32,28,0,2,0,147,75,36,67.6,Matches
Arouna Sangante,sn SEN,DF,21.0,29.9,8,0,0,54,36,0,15,66,33,0,1,1,151,50,42,54.3,Matches
Christopher Operi,ci CIV,DF,26.0,27.2,6,0,0,20,18,0,190,35,36,1,1,0,150,32,13,71.1,Matches
Abdoulaye Touré,gn GUI,MF,29.0,25.4,4,0,0,27,32,0,4,25,28,0,0,0,173,42,40,51.2,Matches
Josué Casimir,fr FRA,"FW,DF",21.0,22.4,6,0,0,25,28,7,52,13,18,1,0,0,107,21,25,45.7,Matches
Daler Kuzyaev,ru RUS,MF,30.0,23.2,1,0,0,30,26,4,27,22,19,0,0,0,110,26,20,56.5,Matches
Etienne Youte Kinkoue,fr FRA,DF,21.0,21.6,1,0,0,11,5,2,0,44,9,0,0,0,76,30,12,71.4,Matches
Yassine Kechta,ma MAR,MF,21.0,20.5,4,0,0,30,31,0,19,23,24,0,0,0,115,9,31,22.5,Matches
Emmanuel Sabbi,us USA,"FW,MF",25.0,17.6,5,0,0,26,37,2,20,19,19,2,0,0,69,12,33,26.7,Matches
Yoann Salmier,gf GUF,DF,30.0,17.4,3,0,0,18,9,3,9,21,10,0,0,1,82,29,21,58.0,Matches
Loïc Nego,hu HUN,"DF,MF",32.0,17.3,3,0,0,22,17,3,44,16,26,2,0,0,95,8,7,53.3,Matches
Mohamed Lamine Bayo,gn GUI,FW,25.0,15.4,4,0,0,14,13,7,8,2,5,0,0,0,30,36,42,46.2,Matches
André Ayew,gh GHA,FW,33.0,12.3,2,1,0,15,26,4,4,2,11,0,0,0,40,44,62,41.5,Matches
Oussama Targhalline,ma MAR,MF,21.0,11.4,4,1,1,13,21,0,8,20,11,0,0,0,68,7,13,35.0,Matches
Nabil Alioui,fr FRA,"MF,FW",24.0,11.2,1,0,0,10,20,5,54,3,2,0,0,0,36,10,10,50.0,Matches
Antoine Joujou,fr FRA,"FW,MF",20.0,8.7,1,0,0,17,10,0,18,7,12,0,0,0,42,10,24,29.4,Matches
Rassoul Ndiaye,sn SEN,"MF,FW",21.0,5.8,4,2,1,11,4,1,8,4,17,0,0,0,34,5,8,38.5,Matches
Samuel Grandsir,fr FRA,"MF,FW",26.0,6.7,4,2,1,18,5,5,44,3,12,0,0,0,25,1,6,14.3,Matches
Oualid El Hajjam,ma MAR,"DF,MF",32.0,4.4,1,0,0,13,4,1,10,6,7,1,0,0,26,3,5,37.5,Matches
Issa Soumaré,sn SEN,"FW,MF",22.0,2.6,0,0,0,6,8,4,2,0,0,0,0,0,8,19,13,59.4,Matches
Andy Logbo,fr FRA,FW,19.0,2.8,0,0,0,12,0,1,1,0,0,0,0,0,11,4,9,30.8,Matches
Steve Ngoura,fr FRA,"FW,MF",18.0,2.5,0,0,0,6,1,2,1,0,1,0,0,0,12,3,10,23.1,Matches
Mathieu Gorgelin,fr FRA,GK,32.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,Matches
Nolan Mbemba,cg CGO,MF,28.0,0.2,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0.0,Matches
Simon Ebonog,cm CMR,MF,18.0,0.2,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,100.0,Matches
Alois Confais,fr FRA,"MF,FW",26.0,0.1,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0.0,Matches
Squad Total,0,0,26.2,34.0,67,6,3,433,368,52,544,363,332,7,4,2,1638,485,482,50.2,0
Opponent Total,0,0,26.0,34.0,63,6,1,392,415,71,607,286,335,4,7,1,1650,482,485,49.8,0
