D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-13,15:00,Ligue 1,Matchweek 1,Sun,Away,D,2,2,Montpellier,1.0,1.6,42,15852,Arouna Sangante,5-3-2,Clément Turpin,Match Report,0.0
2023-08-20,15:00,Ligue 1,Matchweek 2,Sun,Home,L,1,2,Brest,1.2,1.1,56,19574,Arouna Sangante,5-3-2,Florent Batta,Match Report,0.0
2023-08-27,13:00,Ligue 1,Matchweek 3,Sun,Away,D,2,2,Rennes,0.4,3.2,39,28311,Arouna Sangante,4-2-3-1,Eric Wattellier,Match Report,0.0
2023-09-03,15:00,Ligue 1,Matchweek 4,Sun,Home,W,3,0,Lorient,2.0,0.7,44,180707,Arouna Sangante,4-2-3-1,Romain Lissorgue,Match Report,0.0
2023-09-17,20:45,Ligue 1,Matchweek 5,Sun,Away,D,0,0,Lyon,0.8,1.5,42,35507,Arouna Sangante,4-4-2,Benoît Bastien,Match Report,0.0
2023-09-24,15:00,Ligue 1,Matchweek 6,Sun,Home,W,2,1,Clermont Foot,1.3,0.9,32,18500,Arouna Sangante,4-1-4-1,Mathieu Vernice,Match Report,0.0
2023-10-01,15:00,Ligue 1,Matchweek 7,Sun,Home,L,0,2,Lille,0.8,1.2,38,21919,Christopher Operi,4-5-1,Bastien Dechepy,Match Report,0.0
2023-10-08,13:00,Ligue 1,Matchweek 8,Sun,Away,L,0,3,Marseille,0.2,2.8,36,63576,Arouna Sangante,4-2-3-1,Thomas Léonard,Match Report,0.0
2023-10-20,21:00,Ligue 1,Matchweek 9,Fri,Home,D,0,0,Lens,1.6,1.6,40,23590,Arouna Sangante,3-4-3,François Letexier,Match Report,0.0
2023-10-29,15:00,Ligue 1,Matchweek 10,Sun,Away,D,0,0,Metz,0.7,0.5,58,20718,Arouna Sangante,3-4-3,Hakim Ben El Hadj Salem,Match Report,0.0
2023-11-05,15:00,Ligue 1,Matchweek 11,Sun,Away,W,2,1,Toulouse,1.1,2.6,48,23060,Abdoulaye Touré,3-4-3,Marc Bollengier,Match Report,0.0
2023-11-11,21:00,Ligue 1,Matchweek 12,Sat,Home,D,0,0,Monaco,1.4,0.6,38,23008,Arouna Sangante,3-4-3,Thomas Léonard,Match Report,0.0
2023-11-26,15:00,Ligue 1,Matchweek 13,Sun,Away,D,0,0,Nantes,0.2,1.3,39,29346,Arouna Sangante,4-4-1-1,Miguel Nogueira,Match Report,0.0
2023-12-03,13:00,Ligue 1,Matchweek 14,Sun,Home,L,0,2,Paris S-G,2.0,1.2,61,23718,Arouna Sangante,5-3-2,Bastien Dechepy,Match Report,0.0
2023-12-10,15:00,Ligue 1,Matchweek 15,Sun,Away,L,1,2,Strasbourg,1.3,1.6,56,25173,Arouna Sangante,4-1-4-1,Benoît Millot,Match Report,0.0
2023-12-16,17:00,Ligue 1,Matchweek 16,Sat,Home,W,3,1,Nice,2.1,1.9,38,21971,Arouna Sangante,4-4-2,Jérémie Pignard,Match Report,0.0
2023-12-20,21:00,Ligue 1,Matchweek 17,Wed,Away,L,0,1,Reims,0.2,1.2,35,14835,Christopher Operi,3-5-2,Stéphanie Frappart,Match Report,0.0
2024-01-07,14:30,Coupe de France,Round of 64,Sun,Home,W,2,1,Caen,0.0,0.0,52,20198,Arouna Sangante,4-3-3,Benoît Bastien,Match Report,0.0
2024-01-14,17:05,Ligue 1,Matchweek 18,Sun,Home,W,3,1,Lyon,1.2,0.8,43,23146,Arouna Sangante,4-1-4-1,Gaël Angoula,Match Report,0.0
