Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Barreto,br BRA,MF,28-193,7.6,1,0,0,12,5,2,1,3,5,0,0,0,43,12,1,92.3,Matches
Rodrigo Fagundes,br BRA,DF,37-102,7.0,3,0,0,8,4,1,2,12,8,0,1,0,34,18,6,75.0,Matches
Marcelo Hermes,br BRA,"DF,MF",29-140,6.7,1,0,0,7,3,0,35,10,4,0,0,0,23,8,12,40.0,Matches
Yannick Bolasie,cd COD,FW,35-027,6.6,2,0,0,12,9,5,13,2,4,0,0,0,14,11,13,45.8,Matches
Marquinhos Gabriel,br BRA,MF,33-335,5.1,2,0,0,4,4,1,9,3,2,0,0,0,28,1,3,25.0,Matches
Higor Meritão,br BRA,MF,29-363,5.1,2,0,0,7,3,0,2,10,5,0,0,0,29,3,3,50.0,Matches
Claudinho,br BRA,DF,23-270,5.0,0,0,0,1,0,1,13,9,5,0,0,0,22,2,2,50.0,Matches
Gustavo,br BRA,GK,31-102,4.7,3,1,1,1,0,0,0,0,0,0,0,0,5,0,0,0.0,Matches
Tobias Figueiredo,pt POR,DF,30-139,4.0,2,0,0,2,3,0,0,4,5,0,0,0,17,19,5,79.2,Matches
Matheusinho,br BRA,"MF,FW",26-130,3.9,1,0,0,3,4,1,10,3,2,0,0,0,24,0,5,0.0,Matches
Éder,it ITA,FW,37-218,3.6,3,0,0,3,5,1,5,0,2,0,0,0,13,3,5,37.5,Matches
Arthur,br BRA,"FW,MF",32-005,3.7,0,0,0,7,11,6,3,0,0,0,0,0,10,8,13,38.1,Matches
Ronald,br BRA,MF,27-002,3.5,2,0,0,9,9,0,4,2,8,0,0,0,25,1,4,20.0,Matches
Walisson Maia,br BRA,DF,32-304,3.4,0,0,0,2,0,0,0,2,3,0,0,0,7,8,5,61.5,Matches
Alisson,br BRA,GK,29-012,3.3,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0.0,Matches
Jonathan,br BRA,DF,31-300,2.9,0,0,0,1,1,0,8,2,1,0,0,0,18,1,3,25.0,Matches
Fellipe Mateus,br BRA,MF,33-129,2.9,1,0,0,4,15,0,6,1,0,0,1,0,14,4,5,44.4,Matches
Newton,br BRA,MF,24-100,2.2,0,0,0,1,3,0,8,1,2,0,0,0,7,3,4,42.9,Matches
Miguel Trauco,pe PER,DF,31-300,2.2,1,1,0,1,1,0,3,1,3,0,0,0,13,5,3,62.5,Matches
Wilker Ángel,ve VEN,DF,31-094,1.8,0,0,0,2,1,0,0,0,1,0,0,0,3,4,2,66.7,Matches
Renato Kayser,br BRA,FW,28-124,0.9,0,0,0,0,2,2,0,0,0,0,0,0,1,3,2,60.0,Matches
Felipe Vizeu,br BRA,FW,27-100,0.5,0,0,0,1,1,1,0,0,0,0,0,0,1,2,2,50.0,Matches
Yerson Candelo,co COL,DF,32-117,0.3,0,0,0,0,0,0,3,1,1,0,0,0,2,0,0,0.0,Matches
Allano,br BRA,FW,29-057,0.2,1,0,0,1,3,0,0,0,3,0,0,0,3,2,1,66.7,Matches
Mateo Barcia,uy URU,"MF,FW",23-122,0.2,0,0,0,2,0,0,1,1,2,0,0,0,1,1,3,25.0,Matches
João Carlos,br BRA,FW,22-365,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Eliédson,br BRA,MF,21-095,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,Matches
Squad Total,0,0,31.0,8.0,26,2,1,92,88,21,126,67,66,0,2,0,363,119,102,53.8,0
Opponent Total,0,0,28.4,8.0,20,1,0,94,86,11,190,74,99,1,0,0,366,102,118,46.4,0
