Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Gustavo,br BRA,GK,31-102,5,5,422,4.7,11,2.35,28,16,64.3,1,1,3,1,20.0,2,1,1,0,50.0,Matches
Alisson,br BRA,GK,29-012,4,3,296,3.3,4,1.22,13,9,69.2,1,2,0,0,0.0,0,0,0,0,0.0,Matches
Squad Total,0,0,31.0,8,8,718,8.0,15,1.88,41,25,65.9,2,3,3,1,12.5,2,1,1,0,50.0,0
Opponent Total,0,0,28.4,8,8,719,8.0,14,1.75,42,28,66.7,3,3,2,0,0.0,0,0,0,0,0.0,0
