Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Barreto,br BRA,MF,28-193,7.6,359,27,113,184,63,7,359,13,9,69.2,4,30.8,166,759,378,3,7,0,7,5,217,9,Matches
Rodrigo Fagundes,br BRA,DF,37-102,7.0,424,76,240,169,18,3,424,3,2,66.7,1,33.3,212,1140,666,4,5,1,1,0,230,1,Matches
Marcelo Hermes,br BRA,"DF,MF",29-140,6.7,341,24,131,108,104,7,341,4,2,50.0,2,50.0,148,529,249,4,8,0,6,1,172,27,Matches
Yannick Bolasie,cd COD,FW,35-027,6.6,211,2,9,74,132,34,211,15,6,40.0,9,60.0,128,724,395,20,8,12,19,8,174,46,Matches
Marquinhos Gabriel,br BRA,MF,33-335,5.1,251,6,51,112,91,12,251,22,11,50.0,10,45.5,159,777,265,8,9,3,13,19,181,25,Matches
Higor Meritão,br BRA,MF,29-363,5.1,293,16,107,164,25,2,293,7,3,42.9,3,42.9,165,885,458,5,7,0,8,8,198,3,Matches
Claudinho,br BRA,DF,23-270,5.0,323,26,117,121,88,5,323,9,6,66.7,3,33.3,150,668,276,5,6,1,6,3,186,20,Matches
Gustavo,br BRA,GK,31-102,4.7,130,114,130,0,0,0,130,0,0,0.0,0,0.0,49,334,229,0,0,0,1,0,35,0,Matches
Tobias Figueiredo,pt POR,DF,30-139,4.0,224,44,113,106,6,3,224,0,0,0.0,0,0.0,106,454,247,1,0,0,2,2,126,1,Matches
Matheusinho,br BRA,"MF,FW",26-130,3.9,199,1,36,97,69,11,199,15,8,53.3,7,46.7,128,693,222,2,7,1,15,8,139,21,Matches
Éder,it ITA,FW,37-218,3.6,131,0,7,63,63,11,131,4,0,0.0,3,75.0,79,394,124,6,2,3,6,3,96,27,Matches
Arthur,br BRA,"FW,MF",32-005,3.7,113,3,15,50,48,18,113,4,1,25.0,3,75.0,52,185,78,1,3,0,15,5,70,14,Matches
Ronald,br BRA,MF,27-002,3.5,172,2,36,97,42,7,172,13,9,69.2,3,23.1,113,704,348,8,5,3,11,11,116,11,Matches
Walisson Maia,br BRA,DF,32-304,3.4,173,41,114,52,7,6,173,0,0,0.0,0,0.0,92,357,144,0,1,0,2,0,106,1,Matches
Alisson,br BRA,GK,29-012,3.3,110,101,110,0,0,0,110,0,0,0.0,0,0.0,41,179,134,0,0,0,0,0,32,0,Matches
Jonathan,br BRA,DF,31-300,2.9,191,7,62,98,35,0,191,5,4,80.0,1,20.0,88,642,328,5,2,0,3,3,104,5,Matches
Fellipe Mateus,br BRA,MF,33-129,2.9,136,4,27,63,49,7,136,8,4,50.0,4,50.0,79,303,134,2,0,0,9,8,100,11,Matches
Newton,br BRA,MF,24-100,2.2,121,7,30,62,32,4,121,3,3,100.0,0,0.0,66,333,151,2,6,0,4,0,87,13,Matches
Miguel Trauco,pe PER,DF,31-300,2.2,160,8,61,76,25,0,160,2,1,50.0,1,50.0,67,215,91,2,1,0,1,0,88,2,Matches
Wilker Ángel,ve VEN,DF,31-094,1.8,69,31,55,12,2,1,69,0,0,0.0,0,0.0,29,96,49,0,1,0,0,0,35,0,Matches
Renato Kayser,br BRA,FW,28-124,0.9,23,1,2,13,8,5,23,1,0,0.0,1,100.0,14,33,10,0,0,0,1,1,18,3,Matches
Felipe Vizeu,br BRA,FW,27-100,0.5,27,0,1,20,7,1,27,5,4,80.0,1,20.0,15,144,76,2,2,1,2,1,24,4,Matches
Yerson Candelo,co COL,DF,32-117,0.3,28,0,14,7,7,0,28,0,0,0.0,0,0.0,14,25,9,0,1,0,0,0,13,3,Matches
Allano,br BRA,FW,29-057,0.2,19,0,6,9,4,0,19,2,0,0.0,1,50.0,7,31,18,0,0,0,1,0,10,1,Matches
Mateo Barcia,uy URU,"MF,FW",23-122,0.2,12,1,6,5,2,0,12,2,1,50.0,1,50.0,6,26,0,0,0,0,5,3,5,1,Matches
João Carlos,br BRA,FW,22-365,0.1,2,0,0,2,0,0,2,0,0,0.0,0,0.0,2,15,12,1,0,0,0,0,2,0,Matches
Eliédson,br BRA,MF,21-095,0.0,3,1,1,2,1,0,3,0,0,0.0,0,0.0,1,15,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,31.0,8.0,4245,543,1594,1766,928,144,4245,137,74,54.0,58,42.3,2176,10660,5091,81,81,25,138,89,2564,249,0
Opponent Total,0,0,28.4,8.0,5139,389,1353,2401,1430,183,5137,132,68,51.5,52,39.4,2717,15168,8169,153,108,28,101,55,3433,379,0
