Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Barreto,br BRA,MF,28-193,8,682.0,85.0,94.7,7.6,8,85.0,5,0,0.0,0,1.13,13.0,13.0,0.0,0.0,2.37,9.5,10.1,-0.6,-0.08,2.52,Matches
Rodrigo Fagundes,br BRA,DF,37-102,7,630.0,90.0,87.5,7.0,7,90.0,7,0,0.0,0,1.29,13.0,12.0,1.0,0.14,2.14,8.7,9.1,-0.4,-0.06,1.19,Matches
Marcelo Hermes,br BRA,"DF,MF",29-140,7,605.0,86.0,84.0,6.7,7,86.0,6,0,0.0,1,0.86,12.0,13.0,-1.0,-0.15,-0.15,7.9,10.6,-2.7,-0.4,-1.17,Matches
Yannick Bolasie,cd COD,FW,35-027,8,598.0,75.0,83.1,6.6,7,81.0,2,1,33.0,0,1.13,10.0,15.0,-5.0,-0.75,-3.7,8.1,10.3,-2.2,-0.33,-0.7,Matches
Marquinhos Gabriel,br BRA,MF,33-335,8,462.0,58.0,64.2,5.1,6,73.0,2,2,12.0,0,1.13,7.0,8.0,-1.0,-0.19,-0.19,5.3,6.9,-1.7,-0.33,-0.33,Matches
Higor Meritão,br BRA,MF,29-363,7,462.0,66.0,64.2,5.1,6,77.0,3,1,3.0,1,1.14,9.0,9.0,0.0,0.0,0.35,5.2,9.2,-4.0,-0.78,-1.6,Matches
Claudinho,br BRA,DF,23-270,8,447.0,56.0,62.1,5.0,5,71.0,1,3,30.0,0,1.13,9.0,9.0,0.0,0.0,0.33,4.8,6.8,-2.0,-0.41,-0.52,Matches
Gustavo,br BRA,GK,31-102,5,422.0,84.0,58.6,4.7,5,84.0,4,0,0.0,0,0.8,10.0,11.0,-1.0,-0.21,-0.21,7.4,9.3,-1.9,-0.41,-0.49,Matches
Tobias Figueiredo,pt POR,DF,30-139,4,360.0,90.0,50.0,4.0,4,90.0,4,0,0.0,1,1.0,7.0,11.0,-4.0,-1.0,-1.75,6.3,5.5,0.8,0.21,0.83,Matches
Matheusinho,br BRA,"MF,FW",26-130,7,349.0,50.0,48.5,3.9,4,77.0,1,3,14.0,1,0.86,8.0,10.0,-2.0,-0.52,-0.76,6.2,7.4,-1.1,-0.29,-0.16,Matches
Éder,it ITA,FW,37-218,6,325.0,54.0,45.1,3.6,4,72.0,1,2,19.0,0,0.83,6.0,8.0,-2.0,-0.55,-0.78,5.8,6.6,-0.8,-0.21,-0.01,Matches
Arthur,br BRA,"FW,MF",32-005,8,329.0,41.0,45.7,3.7,3,72.0,0,5,22.0,0,1.13,9.0,7.0,2.0,0.55,1.24,5.3,4.7,0.6,0.16,0.69,Matches
Ronald,br BRA,MF,27-002,5,316.0,63.0,43.9,3.5,3,83.0,0,2,34.0,1,0.8,6.0,9.0,-3.0,-0.85,-1.3,5.7,5.2,0.4,0.12,0.59,Matches
Walisson Maia,br BRA,DF,32-304,5,305.0,61.0,42.4,3.4,3,89.0,2,2,19.0,3,1.2,4.0,5.0,-1.0,-0.3,-0.3,3.7,4.7,-1.0,-0.3,-0.15,Matches
Alisson,br BRA,GK,29-012,4,296.0,74.0,41.1,3.3,3,90.0,3,1,26.0,4,1.5,4.0,4.0,0.0,0.0,0.21,2.7,2.4,0.3,0.08,0.49,Matches
Jonathan,br BRA,DF,31-300,5,264.0,53.0,36.7,2.9,3,66.0,1,2,33.0,0,0.8,5.0,7.0,-2.0,-0.68,-0.88,5.0,4.8,0.2,0.07,0.44,Matches
Fellipe Mateus,br BRA,MF,33-129,3,262.0,87.0,36.4,2.9,3,87.0,1,0,0.0,0,1.67,6.0,2.0,4.0,1.37,2.36,2.4,3.4,-1.0,-0.35,-0.21,Matches
Newton,br BRA,MF,24-100,4,200.0,50.0,27.8,2.2,2,90.0,2,2,10.0,2,1.75,4.0,4.0,0.0,0.0,0.17,3.8,2.1,1.7,0.76,1.34,Matches
Miguel Trauco,pe PER,DF,31-300,4,198.0,50.0,27.5,2.2,2,90.0,2,2,9.0,3,1.25,3.0,2.0,1.0,0.45,0.8,2.1,1.8,0.3,0.16,0.5,Matches
Wilker Ángel,ve VEN,DF,31-094,3,159.0,53.0,22.1,1.8,2,78.0,1,1,3.0,0,1.33,4.0,2.0,2.0,1.13,1.61,1.8,4.4,-2.5,-1.44,-1.58,Matches
Renato Kayser,br BRA,FW,28-124,1,85.0,85.0,11.8,0.9,1,85.0,0,0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.14,0.7,0.6,0.1,0.09,0.34,Matches
Felipe Vizeu,br BRA,FW,27-100,2,47.0,24.0,6.5,0.5,0,0.0,0,2,24.0,0,1.5,1.0,0.0,1.0,1.91,2.18,0.9,0.4,0.5,0.95,1.24,Matches
Yerson Candelo,co COL,DF,32-117,2,28.0,14.0,3.9,0.3,0,0.0,0,2,14.0,1,2.0,0.0,0.0,0.0,0.0,0.13,0.4,0.4,0.0,-0.04,0.17,Matches
Allano,br BRA,FW,29-057,2,21.0,11.0,2.9,0.2,0,0.0,0,2,11.0,3,1.5,1.0,1.0,0.0,0.0,0.13,0.1,1.1,-1.0,-4.25,-4.17,Matches
Mateo Barcia,uy URU,"MF,FW",23-122,3,20.0,7.0,2.8,0.2,0,0.0,0,3,7.0,5,1.33,2.0,0.0,2.0,9.0,9.39,0.2,0.6,-0.4,-1.84,-1.68,Matches
João Carlos,br BRA,FW,22-365,1,5.0,5.0,0.7,0.1,0,0.0,0,1,5.0,7,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,-0.31,-0.1,Matches
Eliédson,br BRA,MF,21-095,1,3.0,3.0,0.4,0.0,0,0.0,0,1,3.0,4,1.0,0.0,0.0,0.0,0.0,0.13,0.0,0.1,-0.1,-1.8,-1.6,Matches
Adriano Filho,br BRA,MF,20-006,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Erick Garcia,br BRA,DF,19-016,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Léo Gonçalves,br BRA,MF,22-058,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Guilherme,br BRA,DF,21-311,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Eduardo Melo,br BRA,FW,23-038,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kauã Moroso,br BRA,GK,20-101,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matheus Teixeira,br BRA,GK,25-104,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,31.0,8,720.0,90.0,100.0,8.0,88,82.0,48,40,18.0,56,1.13,14.0,15.0,-1.0,-0.12,0.0,10.1,11.7,-1.7,-0.21,0.0,0
