Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Matteo Pessina,it ITA,MF,26.0,37,37,3222.0,35.8,6.0,3.0,9.0,2.0,4.0,5.0,5.0,1.0,6.3,2.4,1.1,3.5,69.0,190.0,53.0,0.17,0.08,0.25,0.06,0.14,0.18,0.03,0.21,0.07,0.1,Matches
Andrea Colpani,it ITA,"MF,FW",24.0,38,36,2657.0,29.5,8.0,4.0,12.0,8.0,0.0,0.0,1.0,0.0,4.8,4.8,5.0,9.8,90.0,120.0,193.0,0.27,0.14,0.41,0.27,0.41,0.16,0.17,0.33,0.16,0.33,Matches
Michele Di Gregorio,it ITA,GK,26.0,33,33,2872.0,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pablo Marí,es ESP,DF,29.0,34,30,2615.0,29.1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.3,0.7,2.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
Roberto Gagliardini,it ITA,"MF,DF",29.0,33,29,2360.0,26.2,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,2.9,2.9,1.7,4.6,38.0,120.0,36.0,0.04,0.08,0.11,0.04,0.11,0.11,0.06,0.18,0.11,0.18,Matches
Dany Mota,pt POR,"FW,MF",25.0,34,24,2049.0,22.8,4.0,3.0,7.0,4.0,0.0,0.0,3.0,0.0,3.6,3.6,3.0,6.5,112.0,57.0,152.0,0.18,0.13,0.31,0.18,0.31,0.16,0.13,0.29,0.16,0.29,Matches
Luca Caldirola,it ITA,DF,32.0,29,23,2141.0,23.8,1.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0,0.5,0.5,0.6,1.1,10.0,56.0,9.0,0.04,0.04,0.08,0.04,0.08,0.02,0.03,0.04,0.02,0.04,Matches
Samuele Birindelli,it ITA,DF,24.0,35,22,2013.0,22.4,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,1.1,1.1,2.9,4.0,63.0,70.0,122.0,0.0,0.09,0.09,0.0,0.09,0.05,0.13,0.18,0.05,0.18,Matches
Giorgos Kyriakopoulos,gr GRE,DF,27.0,28,20,1712.0,19.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.2,1.2,1.4,2.6,64.0,70.0,94.0,0.0,0.16,0.16,0.0,0.16,0.06,0.07,0.14,0.06,0.14,Matches
Armando Izzo,it ITA,DF,31.0,23,20,1650.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.7,0.7,0.5,1.1,15.0,59.0,7.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.06,0.04,0.06,Matches
Patrick Ciurria,it ITA,"DF,MF",28.0,22,18,1598.0,17.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.5,1.5,2.6,4.1,41.0,68.0,94.0,0.0,0.06,0.06,0.0,0.06,0.09,0.15,0.23,0.09,0.23,Matches
Danilo D'Ambrosio,it ITA,DF,34.0,24,16,1536.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.7,0.7,0.2,0.8,12.0,61.0,25.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches
Andrea Carboni,it ITA,DF,22.0,21,16,1487.0,16.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,0.5,1.7,13.0,46.0,22.0,0.06,0.0,0.06,0.06,0.06,0.07,0.03,0.1,0.07,0.1,Matches
