Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Michele Di Gregorio,it ITA,GK,26.0,31.9,35,3,1,5,0,45.4,0.26,10.4,0.33,179,430,41.6,1126,201,27.8,30.6,223,52.5,44.2,469,19,4.1,18,0.56,11.5,Matches
Alessandro Sorrentino,it ITA,GK,21.0,6.1,16,4,0,1,0,14.4,0.34,-1.6,-0.27,18,56,32.1,151,29,26.5,30.6,42,38.1,36.1,62,3,4.8,3,0.49,16.8,Matches
Squad Total,0,0,26.8,38.0,51,7,1,6,0,59.8,0.27,8.8,0.23,197,486,40.5,1223,230,28.9,0.0,319,41.7,37.5,531,22,4.1,21,0.55,0.0,0
Opponent Total,0,0,26.6,38.0,39,4,1,4,1,36.6,0.25,-1.4,-0.04,110,279,39.4,796,141,24.9,30.7,250,32.4,32.9,456,17,3.7,29,0.76,15.3,0
