Player,Nation,Pos,Age,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Patrick Ciurria,it ITA,"DF,MF",28.0,22,1598.0,73.0,46.7,17.8,18,80.0,10,4,38.0,7,1.32,16.0,20.0,-4.0,-0.23,0.17,16.6,24.9,-8.3,-0.47,-0.05,Matches
Danilo D'Ambrosio,it ITA,DF,34.0,24,1536.0,64.0,44.9,17.1,16,83.0,10,8,27.0,5,1.13,18.0,20.0,-2.0,-0.12,0.36,18.4,24.7,-6.3,-0.37,0.13,Matches
Andrea Carboni,it ITA,DF,22.0,21,1487.0,71.0,43.5,16.5,16,81.0,10,5,37.0,9,1.29,17.0,17.0,0.0,0.0,0.56,17.0,20.5,-3.5,-0.21,0.41,Matches
Lorenzo Colombo,it ITA,FW,21.0,25,1359.0,54.0,39.7,15.1,16,70.0,3,9,26.0,11,1.24,16.0,15.0,1.0,0.07,0.63,15.9,18.4,-2.5,-0.17,0.46,Matches
Warren Bondo,fr FRA,MF,19.0,25,1475.0,59.0,43.1,16.4,14,79.0,8,11,34.0,11,1.28,20.0,27.0,-7.0,-0.43,-0.2,17.7,25.3,-7.5,-0.46,-0.03,Matches
Milan Đurić,ba BIH,FW,33.0,17,1257.0,74.0,36.8,14.0,13,86.0,9,4,35.0,0,1.18,14.0,20.0,-6.0,-0.43,-0.18,14.6,21.2,-6.7,-0.48,-0.06,Matches
Valentin Carboni,ar ARG,"MF,FW",18.0,31,1169.0,38.0,34.2,13.0,10,70.0,2,21,22.0,6,1.16,14.0,20.0,-6.0,-0.46,-0.22,14.0,19.0,-4.9,-0.38,0.09,Matches
Pedro Pereira,pt POR,DF,25.0,23,841.0,37.0,24.6,9.3,9,65.0,2,14,18.0,15,1.04,8.0,17.0,-9.0,-0.96,-0.86,11.2,17.8,-6.6,-0.71,-0.35,Matches
Jean-Daniel Akpa-Akpro,ci CIV,MF,30.0,19,705.0,37.0,20.6,7.8,8,67.0,1,11,15.0,15,1.37,9.0,11.0,-2.0,-0.26,0.08,5.9,15.1,-9.2,-1.17,-0.92,Matches
Alessio Zerbin,it ITA,"DF,FW",24.0,13,684.0,53.0,20.0,7.6,7,75.0,2,6,27.0,4,0.85,4.0,5.0,-1.0,-0.13,0.23,6.5,10.8,-4.2,-0.56,-0.14,Matches
Alessandro Sorrentino,it ITA,GK,21.0,7,548.0,78.0,16.0,6.1,5,90.0,5,2,49.0,31,1.0,8.0,16.0,-8.0,-1.31,-1.19,8.1,11.6,-3.5,-0.57,-0.15,Matches
Gianluca Caprari,it ITA,"MF,FW",30.0,6,285.0,48.0,8.3,3.2,4,64.0,1,2,15.0,3,0.83,4.0,5.0,-1.0,-0.32,0.0,3.7,5.4,-1.7,-0.55,-0.12,Matches
Samuele Vignato,it ITA,"MF,FW",19.0,10,343.0,34.0,10.0,3.8,3,65.0,0,7,21.0,12,1.5,4.0,2.0,2.0,0.52,0.93,3.7,3.7,0.0,0.01,0.5,Matches
Daniel Maldini,it ITA,"MF,FW",21.0,11,333.0,30.0,9.7,3.7,2,59.0,0,9,24.0,4,1.27,10.0,8.0,2.0,0.54,0.95,5.0,5.0,0.0,0.01,0.49,Matches
Pepín,gq EQG,"MF,FW",26.0,10,241.0,24.0,7.0,2.7,2,45.0,0,8,19.0,16,1.2,2.0,2.0,0.0,0.0,0.34,2.0,5.6,-3.6,-1.36,-0.99,Matches
Mirko Marić,hr CRO,FW,28.0,10,287.0,29.0,8.4,3.2,1,59.0,0,9,25.0,9,1.09,2.0,3.0,-1.0,-0.31,0.0,4.4,4.3,0.1,0.02,0.5,Matches
Papu Gómez,ar ARG,"MF,FW",35.0,2,41.0,21.0,1.2,0.5,0,0.0,0,2,21.0,0,3.0,1.0,0.0,1.0,2.2,2.54,2.0,0.9,1.1,2.37,2.85,Matches
Giulio Donati,it ITA,DF,33.0,4,36.0,9.0,1.1,0.4,0,0.0,0,4,9.0,28,0.8,5.0,6.0,-1.0,-2.5,-2.21,0.9,0.9,0.0,-0.01,0.43,Matches
Giorgio Cittadini,it ITA,DF,21.0,1,15.0,15.0,0.4,0.2,0,0.0,0,1,15.0,15,1.0,0.0,0.0,0.0,0.0,0.32,0.1,0.3,-0.2,-1.27,-0.83,Matches
Andrea Ferraris,it ITA,MF,20.0,1,10.0,10.0,0.3,0.1,0,0.0,0,1,10.0,10,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.44,Matches
Davide Bettella,it ITA,MF,23.0,1,3.0,3.0,0.1,0.0,0,0.0,0,1,3.0,17,3.0,0.0,0.0,0.0,0.0,0.32,0.0,0.2,-0.2,-5.02,-4.59,Matches
Alessandro Berretta,it ITA,MF,17.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Franco Carboni,it ITA,MF,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leonardo Colombo,it ITA,MF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Stefano Gori,it ITA,GK,27.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Eugenio Lamanna,it ITA,GK,33.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Andrea Mazza,it ITA,GK,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Andrea Petagna,it ITA,FW,28.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matija Popović,rs SRB,MF,17.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,26.8,38,3420.0,90.0,100.0,38.0,418,79.0,226,189,24.0,336,1.18,39.0,51.0,-12.0,-0.32,0.0,39.5,56.3,-16.8,-0.44,0.0,0
Opponent Total,0,0,26.6,38,3420.0,90.0,100.0,38.0,418,79.0,243,174,24.0,291,1.5,51.0,39.0,12.0,0.32,0.0,56.3,39.5,16.8,0.44,0.0,0
