Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Matteo Pessina,it ITA,MF,26.0,35.8,74,2.07,64,0,1,5,2,2,8,0.22,7,0,0,1,0,0,Matches
Andrea Colpani,it ITA,"MF,FW",24.0,29.5,120,4.06,79,20,8,5,7,1,10,0.34,8,0,2,0,0,0,Matches
Michele Di Gregorio,it ITA,GK,26.0,31.9,11,0.34,8,2,0,0,1,0,3,0.09,1,1,0,0,1,0,Matches
Pablo Marí,es ESP,DF,29.0,29.1,22,0.76,18,1,0,1,1,1,1,0.03,1,0,0,0,0,0,Matches
Roberto Gagliardini,it ITA,"MF,DF",29.0,26.2,51,1.94,45,2,0,1,3,0,3,0.11,3,0,0,0,0,0,Matches
Dany Mota,pt POR,"FW,MF",25.0,22.8,71,3.12,49,14,0,2,6,0,8,0.35,5,0,0,0,3,0,Matches
Luca Caldirola,it ITA,DF,32.0,23.8,14,0.59,13,0,0,0,0,1,1,0.04,1,0,0,0,0,0,Matches
Samuele Birindelli,it ITA,DF,24.0,22.4,43,1.92,35,0,1,4,3,0,4,0.18,4,0,0,0,0,0,Matches
Giorgos Kyriakopoulos,gr GRE,DF,27.0,19.0,49,2.58,36,9,1,2,1,0,3,0.16,1,2,0,0,0,0,Matches
Armando Izzo,it ITA,DF,31.0,18.3,18,0.98,15,1,0,2,0,0,1,0.05,1,0,0,0,0,0,Matches
Patrick Ciurria,it ITA,"DF,MF",28.0,17.8,53,2.98,43,4,2,2,1,1,3,0.17,2,0,0,1,0,0,Matches
Danilo D'Ambrosio,it ITA,DF,34.0,17.1,14,0.82,5,0,2,4,1,2,0,0.0,0,0,0,0,0,0,Matches
Andrea Carboni,it ITA,DF,22.0,16.5,17,1.03,16,0,0,0,0,1,1,0.06,1,0,0,0,0,0,Matches
Lorenzo Colombo,it ITA,FW,21.0,15.1,28,1.85,19,0,4,3,2,0,6,0.4,4,0,2,0,0,0,Matches
Warren Bondo,fr FRA,MF,19.0,16.4,30,1.83,21,0,2,4,1,2,4,0.24,3,0,0,1,0,0,Matches
Milan Đurić,ba BIH,FW,33.0,14.0,13,0.93,8,0,0,5,0,0,1,0.07,1,0,0,0,0,0,Matches
Valentin Carboni,ar ARG,"MF,FW",18.0,13.0,42,3.23,36,2,1,1,0,2,4,0.31,3,0,0,1,0,0,Matches
Pedro Pereira,pt POR,DF,25.0,9.3,26,2.78,24,0,1,1,0,0,2,0.21,2,0,0,0,0,0,Matches
Jean-Daniel Akpa-Akpro,ci CIV,MF,30.0,7.8,5,0.64,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Alessio Zerbin,it ITA,"DF,FW",24.0,7.6,29,3.82,19,1,2,4,3,0,2,0.26,2,0,0,0,0,0,Matches
Alessandro Sorrentino,it ITA,GK,21.0,6.1,1,0.16,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Gianluca Caprari,it ITA,"MF,FW",30.0,3.2,16,5.03,11,3,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Samuele Vignato,it ITA,"MF,FW",19.0,3.8,11,2.89,7,2,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Daniel Maldini,it ITA,"MF,FW",21.0,3.7,19,5.14,13,2,4,0,0,0,2,0.54,2,0,0,0,0,0,Matches
Pepín,gq EQG,"MF,FW",26.0,2.7,7,2.64,5,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Mirko Marić,hr CRO,FW,28.0,3.2,7,2.2,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Papu Gómez,ar ARG,"MF,FW",35.0,0.5,5,10.98,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Giulio Donati,it ITA,DF,33.0,0.4,4,10.0,4,0,0,0,0,0,1,2.5,1,0,0,0,0,0,Matches
Giorgio Cittadini,it ITA,DF,21.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Andrea Ferraris,it ITA,MF,20.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Davide Bettella,it ITA,MF,23.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,26.8,38.0,800,21.05,609,64,31,50,33,13,68,1.79,53,3,4,4,4,0,0
Opponent Total,0,0,26.6,38.0,964,25.37,677,95,47,74,51,20,84,2.21,47,5,9,14,8,1,0
