Player,Nation,Pos,Age,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Álvaro Vallés,es ESP,GK,26.0,37,37,3263.0,36.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kirian Rodríguez,es ESP,MF,27.0,37,36,3211.0,35.7,6.0,2.0,8.0,6.0,0.0,0.0,8.0,0.0,2.1,2.1,1.6,3.7,46.0,296.0,78.0,0.17,0.06,0.22,0.17,0.22,0.06,0.05,0.1,0.06,0.1,Matches
Mika Màrmol,es ESP,DF,21.0,36,36,3178.0,35.3,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.2,0.2,1.0,1.1,36.0,142.0,13.0,0.0,0.03,0.03,0.0,0.03,0.0,0.03,0.03,0.0,0.03,Matches
Munir El Haddadi,ma MAR,FW,27.0,38,32,2449.0,27.2,3.0,2.0,5.0,3.0,0.0,1.0,3.0,0.0,4.3,3.5,1.9,5.5,26.0,78.0,167.0,0.11,0.07,0.18,0.11,0.18,0.16,0.07,0.23,0.13,0.2,Matches
Sergi Cardona,es ESP,DF,24.0,35,30,2814.0,31.3,1.0,2.0,3.0,1.0,0.0,0.0,11.0,0.0,2.7,2.7,2.8,5.5,60.0,160.0,165.0,0.03,0.06,0.1,0.03,0.1,0.09,0.09,0.18,0.09,0.18,Matches
Javier Muñoz,es ESP,MF,28.0,37,30,2640.0,29.3,2.0,3.0,5.0,2.0,0.0,0.0,6.0,0.0,2.5,2.5,1.4,4.0,33.0,122.0,126.0,0.07,0.1,0.17,0.07,0.17,0.09,0.05,0.14,0.09,0.14,Matches
Álex Suárez,es ESP,DF,30.0,32,30,2562.0,28.5,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,1.2,1.2,0.2,1.4,12.0,109.0,15.0,0.07,0.0,0.07,0.07,0.07,0.04,0.01,0.05,0.04,0.05,Matches
Saúl Coco,gq EQG,DF,24.0,30,26,2295.0,25.5,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,1.1,1.1,0.0,1.1,9.0,69.0,1.0,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04,Matches
Sandro Ramírez,es ESP,FW,28.0,27,21,1808.0,20.1,1.0,3.0,4.0,1.0,0.0,1.0,3.0,0.0,3.7,3.0,2.6,5.6,61.0,54.0,209.0,0.05,0.15,0.2,0.05,0.2,0.19,0.13,0.32,0.15,0.28,Matches
Alberto Moleiro,es ESP,"FW,MF",19.0,28,21,1803.0,20.0,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,2.7,4.6,86.0,87.0,184.0,0.15,0.15,0.3,0.15,0.3,0.1,0.13,0.23,0.1,0.23,Matches
