Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Álvaro Vallés,es ESP,GK,26.0,37,37,3263,36.3,44,1.21,152,108,74.3,10,10,17,8,21.6,9,5,3,1,37.5,Matches
Aarón Escandell,es ESP,GK,27.0,2,1,153,1.7,3,1.76,4,1,25.0,0,0,1,0,0.0,0,0,0,0,0.0,Matches
Squad Total,0,0,25.5,38,38,3416,38.0,47,1.24,156,109,73.1,10,10,18,8,21.1,9,5,3,1,37.5,0
Opponent Total,0,0,27.1,38,38,3420,38.0,33,0.87,125,90,76.0,18,10,10,17,44.7,5,3,2,0,40.0,0
