Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Álvaro Vallés,es ESP,GK,26.0,36.3,2,1,0,1,6,0,1,0,2,0,0,0,73,8,2,80.0,Matches
Kirian Rodríguez,es ESP,MF,27.0,35.7,8,0,0,23,37,1,26,28,32,0,2,0,231,22,46,32.4,Matches
Mika Màrmol,es ESP,DF,21.0,35.3,6,1,1,23,34,3,5,44,42,0,3,1,187,31,34,47.7,Matches
Munir El Haddadi,ma MAR,FW,27.0,27.2,3,0,0,30,73,21,41,11,27,0,0,0,91,19,42,31.1,Matches
Sergi Cardona,es ESP,DF,24.0,31.3,11,0,0,52,60,5,89,46,55,0,0,0,188,52,37,58.4,Matches
Javier Muñoz,es ESP,MF,28.0,29.3,6,0,0,36,16,2,47,20,23,0,1,0,114,6,19,24.0,Matches
Álex Suárez,es ESP,DF,30.0,28.5,7,0,0,27,28,3,15,18,36,0,1,1,98,47,47,50.0,Matches
Saúl Coco,gq EQG,DF,24.0,25.5,6,1,0,19,24,0,1,20,19,0,0,1,104,58,37,61.1,Matches
Sandro Ramírez,es ESP,FW,28.0,20.1,3,0,0,20,36,16,89,4,8,1,0,0,60,7,11,38.9,Matches
Alberto Moleiro,es ESP,"FW,MF",19.0,20.0,1,0,0,17,18,2,27,7,6,1,0,0,67,1,16,5.9,Matches
Máximo Perrone,ar ARG,MF,20.0,18.0,6,0,0,27,16,0,0,24,21,0,0,0,113,6,28,17.6,Matches
Enzo Loiodice,fr FRA,MF,22.0,19.9,2,0,0,32,38,1,23,12,35,0,0,0,123,27,27,50.0,Matches
Marvin,es ESP,"FW,DF",23.0,20.6,5,0,0,39,26,4,91,14,25,0,1,0,101,15,40,27.3,Matches
Julian Araujo,mx MEX,DF,21.0,16.2,5,0,0,13,9,2,23,10,22,0,0,0,81,29,21,58.0,Matches
Sory Kaba,gn GUI,FW,28.0,8.0,2,0,0,16,15,9,0,0,0,0,0,0,17,31,36,46.3,Matches
Jonathan Viera,es ESP,"MF,FW",33.0,6.9,1,0,0,3,16,1,16,0,3,0,0,0,28,1,4,20.0,Matches
Marc Cardona,es ESP,FW,28.0,8.0,4,0,0,12,19,18,5,2,8,1,0,0,26,9,14,39.1,Matches
Francisco Jesús Crespo García,es ESP,FW,27.0,5.6,1,0,0,6,4,0,31,2,8,0,0,0,21,4,2,66.7,Matches
Daley Sinkgraven,nl NED,DF,28.0,4.3,0,1,0,4,5,0,5,6,5,0,1,0,17,5,1,83.3,Matches
Juan Herzog,es ESP,DF,20.0,3.2,1,0,0,1,1,0,0,2,5,0,0,0,13,4,3,57.1,Matches
Álvaro Lemos,es ESP,DF,30.0,2.8,1,0,0,2,3,1,5,2,1,0,0,0,10,5,2,71.4,Matches
Benito Ramírez,es ESP,"FW,MF",28.0,4.3,0,0,0,4,4,2,33,3,3,0,0,0,22,2,11,15.4,Matches
José Campaña,es ESP,MF,30.0,1.9,0,0,0,0,5,0,4,2,2,0,0,0,16,2,0,100.0,Matches
Cristian Herrera,es ESP,"FW,MF",32.0,1.8,1,0,0,3,3,2,1,0,1,0,0,0,9,0,2,0.0,Matches
Aarón Escandell,es ESP,GK,27.0,1.7,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,Matches
Fabio González,es ESP,MF,26.0,1.4,1,0,0,1,1,0,2,0,2,0,0,0,13,1,2,33.3,Matches
Eric Curbelo,es ESP,"DF,MF",29.0,1.1,0,0,0,0,0,0,0,2,3,0,0,0,11,0,1,0.0,Matches
Omenuke Mfulu,cd COD,"MF,FW",29.0,0.9,1,0,0,0,2,0,0,2,3,0,0,0,7,3,4,42.9,Matches
Iñaki González,es ESP,MF,19.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Squad Total,0,0,25.5,38.0,84,5,1,411,499,93,580,281,397,3,9,3,1846,395,489,44.7,0
Opponent Total,0,0,27.1,38.0,97,5,2,525,378,164,694,335,415,8,5,0,1963,489,395,55.3,0
