Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Álvaro Vallés,es ESP,GK,26.0,37,3263.0,88.0,95.4,36.3,37,88.0,36,0,0.0,0,1.08,33.0,44.0,-11.0,-0.3,1.42,32.9,52.9,-20.0,-0.55,1.43,Matches
Kirian Rodríguez,es ESP,MF,27.0,37,3211.0,87.0,93.9,35.7,36,88.0,29,1,45.0,0,1.08,33.0,44.0,-11.0,-0.31,0.98,31.3,50.1,-18.8,-0.53,1.5,Matches
Mika Màrmol,es ESP,DF,21.0,36,3178.0,88.0,92.9,35.3,36,88.0,33,0,0.0,1,1.08,31.0,44.0,-13.0,-0.37,0.0,31.0,53.1,-22.1,-0.63,-0.12,Matches
Munir El Haddadi,ma MAR,FW,27.0,38,2449.0,64.0,71.6,27.2,32,73.0,3,6,19.0,0,1.05,24.0,30.0,-6.0,-0.22,0.52,22.0,39.1,-17.1,-0.63,-0.03,Matches
Sergi Cardona,es ESP,DF,24.0,35,2814.0,80.0,82.3,31.3,30,87.0,25,5,40.0,0,1.09,30.0,38.0,-8.0,-0.26,0.64,27.8,45.7,-17.9,-0.57,0.27,Matches
Javier Muñoz,es ESP,MF,28.0,37,2640.0,71.0,77.2,29.3,30,83.0,16,7,21.0,0,1.05,26.0,36.0,-10.0,-0.34,0.12,22.9,47.8,-24.9,-0.85,-1.01,Matches
Álex Suárez,es ESP,DF,30.0,32,2562.0,80.0,74.9,28.5,30,85.0,21,2,12.0,5,1.0,25.0,35.0,-10.0,-0.35,0.07,23.4,37.9,-14.5,-0.51,0.43,Matches
Saúl Coco,gq EQG,DF,24.0,30,2295.0,77.0,67.1,25.5,26,85.0,24,4,21.0,3,1.03,23.0,33.0,-10.0,-0.39,-0.07,23.3,37.4,-14.2,-0.56,0.19,Matches
Sandro Ramírez,es ESP,FW,28.0,27,1808.0,67.0,52.9,20.1,21,79.0,4,6,26.0,3,0.74,15.0,25.0,-10.0,-0.5,-0.27,15.5,30.0,-14.5,-0.72,-0.22,Matches
Alberto Moleiro,es ESP,"FW,MF",19.0,28,1803.0,64.0,52.7,20.0,21,77.0,9,7,27.0,0,1.04,23.0,28.0,-5.0,-0.25,0.25,19.3,31.3,-12.0,-0.6,0.04,Matches
Máximo Perrone,ar ARG,MF,20.0,29,1623.0,56.0,47.5,18.0,20,72.0,5,9,21.0,4,1.21,17.0,27.0,-10.0,-0.55,-0.35,14.7,31.3,-16.7,-0.92,-0.58,Matches
