Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Álvaro Vallés,es ESP,GK,26.0,36.3,2056,1271,1985,73,0,0,2056,1,1,100.0,0,0.0,1278,5138,3266,0,0,0,2,0,1316,0,Matches
Kirian Rodríguez,es ESP,MF,27.0,35.7,3337,59,712,2088,560,19,3337,37,26,70.3,9,24.3,2158,9111,4802,46,45,0,49,48,2719,78,Matches
Mika Màrmol,es ESP,DF,21.0,35.3,2956,395,1553,1302,109,12,2956,33,17,51.5,14,42.4,1673,7990,5096,36,26,1,16,10,1987,13,Matches
Munir El Haddadi,ma MAR,FW,27.0,27.2,1043,14,108,516,430,70,1042,61,21,34.4,35,57.4,671,3237,1220,26,30,8,55,48,792,167,Matches
Sergi Cardona,es ESP,DF,24.0,31.3,2586,144,840,1175,586,67,2586,37,17,45.9,16,43.2,1199,5768,3162,60,49,6,47,22,1498,165,Matches
Javier Muñoz,es ESP,MF,28.0,29.3,1560,30,235,897,437,47,1560,35,14,40.0,19,54.3,836,3819,1571,33,28,4,41,24,1172,126,Matches
Álex Suárez,es ESP,DF,30.0,28.5,1851,157,713,1019,132,16,1851,16,11,68.8,2,12.5,986,4052,2044,12,15,0,16,11,1211,15,Matches
Saúl Coco,gq EQG,DF,24.0,25.5,1700,193,873,800,30,11,1700,10,3,30.0,3,30.0,1005,4456,2391,9,6,0,10,9,1132,1,Matches
Sandro Ramírez,es ESP,FW,28.0,20.1,901,17,68,328,515,81,900,54,22,40.7,25,46.3,543,3118,1302,61,26,30,65,23,656,209,Matches
Alberto Moleiro,es ESP,"FW,MF",19.0,20.0,977,8,109,441,453,59,977,116,57,49.1,54,46.6,681,4467,2389,86,67,24,60,27,773,184,Matches
Máximo Perrone,ar ARG,MF,20.0,18.0,1492,54,457,901,144,8,1492,24,11,45.8,11,45.8,759,2885,1239,12,11,2,23,14,1141,22,Matches
Enzo Loiodice,fr FRA,MF,22.0,19.9,1362,34,238,799,337,26,1362,53,28,52.8,21,39.6,756,3333,1451,27,27,4,41,42,997,72,Matches
Marvin,es ESP,"FW,DF",23.0,20.6,1011,26,174,416,433,50,1011,47,19,40.4,21,44.7,574,3530,1535,60,40,13,52,23,662,177,Matches
Julian Araujo,mx MEX,DF,21.0,16.2,1012,78,306,535,178,14,1012,20,12,60.0,6,30.0,489,1908,926,23,16,3,29,2,557,47,Matches
Sory Kaba,gn GUI,FW,28.0,8.0,272,8,19,139,119,33,272,22,11,50.0,11,50.0,163,608,211,7,7,3,48,14,219,36,Matches
Jonathan Viera,es ESP,"MF,FW",33.0,6.9,565,0,40,331,203,22,563,22,10,45.5,7,31.8,379,1818,993,26,21,5,15,9,481,37,Matches
Marc Cardona,es ESP,FW,28.0,8.0,333,7,33,161,146,46,332,34,14,41.2,19,55.9,215,983,388,10,4,4,24,15,255,74,Matches
Francisco Jesús Crespo García,es ESP,FW,27.0,5.6,321,3,29,124,170,15,321,34,15,44.1,18,52.9,204,1363,511,17,15,4,17,13,241,66,Matches
Daley Sinkgraven,nl NED,DF,28.0,4.3,319,17,90,181,49,1,319,3,0,0.0,3,100.0,168,660,285,3,4,0,3,2,198,8,Matches
Juan Herzog,es ESP,DF,20.0,3.2,257,30,161,93,3,3,257,1,1,100.0,0,0.0,132,383,144,0,0,0,1,0,182,0,Matches
Álvaro Lemos,es ESP,DF,30.0,2.8,207,8,35,133,42,0,207,2,0,0.0,2,100.0,118,536,241,6,7,0,4,0,127,8,Matches
Benito Ramírez,es ESP,"FW,MF",28.0,4.3,245,6,32,106,112,10,245,11,2,18.2,9,81.8,150,963,471,13,8,5,10,3,168,46,Matches
José Campaña,es ESP,MF,30.0,1.9,180,10,54,104,23,0,180,3,1,33.3,2,66.7,117,556,184,1,1,0,4,2,132,4,Matches
Cristian Herrera,es ESP,"FW,MF",32.0,1.8,117,2,16,59,42,4,117,2,1,50.0,1,50.0,77,300,138,2,3,0,8,2,93,16,Matches
Aarón Escandell,es ESP,GK,27.0,1.7,88,69,87,1,0,0,88,0,0,0.0,0,0.0,42,156,108,0,0,0,0,0,44,0,Matches
Fabio González,es ESP,MF,26.0,1.4,133,1,26,88,19,0,133,1,1,100.0,0,0.0,89,282,91,0,2,0,0,2,108,2,Matches
Eric Curbelo,es ESP,"DF,MF",29.0,1.1,76,15,51,24,1,0,76,0,0,0.0,0,0.0,39,118,53,0,0,0,3,0,40,0,Matches
Omenuke Mfulu,cd COD,"MF,FW",29.0,0.9,77,10,30,39,8,0,77,1,1,100.0,0,0.0,41,144,70,1,1,0,2,0,50,0,Matches
Iñaki González,es ESP,MF,19.0,0.1,7,1,3,3,1,0,7,0,0,0.0,0,0.0,2,7,4,0,0,0,0,0,4,0,Matches
Squad Total,0,0,25.5,38.0,27041,2667,9077,12876,5282,614,27036,680,316,46.5,308,45.3,15544,71689,36286,577,459,116,645,365,18955,1573,0
Opponent Total,0,0,27.1,38.0,19855,2120,6381,8981,4703,833,19846,687,328,47.7,305,44.4,10333,56743,28580,584,379,190,566,357,11762,1191,0
