Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Álvaro Vallés,es ESP,GK,26.0,36.3,1926,1627,286,134,3,6,1,1,0,0,0,0,1546,13,1,Matches
Kirian Rodríguez,es ESP,MF,27.0,35.7,3062,2929,114,101,16,10,26,4,6,1,0,0,2705,19,29,Matches
Mika Màrmol,es ESP,DF,21.0,35.3,2586,2368,211,95,1,7,5,36,0,0,0,0,2282,7,20,Matches
Munir El Haddadi,ma MAR,FW,27.0,27.2,760,716,41,16,4,15,41,2,9,4,2,0,584,3,22,Matches
Sergi Cardona,es ESP,DF,24.0,31.3,2150,1785,354,37,3,4,89,317,0,0,0,0,1727,11,53,Matches
Javier Muñoz,es ESP,MF,28.0,29.3,1285,1251,29,8,5,7,47,7,13,4,4,1,1018,5,37,Matches
Álex Suárez,es ESP,DF,30.0,28.5,1613,1402,209,68,1,5,15,128,0,0,0,0,1396,2,11,Matches
Saúl Coco,gq EQG,DF,24.0,25.5,1422,1361,54,48,1,3,1,2,0,0,0,0,1257,7,8,Matches
Sandro Ramírez,es ESP,FW,28.0,20.1,690,574,111,12,1,4,89,3,69,18,34,0,516,5,24,Matches
Alberto Moleiro,es ESP,"FW,MF",19.0,20.0,735,709,22,1,11,0,27,8,9,4,2,0,581,4,37,Matches
Máximo Perrone,ar ARG,MF,20.0,18.0,1311,1278,29,28,4,1,0,0,0,0,0,0,1181,4,11,Matches
Enzo Loiodice,fr FRA,MF,22.0,19.9,1129,1096,29,9,8,6,23,2,13,7,4,0,935,4,29,Matches
Marvin,es ESP,"FW,DF",23.0,20.6,774,723,49,5,0,1,91,43,1,0,1,0,557,2,36,Matches
Julian Araujo,mx MEX,DF,21.0,16.2,831,694,135,19,0,2,23,116,0,0,0,0,680,2,14,Matches
Sory Kaba,gn GUI,FW,28.0,8.0,158,148,10,0,2,2,0,1,0,0,0,0,111,0,5,Matches
Jonathan Viera,es ESP,"MF,FW",33.0,6.9,513,471,41,17,2,1,16,2,15,6,1,0,456,1,7,Matches
Marc Cardona,es ESP,FW,28.0,8.0,227,215,12,1,2,1,5,0,0,0,0,0,170,0,7,Matches
Francisco Jesús Crespo García,es ESP,FW,27.0,5.6,232,213,18,1,1,4,31,4,13,8,3,0,166,1,6,Matches
Daley Sinkgraven,nl NED,DF,28.0,4.3,276,231,45,9,0,1,5,35,1,1,0,0,237,0,3,Matches
Juan Herzog,es ESP,DF,20.0,3.2,220,206,14,12,0,0,0,0,0,0,0,0,195,0,6,Matches
Álvaro Lemos,es ESP,DF,30.0,2.8,185,146,39,4,0,1,5,35,0,0,0,0,145,0,6,Matches
Benito Ramírez,es ESP,"FW,MF",28.0,4.3,196,170,26,6,1,0,33,12,8,3,4,0,136,0,12,Matches
José Campaña,es ESP,MF,30.0,1.9,162,149,11,9,0,0,4,0,2,2,0,0,135,2,4,Matches
Cristian Herrera,es ESP,"FW,MF",32.0,1.8,101,98,3,1,0,0,1,1,0,0,0,0,92,0,2,Matches
Aarón Escandell,es ESP,GK,27.0,1.7,86,65,20,8,0,0,0,0,0,0,0,0,64,1,0,Matches
Fabio González,es ESP,MF,26.0,1.4,129,125,4,2,0,1,2,1,0,0,0,0,119,0,1,Matches
Eric Curbelo,es ESP,"DF,MF",29.0,1.1,59,52,7,3,0,1,0,1,0,0,0,0,57,0,0,Matches
Omenuke Mfulu,cd COD,"MF,FW",29.0,0.9,60,59,1,1,0,0,0,0,0,0,0,0,53,0,1,Matches
Iñaki González,es ESP,MF,19.0,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Squad Total,0,0,25.5,38.0,22882,20865,1924,655,66,83,580,761,159,58,55,1,19105,93,392,0
Opponent Total,0,0,27.1,38.0,15778,13845,1769,473,103,121,694,752,211,89,88,2,11893,164,371,0
