Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Adam Marušić,me MNE,DF,30.0,34.4,2103,102,695,1028,391,22,2103,32,14,43.8,14,43.8,979,4378,2368,35,31,3,24,5,1334,108,Matches
Felipe Anderson,br BRA,"FW,MF",30.0,30.8,1756,43,252,792,742,93,1756,107,43,40.2,54,50.5,897,5493,2896,108,62,26,65,32,1304,226,Matches
Ivan Provedel,it ITA,GK,29.0,30.0,1092,925,1075,17,0,0,1092,2,1,50.0,1,50.0,614,3186,1775,0,0,0,1,0,603,0,Matches
Luis Alberto,es ESP,MF,30.0,25.7,1904,23,231,1004,690,61,1904,45,25,55.6,16,35.6,1018,5303,3192,83,62,10,33,24,1383,124,Matches
Mattéo Guendouzi,fr FRA,MF,24.0,26.3,1323,39,246,754,337,44,1323,22,7,31.8,13,59.1,722,4140,1958,46,33,4,25,13,975,79,Matches
Alessio Romagnoli,it ITA,DF,28.0,26.8,1995,276,973,992,36,18,1995,1,0,0.0,1,100.0,981,4361,2024,7,2,0,9,0,1347,2,Matches
Mattia Zaccagni,it ITA,"FW,MF",28.0,21.7,1164,19,129,492,571,79,1164,114,54,47.4,37,32.5,781,5644,3016,88,64,30,48,38,910,209,Matches
Mario Gila,es ESP,DF,22.0,20.1,1486,149,602,797,103,10,1486,15,9,60.0,4,26.7,875,4688,2725,21,26,0,11,6,1035,12,Matches
Ciro Immobile,it ITA,FW,33.0,18.4,655,14,44,267,350,115,651,27,8,29.6,19,70.4,327,1504,537,19,13,14,52,14,499,123,Matches
Manuel Lazzari,it ITA,DF,29.0,18.6,1138,30,325,541,283,18,1138,24,11,45.8,10,41.7,609,4072,2553,73,53,6,19,5,727,104,Matches
Patric,es ESP,DF,30.0,17.9,1295,109,593,651,55,7,1295,0,0,0.0,0,0.0,791,3786,2229,3,4,0,4,0,983,12,Matches
Daichi Kamada,jp JPN,MF,26.0,17.2,1109,19,171,629,316,57,1109,23,14,60.9,7,30.4,627,3349,1676,40,30,18,25,15,847,78,Matches
Valentín Castellanos,ar ARG,FW,24.0,18.7,679,16,47,325,316,106,679,38,11,28.9,25,65.8,305,1337,466,15,13,7,54,22,490,132,Matches
Nicolò Casale,it ITA,DF,25.0,17.3,1155,144,515,615,32,8,1155,4,2,50.0,0,0.0,646,3798,2210,20,9,1,2,1,808,4,Matches
Nicolò Rovella,it ITA,MF,21.0,14.6,1157,49,316,723,131,3,1157,18,10,55.6,7,38.9,575,3079,1311,21,11,1,18,11,787,11,Matches
Danilo Cataldi,it ITA,MF,28.0,15.1,1040,42,219,691,139,0,1040,8,6,75.0,2,25.0,491,2369,1020,9,9,0,9,6,719,7,Matches
Gustav Isaksen,dk DEN,FW,22.0,11.9,464,6,53,169,253,51,464,43,15,34.9,23,53.5,293,2056,969,36,21,14,38,19,348,95,Matches
Elseid Hysaj,al ALB,DF,29.0,13.3,967,45,310,496,166,8,967,8,2,25.0,6,75.0,483,2815,1444,27,23,1,12,8,619,41,Matches
Matías Vecino,uy URU,MF,31.0,12.8,909,28,177,555,183,42,909,14,10,71.4,4,28.6,453,2292,1139,16,17,2,19,1,663,43,Matches
Luca Pellegrini,it ITA,DF,24.0,8.7,613,20,197,275,150,7,613,28,14,50.0,12,42.9,292,1638,983,18,8,2,10,6,351,30,Matches
Christos Mandas,gr GRE,GK,21.0,8.0,286,237,282,4,0,0,286,2,2,100.0,0,0.0,174,939,498,0,0,0,0,0,163,0,Matches
Pedro,es ESP,"FW,MF",36.0,9.1,551,4,60,297,203,25,551,32,14,43.8,14,43.8,334,2084,917,31,30,4,29,17,442,81,Matches
Squad Total,0,0,28.2,38.0,24841,2339,7512,12114,5447,774,24837,607,272,44.8,269,44.3,13267,72311,37906,716,521,143,507,243,17337,1521,0
Opponent Total,0,0,26.5,38.0,22499,2682,8716,9527,4462,695,22496,691,335,48.5,283,41.0,13358,68822,32089,601,414,145,547,298,14997,1156,0
