Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Adam Marušić,me MNE,DF,30.0,34.4,3,1,0,24,10,4,44,29,31,0,1,0,154,32,33,49.2,Matches
Felipe Anderson,br BRA,"FW,MF",30.0,30.8,3,0,0,30,36,4,57,27,45,0,0,0,139,15,16,48.4,Matches
Ivan Provedel,it ITA,GK,29.0,30.0,0,0,0,0,7,0,0,0,0,0,0,0,36,3,0,100.0,Matches
Luis Alberto,es ESP,MF,30.0,25.7,7,0,0,16,23,6,150,7,20,0,0,0,140,10,19,34.5,Matches
Mattéo Guendouzi,fr FRA,MF,24.0,26.3,3,1,0,26,34,0,42,21,15,0,1,0,120,12,25,32.4,Matches
Alessio Romagnoli,it ITA,DF,28.0,26.8,9,0,0,34,19,1,1,29,18,0,0,0,120,76,54,58.5,Matches
Mattia Zaccagni,it ITA,"FW,MF",28.0,21.7,8,0,0,29,79,7,71,21,16,1,0,0,77,11,12,47.8,Matches
Mario Gila,es ESP,DF,22.0,20.1,4,1,1,21,23,1,8,20,14,0,0,0,109,29,43,40.3,Matches
Ciro Immobile,it ITA,FW,33.0,18.4,8,0,0,22,31,14,7,5,9,2,0,0,34,14,28,33.3,Matches
Manuel Lazzari,it ITA,DF,29.0,18.6,4,1,0,16,20,1,56,12,18,0,0,0,72,5,16,23.8,Matches
Patric,es ESP,DF,30.0,17.9,4,0,0,8,6,0,11,6,8,0,0,0,71,9,17,34.6,Matches
Daichi Kamada,jp JPN,MF,26.0,17.2,3,0,0,39,13,2,11,18,36,0,0,0,75,3,16,15.8,Matches
Valentín Castellanos,ar ARG,FW,24.0,18.7,2,0,0,34,31,20,15,2,10,0,0,0,51,71,64,52.6,Matches
Nicolò Casale,it ITA,DF,25.0,17.3,5,0,0,24,6,0,0,12,9,0,1,0,74,23,24,48.9,Matches
Nicolò Rovella,it ITA,MF,21.0,14.6,6,0,0,38,16,0,20,23,28,0,0,0,99,11,9,55.0,Matches
Danilo Cataldi,it ITA,MF,28.0,15.1,8,0,0,17,8,0,31,17,12,0,0,0,105,6,4,60.0,Matches
Gustav Isaksen,dk DEN,FW,22.0,11.9,3,0,0,17,24,3,29,4,3,0,0,0,41,4,7,36.4,Matches
Elseid Hysaj,al ALB,DF,29.0,13.3,2,0,0,14,9,3,18,17,14,0,0,0,72,14,13,51.9,Matches
Matías Vecino,uy URU,MF,31.0,12.8,8,0,0,32,7,2,5,12,17,0,0,0,66,34,36,48.6,Matches
Luca Pellegrini,it ITA,DF,24.0,8.7,7,1,1,19,13,0,28,9,13,0,0,0,50,13,7,65.0,Matches
Christos Mandas,gr GRE,GK,21.0,8.0,0,0,0,0,1,0,0,1,0,0,0,0,10,2,0,100.0,Matches
Pedro,es ESP,"FW,MF",36.0,9.1,4,0,0,13,19,4,20,3,12,0,0,0,49,2,10,16.7,Matches
Squad Total,0,0,28.2,38.0,101,5,2,473,435,72,624,295,348,3,3,0,1764,399,453,46.8,0
Opponent Total,0,0,26.5,38.0,95,3,2,459,453,39,614,318,303,1,4,3,1782,453,399,53.2,0
