Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Adam Marušić,me MNE,DF,30.0,34.4,34,0.99,29,1,2,1,1,0,2,0.06,2,0,0,0,0,0,Matches
Felipe Anderson,br BRA,"FW,MF",30.0,30.8,92,2.99,76,2,4,5,2,3,12,0.39,10,0,1,0,0,1,Matches
Ivan Provedel,it ITA,GK,29.0,30.0,3,0.1,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Luis Alberto,es ESP,MF,30.0,25.7,118,4.6,81,29,0,7,0,1,9,0.35,8,1,0,0,0,0,Matches
Mattéo Guendouzi,fr FRA,MF,24.0,26.3,52,1.98,45,0,0,2,3,2,5,0.19,5,0,0,0,0,0,Matches
Alessio Romagnoli,it ITA,DF,28.0,26.8,12,0.45,11,0,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches
Mattia Zaccagni,it ITA,"FW,MF",28.0,21.7,74,3.4,43,13,8,7,3,0,8,0.37,2,1,0,3,2,0,Matches
Mario Gila,es ESP,DF,22.0,20.1,14,0.7,13,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Ciro Immobile,it ITA,FW,33.0,18.4,40,2.18,29,0,1,6,4,0,4,0.22,2,0,0,0,2,0,Matches
Manuel Lazzari,it ITA,DF,29.0,18.6,32,1.72,27,0,0,2,3,0,5,0.27,5,0,0,0,0,0,Matches
Patric,es ESP,DF,30.0,17.9,9,0.5,7,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches
Daichi Kamada,jp JPN,MF,26.0,17.2,47,2.74,34,0,5,3,3,2,2,0.12,1,0,0,1,0,0,Matches
Valentín Castellanos,ar ARG,FW,24.0,18.7,48,2.57,37,0,2,4,5,0,11,0.59,8,0,1,2,0,0,Matches
Nicolò Casale,it ITA,DF,25.0,17.3,12,0.69,9,0,0,3,0,0,1,0.06,0,0,0,1,0,0,Matches
Nicolò Rovella,it ITA,MF,21.0,14.6,22,1.5,16,2,1,0,1,2,4,0.27,4,0,0,0,0,0,Matches
Danilo Cataldi,it ITA,MF,28.0,15.1,23,1.52,15,6,2,0,0,0,1,0.07,1,0,0,0,0,0,Matches
Gustav Isaksen,dk DEN,FW,22.0,11.9,41,3.44,31,1,3,3,3,0,4,0.34,2,0,0,1,1,0,Matches
Elseid Hysaj,al ALB,DF,29.0,13.3,21,1.57,18,2,0,0,1,0,1,0.07,1,0,0,0,0,0,Matches
Matías Vecino,uy URU,MF,31.0,12.8,26,2.03,23,0,0,2,0,1,2,0.16,1,0,0,1,0,0,Matches
Luca Pellegrini,it ITA,DF,24.0,8.7,14,1.61,6,1,3,1,3,0,1,0.11,0,0,0,0,1,0,Matches
Christos Mandas,gr GRE,GK,21.0,8.0,1,0.12,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Pedro,es ESP,"FW,MF",36.0,9.1,27,2.97,21,1,3,0,2,0,1,0.11,1,0,0,0,0,0,Matches
Squad Total,0,0,28.2,38.0,762,20.05,573,60,34,49,34,12,74,1.95,54,2,2,9,6,1,0
Opponent Total,0,0,26.5,38.0,868,22.84,603,92,43,69,47,14,64,1.68,43,7,2,8,4,0,0
