Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
David Soria,es ESP,GK,30.0,37.9,1393,1099,1386,7,0,0,1393,0,0,0.0,0,0.0,636,3979,2528,0,1,1,4,0,418,0,Matches
Nemanja Maksimović,rs SRB,MF,28.0,36.3,1380,86,321,762,309,59,1380,17,7,41.2,9,52.9,565,2540,1251,22,25,2,24,8,695,35,Matches
Mason Greenwood,eng ENG,"MF,FW",21.0,29.6,1355,6,76,621,690,124,1352,139,72,51.8,52,37.4,949,7176,3899,127,80,70,63,50,1090,239,Matches
Djené,tg TOG,"DF,MF",31.0,27.6,1363,112,510,704,169,12,1363,25,18,72.0,3,12.0,661,3334,1637,13,14,1,24,13,690,19,Matches
Gastón Álvarez,uy URU,DF,23.0,28.2,1325,125,508,648,178,22,1325,21,9,42.9,11,52.4,558,2517,1283,11,12,0,27,10,624,40,Matches
Diego Rico,es ESP,DF,30.0,28.2,1809,80,458,900,467,6,1809,33,11,33.3,20,60.6,758,3025,1419,28,36,1,33,20,840,79,Matches
Borja Mayoral,es ESP,FW,26.0,23.9,775,16,51,377,352,71,771,43,18,41.9,22,51.2,481,2206,912,27,29,11,69,28,588,100,Matches
Luis Milla,es ESP,MF,28.0,23.5,1484,30,196,981,330,10,1484,34,11,32.4,17,50.0,683,3575,1700,31,26,0,26,17,839,35,Matches
Omar Alderete,py PAR,DF,26.0,24.4,1316,132,591,667,73,32,1316,13,9,69.2,3,23.1,655,4060,2701,23,13,0,8,5,684,9,Matches
Jaime Mata,es ESP,"FW,MF",34.0,19.9,731,32,109,255,370,72,731,15,8,53.3,7,46.7,370,1456,479,16,16,7,47,20,527,138,Matches
Iglesias,es ESP,"DF,FW",25.0,15.7,830,60,262,353,223,8,830,14,6,42.9,8,57.1,329,1625,671,16,11,2,10,6,363,48,Matches
Juanmi Latasa,es ESP,FW,22.0,17.3,578,21,32,255,295,104,578,13,6,46.2,5,38.5,278,968,262,7,10,3,66,21,447,82,Matches
Carmona,es ESP,"DF,MF",21.0,14.6,748,28,197,345,216,27,748,28,9,32.1,17,60.7,343,1994,1012,29,19,6,29,14,377,55,Matches
Damián Suárez,uy URU,DF,35.0,14.4,771,27,197,387,195,12,771,21,9,42.9,10,47.6,310,1476,743,20,11,4,19,6,363,47,Matches
Domingos Duarte,pt POR,DF,28.0,10.1,453,45,173,264,20,6,453,3,1,33.3,1,33.3,211,1150,728,7,1,0,5,2,236,0,Matches
Carles Aleñá,es ESP,MF,25.0,11.3,546,14,74,251,223,22,546,28,6,21.4,20,71.4,308,1315,402,12,14,5,25,18,366,45,Matches
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",25.0,10.7,595,7,56,287,259,30,595,31,14,45.2,16,51.6,320,1818,757,13,24,4,35,12,415,48,Matches
Stefan Mitrović,rs SRB,DF,33.0,7.8,306,39,156,147,5,2,306,4,2,50.0,1,25.0,140,780,457,4,0,0,3,0,142,2,Matches
Jesús Santiago,es ESP,MF,19.0,7.3,244,10,47,148,51,8,244,8,3,37.5,5,62.5,131,727,311,5,4,1,9,4,141,12,Matches
Ilaix Moriba,gn GUI,"MF,FW",20.0,6.7,289,9,30,176,87,14,289,14,4,28.6,8,57.1,158,817,302,8,8,2,14,6,181,19,Matches
