Player,Nation,Pos,Age,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
David Soria,es ESP,GK,30.0,38,38,3413.0,37.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nemanja Maksimović,rs SRB,MF,28.0,37,37,3265.0,36.3,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,5.5,5.5,1.1,6.6,22.0,73.0,35.0,0.11,0.0,0.11,0.11,0.11,0.15,0.03,0.18,0.15,0.18,Matches
Mason Greenwood,eng ENG,"MF,FW",21.0,33,30,2662.0,29.6,8.0,6.0,14.0,6.0,2.0,3.0,6.0,1.0,8.8,6.4,4.6,11.0,127.0,89.0,239.0,0.27,0.2,0.47,0.2,0.41,0.3,0.15,0.45,0.22,0.37,Matches
Djené,tg TOG,"DF,MF",31.0,33,30,2484.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.1,0.1,0.3,0.4,13.0,98.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,Matches
Gastón Álvarez,uy URU,DF,23.0,34,29,2537.0,28.2,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.7,0.7,0.6,1.4,11.0,63.0,40.0,0.07,0.0,0.07,0.07,0.07,0.03,0.02,0.05,0.03,0.05,Matches
Diego Rico,es ESP,DF,30.0,32,28,2535.0,28.2,0.0,7.0,7.0,0.0,0.0,0.0,10.0,0.0,0.3,0.3,3.8,4.1,28.0,119.0,79.0,0.0,0.25,0.25,0.0,0.25,0.01,0.14,0.15,0.01,0.15,Matches
Borja Mayoral,es ESP,FW,26.0,27,25,2153.0,23.9,15.0,1.0,16.0,11.0,4.0,4.0,2.0,0.0,11.9,8.7,1.4,10.1,27.0,67.0,100.0,0.63,0.04,0.67,0.46,0.5,0.5,0.06,0.55,0.36,0.42,Matches
Luis Milla,es ESP,MF,28.0,27,25,2115.0,23.5,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.6,0.6,1.7,2.3,31.0,121.0,35.0,0.0,0.04,0.04,0.0,0.04,0.03,0.07,0.1,0.03,0.1,Matches
Omar Alderete,py PAR,DF,26.0,31,24,2195.0,24.4,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,1.2,1.2,1.0,2.2,23.0,98.0,9.0,0.0,0.04,0.04,0.0,0.04,0.05,0.04,0.09,0.05,0.09,Matches
Jaime Mata,es ESP,"FW,MF",34.0,35,22,1787.0,19.9,5.0,1.0,6.0,5.0,0.0,0.0,10.0,1.0,5.6,5.6,1.5,7.2,16.0,19.0,138.0,0.25,0.05,0.3,0.25,0.3,0.28,0.08,0.36,0.28,0.36,Matches
