Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
David Soria,es ESP,GK,30.0,38,3413.0,90.0,99.8,37.9,38,90.0,37,0,0.0,0,1.13,42.0,52.0,-10.0,-0.26,25.45,45.7,52.5,-6.9,-0.18,15.73,Matches
Nemanja Maksimović,rs SRB,MF,28.0,37,3265.0,88.0,95.5,36.3,37,88.0,29,0,0.0,0,1.14,38.0,52.0,-14.0,-0.39,-1.55,41.2,51.0,-9.8,-0.27,-1.22,Matches
Mason Greenwood,eng ENG,"MF,FW",21.0,33,2662.0,81.0,77.8,29.6,30,86.0,22,3,27.0,0,1.18,36.0,42.0,-6.0,-0.2,0.51,37.9,41.1,-3.2,-0.11,0.47,Matches
Djené,tg TOG,"DF,MF",31.0,33,2484.0,75.0,72.6,27.6,30,79.0,18,3,36.0,0,1.18,28.0,33.0,-5.0,-0.18,0.49,31.2,36.7,-5.5,-0.2,0.05,Matches
Gastón Álvarez,uy URU,DF,23.0,34,2537.0,75.0,74.2,28.2,29,85.0,24,5,12.0,2,1.15,24.0,40.0,-16.0,-0.57,-0.98,30.3,40.3,-10.0,-0.35,-0.54,Matches
Diego Rico,es ESP,DF,30.0,32,2535.0,79.0,74.1,28.2,28,86.0,20,4,32.0,0,1.13,37.0,42.0,-5.0,-0.18,0.53,33.0,41.4,-8.5,-0.3,-0.34,Matches
Borja Mayoral,es ESP,FW,26.0,27,2153.0,80.0,63.0,23.9,25,83.0,10,2,36.0,0,1.3,34.0,34.0,0.0,0.0,0.85,29.2,32.3,-3.1,-0.13,0.22,Matches
Luis Milla,es ESP,MF,28.0,27,2115.0,78.0,61.8,23.5,25,83.0,16,2,23.0,0,1.07,26.0,36.0,-10.0,-0.43,-0.29,32.6,33.2,-0.6,-0.03,0.49,Matches
Omar Alderete,py PAR,DF,26.0,31,2195.0,71.0,64.2,24.4,24,84.0,20,7,27.0,3,1.06,26.0,34.0,-8.0,-0.33,-0.03,30.4,34.4,-4.0,-0.16,0.14,Matches
Jaime Mata,es ESP,"FW,MF",34.0,35,1787.0,51.0,52.3,19.9,22,69.0,5,13,21.0,1,1.23,25.0,30.0,-5.0,-0.25,0.13,24.8,29.5,-4.7,-0.24,-0.05,Matches
Iglesias,es ESP,"DF,FW",25.0,23,1412.0,61.0,41.3,15.7,16,75.0,5,7,29.0,7,1.29,13.0,19.0,-6.0,-0.38,-0.11,16.8,20.7,-4.0,-0.25,-0.07,Matches
Juanmi Latasa,es ESP,FW,22.0,32,1555.0,49.0,45.5,17.3,15,71.0,4,17,29.0,4,1.06,17.0,20.0,-3.0,-0.17,0.26,22.9,22.5,0.4,0.02,0.44,Matches
Carmona,es ESP,"DF,MF",21.0,30,1313.0,44.0,38.4,14.6,15,68.0,5,15,20.0,1,1.03,18.0,26.0,-8.0,-0.55,-0.38,19.4,22.8,-3.4,-0.23,-0.03,Matches
Damián Suárez,uy URU,DF,35.0,16,1299.0,81.0,38.0,14.4,15,84.0,9,1,45.0,1,1.12,20.0,24.0,-4.0,-0.28,0.06,15.8,21.7,-5.9,-0.41,-0.32,Matches
Domingos Duarte,pt POR,DF,28.0,15,907.0,60.0,26.5,10.1,11,78.0,7,4,14.0,12,1.27,14.0,18.0,-4.0,-0.4,-0.11,12.2,15.5,-3.3,-0.33,-0.15,Matches
Carles Aleñá,es ESP,MF,25.0,29,1020.0,35.0,29.8,11.3,10,58.0,0,19,23.0,5,1.1,12.0,22.0,-10.0,-0.88,-0.81,15.3,18.4,-3.1,-0.27,-0.08,Matches
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",25.0,24,967.0,40.0,28.3,10.7,9,69.0,1,15,23.0,9,1.13,13.0,11.0,2.0,0.19,0.7,15.0,11.1,3.9,0.36,0.81,Matches
Stefan Mitrović,rs SRB,DF,33.0,11,699.0,64.0,20.4,7.8,9,75.0,5,2,11.0,10,1.18,9.0,11.0,-2.0,-0.26,0.07,5.8,9.4,-3.6,-0.46,-0.31,Matches
Jesús Santiago,es ESP,MF,19.0,14,656.0,47.0,19.2,7.3,8,69.0,0,6,18.0,5,0.86,5.0,8.0,-3.0,-0.41,-0.12,5.4,13.0,-7.6,-1.04,-1.02,Matches
Ilaix Moriba,gn GUI,"MF,FW",20.0,14,605.0,43.0,17.7,6.7,8,63.0,0,6,17.0,0,0.93,8.0,13.0,-5.0,-0.74,-0.52,8.9,9.8,-0.9,-0.13,0.1,Matches
Jordi,es ESP,"MF,DF",22.0,13,573.0,44.0,16.8,6.4,5,69.0,0,8,29.0,11,1.23,11.0,7.0,4.0,0.63,1.13,10.1,8.8,1.3,0.2,0.5,Matches
Mauro Arambarri,uy URU,MF,27.0,7,339.0,48.0,9.9,3.8,3,70.0,1,4,32.0,0,1.0,4.0,6.0,-2.0,-0.53,-0.24,3.2,4.6,-1.4,-0.38,-0.19,Matches
Nabil Aberdin,fr FRA,DF,20.0,2,180.0,90.0,5.3,2.0,2,90.0,2,0,0.0,3,0.0,1.0,3.0,-2.0,-1.0,-0.72,1.2,2.5,-1.3,-0.67,-0.48,Matches
Fabrizio Angileri,ar ARG,"DF,MF",29.0,11,164.0,15.0,4.8,1.8,2,55.0,0,9,6.0,22,1.42,4.0,6.0,-2.0,-1.1,-0.82,5.3,3.4,1.9,1.02,1.3,Matches
Enes Ünal,tr TUR,"FW,MF",26.0,3,140.0,47.0,4.1,1.6,1,90.0,1,2,25.0,1,1.0,2.0,3.0,-1.0,-0.64,-0.34,1.6,2.1,-0.5,-0.33,-0.12,Matches
Alberto Risco,es ESP,MF,17.0,4,137.0,34.0,4.0,1.5,1,70.0,0,3,22.0,4,0.75,1.0,0.0,1.0,0.66,1.01,1.3,0.6,0.7,0.44,0.68,Matches
Portu,es ESP,FW,31.0,3,97.0,32.0,2.8,1.1,0,0.0,0,3,32.0,0,1.33,1.0,1.0,0.0,0.0,0.33,1.8,1.8,0.0,-0.01,0.21,Matches
Anthony Lozano,hn HON,"MF,FW",30.0,6,92.0,15.0,2.7,1.0,0,0.0,0,6,15.0,13,0.33,1.0,4.0,-3.0,-2.93,-2.69,0.9,3.2,-2.3,-2.22,-2.06,Matches
Santiago García,0,FW,21.0,1,25.0,25.0,0.7,0.3,0,0.0,0,1,25.0,1,0.0,0.0,0.0,0.0,0.0,0.32,0.3,0.3,0.0,-0.03,0.18,Matches
Daniel Fuzato,br BRA,GK,26.0,1,7.0,7.0,0.2,0.1,0,0.0,0,1,7.0,37,0.0,0.0,2.0,-2.0,-25.71,-25.45,0.0,1.3,-1.2,-15.91,-15.73,Matches
Gorka Rivera Alonso,es ESP,DF,18.0,1,3.0,3.0,0.1,0.0,0,0.0,0,1,3.0,3,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.2,-0.2,-7.41,-7.2,Matches
Yassin Tallal,es ESP,FW,18.0,1,3.0,3.0,0.1,0.0,0,0.0,0,1,3.0,2,1.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.21,Matches
