Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Nick Olij,nl NED,GK,27.0,34.0,1562,1140,1536,26,0,0,1562,1,1,100.0,0,0.0,1028,6094,4156,0,0,0,1,0,812,0,Matches
Saïd Bakari,km COM,DF,28.0,31.7,1760,109,626,771,378,26,1760,41,25,61.0,14,34.1,829,4336,2178,45,40,3,27,12,916,135,Matches
Tobias Lauritsen,no NOR,FW,25.0,27.6,952,42,75,439,447,153,949,25,8,32.0,16,64.0,372,1338,565,14,15,10,58,23,701,147,Matches
Djevencio van der Kust,sr SUR,DF,22.0,27.8,1755,124,618,690,471,45,1755,40,18,45.0,21,52.5,866,5717,2677,57,41,7,55,18,919,113,Matches
Arno Verschueren,be BEL,MF,26.0,26.3,1058,45,204,423,438,116,1058,34,11,32.4,22,64.7,537,3064,1167,38,37,13,46,22,645,146,Matches
Bart Vriends,nl NED,DF,32.0,24.5,1557,186,705,828,29,17,1557,11,8,72.7,3,27.3,876,4557,2046,11,3,0,2,2,980,4,Matches
Jonathan de Guzmán,nl NED,MF,35.0,21.4,1340,74,367,765,227,13,1340,20,10,50.0,7,35.0,695,3810,1995,30,21,1,26,11,789,18,Matches
Joshua Kitolano,no NOR,MF,21.0,23.4,953,52,217,517,231,37,951,33,16,48.5,14,42.4,507,2863,1400,28,23,3,40,17,568,50,Matches
Pelle Clement,nl NED,"MF,FW",27.0,21.1,1125,62,243,518,381,42,1125,25,9,36.0,12,48.0,556,3077,1520,34,24,7,40,12,657,86,Matches
Koki Saito,jp JPN,FW,21.0,18.4,818,26,96,253,483,100,818,83,36,43.4,39,47.0,532,3494,1710,66,31,29,48,29,575,175,Matches
Tijs Velthuis,nl NED,DF,21.0,19.6,1334,228,695,619,23,12,1334,1,0,0.0,1,100.0,814,4812,3052,10,2,0,5,2,908,2,Matches
Mike Eerdhuijzen,nl NED,DF,23.0,14.7,1086,200,544,499,50,19,1086,5,4,80.0,1,20.0,578,2854,1750,15,7,1,6,3,686,6,Matches
Shunsuke Mito,jp JPN,"FW,MF",20.0,11.3,472,18,87,199,194,31,472,33,9,27.3,21,63.6,275,1752,818,30,10,11,35,16,318,62,Matches
Camiel Neghli,nl NED,FW,21.0,15.0,712,14,108,245,372,43,712,46,20,43.5,25,54.3,387,2760,1294,46,32,10,27,14,440,127,Matches
Metinho,br BRA,MF,20.0,14.1,697,44,183,407,118,10,697,30,17,56.7,10,33.3,379,2477,1178,20,13,6,21,18,409,14,Matches
Charles-Andréas Brym,ca CAN,"FW,MF",24.0,15.3,582,22,90,206,298,54,582,55,18,32.7,32,58.2,363,2492,1085,37,22,16,45,25,397,94,Matches
Django Warmerdam,nl NED,"DF,FW",27.0,9.9,516,34,167,229,126,14,516,5,2,40.0,2,40.0,260,1070,575,11,4,1,11,3,289,36,Matches
Rick Meijssen,nl NED,DF,21.0,9.8,560,89,275,276,16,5,560,3,0,0.0,3,100.0,325,2109,1354,16,5,0,2,0,344,3,Matches
Vito van Crooy,nl NED,FW,27.0,2.9,134,4,29,49,60,8,134,1,0,0.0,1,100.0,67,373,199,7,5,4,2,0,79,13,Matches
Augustin Anello,be BEL,"FW,MF",21.0,2.5,132,0,14,42,77,8,132,13,6,46.2,7,53.8,73,409,205,5,5,1,5,4,78,23,Matches
Jeremy van Mullem,nl NED,MF,24.0,0.8,29,3,9,19,1,0,29,0,0,0.0,0,0.0,8,88,66,2,0,0,1,0,8,0,Matches
Rayvien Rosario,cw CUW,"FW,DF",19.0,0.5,43,4,8,18,18,5,43,3,2,66.7,1,33.3,24,174,96,1,1,0,2,1,27,8,Matches
Hamza el Dahri,nl NED,"MF,FW",18.0,0.4,22,0,3,12,7,1,22,1,0,0.0,1,100.0,9,40,15,0,0,0,1,1,11,1,Matches
Mehmet Yuksel,nl NED,"DF,FW",21.0,0.1,11,0,0,5,6,0,11,0,0,0.0,0,0.0,6,31,21,0,0,0,0,0,6,2,Matches
Jesse Bal,nl NED,MF,16.0,0.1,1,0,0,0,1,0,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,Matches
Sergi Rosanas,es ESP,DF,22.0,0.1,1,0,1,0,0,0,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,25.7,34.0,19212,2520,6900,8055,4452,759,19207,509,220,43.2,253,49.7,10366,59791,31122,523,341,123,506,233,11562,1265,0
Opponent Total,0,0,25.0,34.0,21306,2213,6062,9098,6343,954,21301,583,270,46.3,275,47.2,11851,65180,34488,683,496,166,540,257,13669,1662,0
