Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Nick Olij,nl NED,GK,27.0,34.0,48,3,1,4,1,49.1,0.29,2.1,0.06,307,731,42.0,1242,123,44.0,37.0,236,78.0,58.0,629,37,5.9,38,1.12,14.4,Matches
Squad Total,0,0,25.7,34.0,48,3,1,4,1,49.1,0.29,2.1,0.06,307,731,42.0,1137,123,48.1,0.0,341,54.0,42.7,629,37,5.9,38,1.12,0.0,0
Opponent Total,0,0,25.0,34.0,51,5,0,6,2,52.2,0.28,3.2,0.1,213,572,37.2,953,168,47.5,39.5,237,50.2,40.0,530,33,6.2,34,1.0,13.8,0
