Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Alexandre Oukidja,dz ALG,GK,35.0,33.2,513,1002,51.2,18669,15112,49,50,98.0,199,206,96.6,264,741,35.6,0,0.0,0.1,0.0,0,24,0,0,3,Matches
Matthieu Udol,fr FRA,DF,27.0,30.0,969,1300,74.5,17243,7209,402,473,85.0,475,582,81.6,78,192,40.6,3,3.1,2.1,-0.1,32,70,24,16,98,Matches
Danley Jean-Jacques,ht HAI,MF,23.0,29.8,572,743,77.0,10280,2937,250,307,81.4,235,277,84.8,71,120,59.2,0,0.6,0.6,-0.6,10,62,6,1,84,Matches
Lamine Camara,sn SEN,MF,19.0,25.1,715,983,72.7,15402,5083,211,268,78.7,349,434,80.4,140,240,58.3,4,3.3,2.7,0.7,41,80,12,5,97,Matches
Ismaël Traoré,ci CIV,DF,36.0,24.7,674,777,86.7,14688,5850,138,157,87.9,423,456,92.8,108,155,69.7,0,0.2,0.1,-0.2,2,22,1,0,32,Matches
Maxime Colin,fr FRA,DF,31.0,20.4,660,925,71.4,11318,5363,307,381,80.6,285,372,76.6,52,122,42.6,0,0.4,0.6,-0.4,4,60,7,5,67,Matches
Kévin Van Den Kerkhof,dz ALG,"FW,MF",27.0,21.3,315,551,57.2,5347,1621,159,219,72.6,104,181,57.5,43,96,44.8,2,3.5,2.3,-1.5,21,11,20,15,28,Matches
Fali Candé,gw GNB,DF,25.0,20.5,628,799,78.6,14351,5183,141,170,82.9,373,422,88.4,113,192,58.9,1,0.5,0.2,0.5,6,38,2,0,38,Matches
Georges Mikautadze,ge GEO,FW,22.0,19.4,299,430,69.5,4511,1182,141,187,75.4,116,157,73.9,19,37,51.4,4,2.4,1.0,1.6,21,30,13,1,51,Matches
Christophe Hérelle,mq MTQ,DF,30.0,18.0,543,609,89.2,12018,3571,110,120,91.7,326,341,95.6,101,137,73.7,0,0.0,0.1,0.0,1,29,5,1,41,Matches
Kévin N'Doram,fr FRA,MF,27.0,17.8,481,611,78.7,9883,3029,163,202,80.7,233,277,84.1,78,109,71.6,2,0.5,0.3,1.5,7,52,4,0,62,Matches
Cheikh Tidiane Sabaly,sn SEN,"FW,MF",24.0,15.3,290,370,78.4,4575,1070,139,175,79.4,123,150,82.0,17,21,81.0,1,1.2,0.7,-0.2,9,23,4,0,36,Matches
Arthur Atta,fr FRA,"MF,FW",20.0,10.3,301,401,75.1,5603,1409,121,154,78.6,131,157,83.4,39,65,60.0,2,1.3,0.5,0.7,12,37,12,4,48,Matches
Ablie Jallow,gm GAM,"MF,FW",24.0,10.2,248,318,78.0,4487,1116,112,138,81.2,97,120,80.8,30,46,65.2,2,1.0,0.7,1.0,12,22,10,0,42,Matches
Koffi Kouao,ci CIV,DF,25.0,9.6,317,401,79.1,5434,2296,155,176,88.1,129,157,82.2,28,56,50.0,2,1.5,0.7,0.5,6,23,7,4,29,Matches
Joel Asoro,se SWE,"FW,MF",24.0,9.4,94,147,63.9,1492,451,47,64,73.4,29,40,72.5,11,23,47.8,1,0.3,0.3,0.7,8,9,6,3,16,Matches
Papa Amadou Diallo,sn SEN,FW,19.0,9.9,167,257,65.0,2726,899,86,121,71.1,64,98,65.3,12,24,50.0,1,0.9,0.7,0.1,12,17,6,2,30,Matches
Sadibou Sané,sn SEN,DF,19.0,9.4,254,317,80.1,5409,1557,68,81,84.0,141,162,87.0,43,68,63.2,0,0.0,0.1,0.0,1,10,2,2,19,Matches
Simon Elisor,fr FRA,FW,24.0,8.5,111,157,70.7,1583,387,56,79,70.9,45,61,73.8,3,4,75.0,0,0.9,0.4,-0.9,10,11,2,0,14,Matches
Joseph Nduquidi,fr FRA,"MF,DF",18.0,8.3,173,212,81.6,3112,705,79,95,83.2,79,95,83.2,14,18,77.8,0,0.1,0.1,-0.1,2,10,1,0,22,Matches
Didier Lamkel Zé,cm CMR,"FW,MF",26.0,6.1,137,190,72.1,2652,608,54,67,80.6,61,81,75.3,17,28,60.7,0,0.9,0.2,-0.9,6,14,3,0,19,Matches
Oscar Estupiñan,co COL,FW,26.0,2.9,41,61,67.2,627,74,24,31,77.4,11,18,61.1,3,5,60.0,0,0.0,0.1,0.0,1,2,1,0,2,Matches
Abou Lô,sn SEN,"MF,DF",23.0,2.2,65,74,87.8,1319,446,20,21,95.2,39,42,92.9,6,9,66.7,0,0.3,0.0,-0.3,2,6,1,0,4,Matches
Youssef Maziz,fr FRA,"FW,MF",25.0,1.4,30,39,76.9,628,220,10,11,90.9,14,16,87.5,5,10,50.0,0,0.1,0.1,-0.1,3,4,0,0,6,Matches
Benjamin Tetteh,gh GHA,"FW,MF",26.0,3.1,49,77,63.6,633,148,24,37,64.9,19,29,65.5,0,1,0.0,0,0.1,0.2,-0.1,2,7,0,0,6,Matches
Malick Mbaye,sn SEN,"MF,FW",19.0,1.7,34,54,63.0,683,120,14,23,60.9,12,21,57.1,6,7,85.7,0,0.2,0.2,-0.2,2,1,1,1,1,Matches
Habib Maïga,ci CIV,"MF,FW",27.0,1.6,47,63,74.6,726,215,18,22,81.8,22,29,75.9,3,6,50.0,0,0.0,0.0,0.0,0,3,0,0,3,Matches
Jean Frederic N'Guessan,ci CIV,"MF,FW",20.0,1.2,37,46,80.4,682,151,14,19,73.7,19,22,86.4,3,3,100.0,0,0.0,0.0,0.0,0,3,0,0,5,Matches
Ibou Sané,sn SEN,"MF,FW",18.0,1.4,37,46,80.4,567,191,18,22,81.8,16,17,94.1,1,4,25.0,0,0.0,0.1,0.0,1,5,2,1,7,Matches
Guillaume Dietsch,fr FRA,GK,22.0,0.8,15,26,57.7,522,410,1,1,100.0,5,5,100.0,9,20,45.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,0,0,26.5,34.0,8816,11986,73.6,177170,68613,3131,3871,80.9,4174,5025,83.1,1317,2559,51.5,25,23.2,15.0,1.8,234,685,152,61,910,0
Opponent Total,0,0,25.6,34.0,18493,21875,84.5,316263,106330,8299,9276,89.5,8106,9107,89.0,1507,2466,61.1,38,37.0,44.0,1.0,391,1670,354,85,1944,0
