Player,Nation,Pos,Age,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Alexandre Oukidja,dz ALG,GK,35.0,34,34,2987.0,33.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matthieu Udol,fr FRA,DF,27.0,30,30,2700.0,30.0,3.0,3.0,6.0,3.0,0.0,0.0,5.0,0.0,1.4,1.4,3.1,4.5,46.0,98.0,86.0,0.1,0.1,0.2,0.1,0.2,0.05,0.1,0.15,0.05,0.15,Matches
Danley Jean-Jacques,ht HAI,MF,23.0,33,30,2682.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.9,2.9,0.6,3.5,35.0,84.0,53.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12,Matches
Lamine Camara,sn SEN,MF,19.0,31,26,2255.0,25.1,1.0,4.0,5.0,1.0,0.0,1.0,3.0,0.0,2.2,1.4,3.3,4.7,23.0,97.0,69.0,0.04,0.16,0.2,0.04,0.2,0.09,0.13,0.22,0.06,0.19,Matches
Ismaël Traoré,ci CIV,DF,36.0,26,25,2220.0,24.7,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.8,0.8,0.2,1.0,1.0,32.0,1.0,0.08,0.0,0.08,0.08,0.08,0.03,0.01,0.04,0.03,0.04,Matches
Maxime Colin,fr FRA,DF,31.0,22,22,1832.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.4,0.7,23.0,67.0,22.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
Kévin Van Den Kerkhof,dz ALG,"FW,MF",27.0,29,21,1913.0,21.3,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,1.5,1.5,3.5,5.0,65.0,28.0,145.0,0.05,0.09,0.14,0.05,0.14,0.07,0.16,0.24,0.07,0.24,Matches
Fali Candé,gw GNB,DF,25.0,25,20,1849.0,20.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,0.5,1.3,4.0,38.0,3.0,0.0,0.05,0.05,0.0,0.05,0.04,0.02,0.06,0.04,0.06,Matches
Georges Mikautadze,ge GEO,FW,22.0,20,20,1747.0,19.4,13.0,4.0,17.0,10.0,3.0,3.0,0.0,1.0,9.5,7.2,2.4,9.5,52.0,51.0,95.0,0.67,0.21,0.88,0.52,0.72,0.49,0.12,0.61,0.37,0.49,Matches
Christophe Hérelle,mq MTQ,DF,30.0,19,18,1617.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.1,0.1,0.0,0.1,1.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
Kévin N'Doram,fr FRA,MF,27.0,23,18,1604.0,17.8,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.5,0.8,12.0,62.0,3.0,0.0,0.11,0.11,0.0,0.11,0.02,0.03,0.05,0.02,0.05,Matches
Cheikh Tidiane Sabaly,sn SEN,"FW,MF",24.0,29,17,1379.0,15.3,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,2.7,2.7,1.2,3.8,37.0,36.0,75.0,0.2,0.07,0.26,0.2,0.26,0.17,0.08,0.25,0.17,0.25,Matches
Arthur Atta,fr FRA,"MF,FW",20.0,21,10,924.0,10.3,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,1.3,1.9,16.0,48.0,22.0,0.1,0.19,0.29,0.1,0.29,0.06,0.13,0.18,0.06,0.18,Matches
Ablie Jallow,gm GAM,"MF,FW",24.0,17,10,918.0,10.2,3.0,2.0,5.0,2.0,1.0,1.0,1.0,0.0,2.0,1.2,1.0,2.2,29.0,42.0,53.0,0.29,0.2,0.49,0.2,0.39,0.19,0.1,0.29,0.12,0.22,Matches
Koffi Kouao,ci CIV,DF,25.0,13,10,860.0,9.6,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.5,1.7,10.0,29.0,29.0,0.0,0.21,0.21,0.0,0.21,0.02,0.16,0.18,0.02,0.18,Matches
Joel Asoro,se SWE,"FW,MF",24.0,20,10,848.0,9.4,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.6,0.6,0.3,0.9,14.0,16.0,43.0,0.21,0.11,0.32,0.21,0.32,0.06,0.03,0.09,0.06,0.09,Matches
Papa Amadou Diallo,sn SEN,FW,19.0,16,9,889.0,9.9,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.6,2.6,0.9,3.5,25.0,30.0,65.0,0.2,0.1,0.3,0.2,0.3,0.26,0.09,0.35,0.26,0.35,Matches
Sadibou Sané,sn SEN,DF,19.0,14,9,846.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,8.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
Simon Elisor,fr FRA,FW,24.0,14,9,767.0,8.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.3,1.5,0.9,2.4,9.0,14.0,43.0,0.12,0.0,0.12,0.12,0.12,0.27,0.11,0.38,0.18,0.29,Matches
Joseph Nduquidi,fr FRA,"MF,DF",18.0,13,7,751.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.2,6.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
Didier Lamkel Zé,cm CMR,"FW,MF",26.0,9,7,550.0,6.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.6,1.6,0.9,2.5,15.0,19.0,23.0,0.16,0.0,0.16,0.16,0.16,0.26,0.15,0.41,0.26,0.41,Matches
Oscar Estupiñan,co COL,FW,26.0,6,4,260.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,5.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.18,0.01,0.18,0.18,0.18,Matches
Abou Lô,sn SEN,"MF,DF",23.0,6,2,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.3,0.5,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.22,0.06,0.22,Matches
Youssef Maziz,fr FRA,"FW,MF",25.0,2,2,124.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,6.0,2.0,0.73,0.0,0.73,0.73,0.73,0.08,0.04,0.12,0.08,0.12,Matches
Benjamin Tetteh,gh GHA,"FW,MF",26.0,12,1,278.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.3,3.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.11,0.08,0.11,Matches
Malick Mbaye,sn SEN,"MF,FW",19.0,5,1,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,8.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.26,0.11,0.37,0.26,0.37,Matches
Habib Maïga,ci CIV,"MF,FW",27.0,7,1,147.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
Jean Frederic N'Guessan,ci CIV,"MF,FW",20.0,6,1,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
Ibou Sané,sn SEN,"MF,FW",18.0,9,0,128.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.0,0.7,6.0,7.0,8.0,0.7,0.0,0.7,0.7,0.7,0.49,0.03,0.51,0.49,0.51,Matches
Guillaume Dietsch,fr FRA,GK,22.0,1,0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sofiane Alakouch,ma MAR,"DF,MF",25.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Albin Demouchy,fr FRA,DF,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,26.5,34,374,3060.0,34.0,35.0,25.0,60.0,31.0,4.0,6.0,54.0,3.0,34.2,29.7,23.2,52.9,458.0,910.0,899.0,1.03,0.74,1.76,0.91,1.65,1.01,0.68,1.69,0.87,1.56,0
Opponent Total,0,0,25.6,34,374,3060.0,34.0,58.0,38.0,96.0,52.0,6.0,6.0,58.0,1.0,54.5,49.8,37.0,86.8,739.0,1944.0,1931.0,1.71,1.12,2.82,1.53,2.65,1.6,1.09,2.69,1.47,2.55,0
