Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Alexandre Oukidja,dz ALG,GK,35.0,34,2987.0,88.0,97.6,33.2,34,88.0,33,0,0.0,0,0.85,34.0,57.0,-23.0,-0.69,-0.69,33.5,53.2,-19.7,-0.59,0.15,Matches
Matthieu Udol,fr FRA,DF,27.0,30,2700.0,90.0,88.2,30.0,30,90.0,30,0,0.0,0,0.93,29.0,46.0,-17.0,-0.57,0.93,31.6,45.1,-13.5,-0.45,1.25,Matches
Danley Jean-Jacques,ht HAI,MF,23.0,33,2682.0,81.0,87.6,29.8,30,88.0,21,3,14.0,0,0.88,29.0,49.0,-20.0,-0.67,0.04,29.4,46.3,-16.9,-0.57,0.24,Matches
Lamine Camara,sn SEN,MF,19.0,31,2255.0,73.0,73.7,25.1,26,81.0,12,5,30.0,1,0.84,31.0,42.0,-11.0,-0.44,0.9,26.2,42.1,-16.0,-0.64,-0.15,Matches
Ismaël Traoré,ci CIV,DF,36.0,26,2220.0,85.0,72.5,24.7,25,89.0,23,1,6.0,2,0.73,27.0,45.0,-18.0,-0.73,-0.19,24.0,41.3,-17.3,-0.7,-0.38,Matches
Maxime Colin,fr FRA,DF,31.0,22,1832.0,83.0,59.9,20.4,22,83.0,18,0,0.0,4,0.95,21.0,30.0,-9.0,-0.44,0.58,18.3,30.4,-12.2,-0.6,0.0,Matches
Kévin Van Den Kerkhof,dz ALG,"FW,MF",27.0,29,1913.0,66.0,62.5,21.3,21,82.0,7,8,25.0,1,0.83,21.0,33.0,-12.0,-0.56,0.3,22.4,30.4,-8.0,-0.38,0.59,Matches
Fali Candé,gw GNB,DF,25.0,25,1849.0,74.0,60.4,20.5,20,89.0,18,5,13.0,8,1.0,25.0,40.0,-15.0,-0.73,-0.14,22.1,37.1,-15.0,-0.73,-0.34,Matches
Georges Mikautadze,ge GEO,FW,22.0,20,1747.0,87.0,57.1,19.4,20,87.0,12,0,0.0,0,0.85,22.0,37.0,-15.0,-0.77,-0.22,21.4,33.9,-12.5,-0.64,-0.1,Matches
Christophe Hérelle,mq MTQ,DF,30.0,19,1617.0,85.0,52.8,18.0,18,87.0,15,1,45.0,5,0.84,14.0,26.0,-12.0,-0.67,0.02,16.3,25.7,-9.3,-0.52,0.17,Matches
Kévin N'Doram,fr FRA,MF,27.0,23,1604.0,70.0,52.4,17.8,18,85.0,13,5,15.0,2,0.83,18.0,29.0,-11.0,-0.62,0.12,14.7,27.2,-12.5,-0.7,-0.22,Matches
Cheikh Tidiane Sabaly,sn SEN,"FW,MF",24.0,29,1379.0,48.0,45.1,15.3,17,71.0,0,12,14.0,2,0.66,13.0,24.0,-11.0,-0.72,-0.08,13.0,24.6,-11.6,-0.76,-0.29,Matches
Arthur Atta,fr FRA,"MF,FW",20.0,21,924.0,44.0,30.2,10.3,10,78.0,5,11,13.0,7,0.62,14.0,22.0,-8.0,-0.78,-0.15,13.3,18.0,-4.7,-0.46,0.2,Matches
Ablie Jallow,gm GAM,"MF,FW",24.0,17,918.0,54.0,30.0,10.2,10,75.0,1,7,24.0,4,0.53,13.0,20.0,-7.0,-0.69,-0.01,10.7,16.9,-6.1,-0.6,-0.01,Matches
Koffi Kouao,ci CIV,DF,25.0,13,860.0,66.0,28.1,9.6,10,78.0,6,3,27.0,16,0.85,13.0,21.0,-8.0,-0.84,-0.22,11.1,16.1,-5.0,-0.53,0.1,Matches
Joel Asoro,se SWE,"FW,MF",24.0,20,848.0,42.0,27.7,9.4,10,64.0,0,10,20.0,4,0.6,6.0,13.0,-7.0,-0.74,-0.09,8.7,12.4,-3.7,-0.39,0.28,Matches
Papa Amadou Diallo,sn SEN,FW,19.0,16,889.0,56.0,29.1,9.9,9,78.0,2,7,26.0,8,0.81,13.0,16.0,-3.0,-0.3,0.53,11.6,13.4,-1.7,-0.17,0.6,Matches
Sadibou Sané,sn SEN,DF,19.0,14,846.0,60.0,27.6,9.4,9,85.0,8,5,16.0,8,1.0,9.0,16.0,-7.0,-0.74,-0.09,11.2,15.0,-3.8,-0.41,0.27,Matches
Simon Elisor,fr FRA,FW,24.0,14,767.0,55.0,25.1,8.5,9,74.0,2,5,20.0,2,1.07,8.0,13.0,-5.0,-0.59,0.12,8.4,12.2,-3.8,-0.45,0.2,Matches
