Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Brendan Chardonnet,fr FRA,DF,28.0,33.0,1824,1763,58,55,1,25,13,3,0,0,0,0,1511,3,14,Matches
Kenny Lala,mg MAD,DF,31.0,33.0,2195,1784,404,85,0,20,143,310,9,3,6,0,1713,7,62,Matches
Bradley Locko,fr FRA,DF,21.0,32.9,1852,1528,320,44,1,18,94,276,0,0,0,0,1544,4,32,Matches
Marco Bizot,nl NED,GK,32.0,32.0,1100,845,251,63,0,1,0,0,0,0,0,0,826,4,0,Matches
Lilian Brassier,fr FRA,DF,23.0,29.7,1810,1755,54,53,2,20,5,1,0,0,0,0,1503,1,10,Matches
Romain Del Castillo,fr FRA,FW,27.0,27.7,1469,1255,209,52,9,11,251,45,104,57,45,0,989,5,67,Matches
Hugo Magnetti,fr FRA,MF,25.0,26.0,1143,1105,36,13,1,7,20,10,2,0,0,0,1008,2,17,Matches
Pierre Lees-Melou,fr FRA,MF,30.0,28.0,1673,1618,54,48,6,32,31,5,1,0,0,0,1425,1,26,Matches
Mahdi Camara,fr FRA,MF,25.0,22.4,852,801,51,3,0,2,45,5,0,0,0,0,693,0,21,Matches
Martin Satriano,uy URU,FW,22.0,20.7,456,447,8,2,1,10,11,6,0,0,0,0,325,1,11,Matches
Steve Mounié,bj BEN,FW,28.0,19.7,454,451,2,0,0,2,11,2,0,0,0,0,282,1,12,Matches
Jérémy Le Douaron,fr FRA,FW,25.0,18.0,387,385,2,1,1,3,44,1,0,0,0,0,252,0,21,Matches
Mathias Pereira Lage,pt POR,"FW,MF",26.0,13.2,395,342,52,24,0,2,66,2,26,12,12,0,266,1,8,Matches
Jonas Martin,fr FRA,MF,33.0,13.4,962,927,33,21,0,9,7,8,2,1,0,0,839,2,12,Matches
Kamory Doumbia,ml MLI,MF,20.0,9.8,487,472,14,5,2,0,8,3,2,0,2,0,420,1,8,Matches
Julien Le Cardinal,fr FRA,DF,25.0,5.3,258,246,11,5,0,3,5,6,0,0,0,0,212,1,3,Matches
Grégoire Coudert,fr FRA,GK,24.0,2.0,80,60,20,10,0,0,0,0,0,0,0,0,55,0,0,Matches
Bilal Brahimi,dz ALG,"FW,MF",23.0,2.5,122,114,8,1,1,1,32,3,4,3,1,0,72,0,8,Matches
Achraf Dari,ma MAR,"DF,FW",24.0,1.3,85,83,2,2,0,0,0,0,0,0,0,0,73,0,0,Matches
Jordan Amavi,fr FRA,DF,29.0,1.0,54,43,11,3,0,0,1,8,0,0,0,0,47,0,1,Matches
Axel Camblan,fr FRA,FW,19.0,1.0,22,21,1,0,0,0,1,1,0,0,0,0,18,0,0,Matches
Adrien Lebeau,fr FRA,"MF,FW",24.0,0.6,29,26,3,0,0,0,3,0,3,2,1,0,19,0,3,Matches
Karamoko Dembele,sct SCO,"MF,FW",20.0,0.2,10,9,1,0,0,0,1,0,1,1,0,0,8,0,0,Matches
Luc Zogbé,ci CIV,DF,18.0,0.1,7,6,1,0,0,0,0,1,0,0,0,0,5,0,0,Matches
Hianga Mananga Mbock,fr FRA,"MF,FW",23.0,0.1,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Squad Total,0,0,27.0,34.0,17733,16093,1606,490,25,166,792,696,154,79,67,0,14111,34,336,0
Opponent Total,0,0,25.8,34.0,15176,13505,1607,432,44,84,534,664,143,65,56,0,11747,64,337,0
