Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Marco Bizot,nl NED,GK,32.0,32.0,34,2,0,4,0,36.2,0.27,2.2,0.07,232,482,48.1,908,134,39.3,35.1,188,66.5,47.3,382,18,4.7,41,1.28,15.7,Matches
Grégoire Coudert,fr FRA,GK,24.0,2.0,0,0,0,0,0,0.3,0.07,0.3,0.13,12,36,33.3,70,10,41.4,37.2,10,70.0,55.4,24,0,0.0,2,0.99,23.0,Matches
Squad Total,0,0,27.0,34.0,34,2,0,4,0,36.5,0.26,2.5,0.07,244,518,47.1,978,144,39.5,0.0,198,66.7,47.7,406,18,4.4,43,1.27,0.0,0
Opponent Total,0,0,25.8,34.0,53,4,2,6,2,46.1,0.26,-4.9,-0.14,157,403,39.0,868,190,33.4,32.3,282,40.1,35.3,624,39,6.3,25,0.74,11.1,0
