Player,Nation,Pos,Age,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Brendan Chardonnet,fr FRA,DF,28.0,33,33,2970.0,33.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.5,1.5,1.6,3.1,25.0,115.0,8.0,0.03,0.03,0.06,0.03,0.06,0.04,0.05,0.09,0.04,0.09,Matches
Kenny Lala,mg MAD,DF,31.0,33,33,2970.0,33.0,2.0,3.0,5.0,2.0,0.0,0.0,7.0,0.0,0.5,0.5,3.3,3.8,45.0,200.0,98.0,0.06,0.09,0.15,0.06,0.15,0.01,0.1,0.12,0.01,0.12,Matches
Bradley Locko,fr FRA,DF,21.0,33,33,2959.0,32.9,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,1.6,1.9,83.0,129.0,162.0,0.0,0.09,0.09,0.0,0.09,0.01,0.05,0.06,0.01,0.06,Matches
Marco Bizot,nl NED,GK,32.0,32,32,2876.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lilian Brassier,fr FRA,DF,23.0,30,30,2677.0,29.7,3.0,0.0,3.0,3.0,0.0,0.0,11.0,1.0,1.1,1.1,0.6,1.6,20.0,121.0,5.0,0.1,0.0,0.1,0.1,0.1,0.04,0.02,0.06,0.04,0.06,Matches
Romain Del Castillo,fr FRA,FW,27.0,33,30,2497.0,27.7,8.0,8.0,16.0,5.0,3.0,3.0,4.0,0.0,5.2,2.9,9.9,12.8,101.0,155.0,287.0,0.29,0.29,0.58,0.18,0.47,0.19,0.36,0.55,0.1,0.46,Matches
Hugo Magnetti,fr FRA,MF,25.0,33,30,2340.0,26.0,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,2.4,2.4,1.8,4.3,36.0,101.0,61.0,0.08,0.0,0.08,0.08,0.08,0.09,0.07,0.16,0.09,0.16,Matches
Pierre Lees-Melou,fr FRA,MF,30.0,29,29,2517.0,28.0,4.0,0.0,4.0,4.0,0.0,0.0,12.0,1.0,2.4,2.4,2.4,4.8,51.0,193.0,43.0,0.14,0.0,0.14,0.14,0.14,0.09,0.08,0.17,0.09,0.17,Matches
Mahdi Camara,fr FRA,MF,25.0,32,26,2020.0,22.4,7.0,3.0,10.0,6.0,1.0,1.0,7.0,0.0,4.9,4.1,3.1,7.1,37.0,81.0,129.0,0.31,0.13,0.45,0.27,0.4,0.22,0.14,0.35,0.18,0.32,Matches
Martin Satriano,uy URU,FW,22.0,33,21,1864.0,20.7,4.0,4.0,8.0,4.0,0.0,0.0,4.0,0.0,6.1,6.1,2.9,9.0,28.0,37.0,121.0,0.19,0.19,0.39,0.19,0.39,0.29,0.14,0.43,0.29,0.43,Matches
Steve Mounié,bj BEN,FW,28.0,32,20,1769.0,19.7,6.0,2.0,8.0,6.0,0.0,0.0,2.0,1.0,8.9,8.9,2.1,11.0,22.0,25.0,111.0,0.31,0.1,0.41,0.31,0.41,0.45,0.11,0.56,0.45,0.56,Matches
Jérémy Le Douaron,fr FRA,FW,25.0,33,19,1618.0,18.0,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,6.2,6.2,1.0,7.2,48.0,21.0,130.0,0.22,0.0,0.22,0.22,0.22,0.34,0.06,0.4,0.34,0.4,Matches
Mathias Pereira Lage,pt POR,"FW,MF",26.0,30,12,1187.0,13.2,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,3.5,3.5,1.7,5.2,19.0,23.0,95.0,0.23,0.15,0.38,0.23,0.38,0.27,0.13,0.4,0.27,0.4,Matches
Jonas Martin,fr FRA,MF,33.0,31,9,1208.0,13.4,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.2,1.2,0.9,2.1,28.0,105.0,32.0,0.0,0.07,0.07,0.0,0.07,0.09,0.07,0.15,0.09,0.15,Matches
Kamory Doumbia,ml MLI,MF,20.0,25,7,879.0,9.8,6.0,5.0,11.0,6.0,0.0,0.0,1.0,0.0,4.2,4.2,0.9,5.0,22.0,48.0,43.0,0.61,0.51,1.13,0.61,1.13,0.43,0.09,0.52,0.43,0.52,Matches
