Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Sander Berge,no NOR,MF,25.0,33.4,67,2.01,63,0,3,0,1,0,8,0.24,7,0,1,0,0,0,Matches
Dara O'Shea,ie IRL,DF,24.0,32.1,32,1.0,27,0,0,3,1,1,6,0.19,6,0,0,0,0,0,Matches
James Trafford,eng ENG,GK,20.0,28.0,7,0.25,3,4,0,0,0,0,1,0.04,0,1,0,0,0,0,Matches
Zeki Amdouni,ch SUI,FW,22.0,21.7,50,2.3,30,0,5,7,5,3,4,0.18,1,0,2,0,1,0,Matches
Vitinho,br BRA,"DF,MF",24.0,25.7,44,1.71,33,2,4,3,1,1,6,0.23,5,0,0,0,1,0,Matches
Charlie Taylor,eng ENG,DF,29.0,25.9,34,1.31,30,0,0,2,1,1,2,0.08,1,0,0,1,0,0,Matches
Wilson Odobert,fr FRA,"MF,FW",18.0,23.3,76,3.26,55,0,10,8,3,0,4,0.17,3,0,0,1,0,0,Matches
Josh Brownhill,eng ENG,MF,27.0,25.0,70,2.8,43,19,1,3,3,1,6,0.24,5,1,0,0,0,0,Matches
Josh Cullen,ie IRL,MF,27.0,22.9,66,2.89,56,6,0,1,2,1,8,0.35,6,2,0,0,0,0,Matches
Lyle Foster,za RSA,"FW,MF",22.0,21.1,41,1.95,35,0,2,3,1,0,4,0.19,4,0,0,0,0,0,Matches
Jacob Bruun Larsen,dk DEN,"MF,FW",24.0,13.9,46,3.31,32,11,1,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Maxime Estève,fr FRA,DF,21.0,14.5,8,0.55,6,0,0,0,2,0,1,0.07,1,0,0,0,0,0,Matches
Lorenz Assignon,tg TOG,DF,23.0,13.7,23,1.68,18,3,1,0,1,0,2,0.15,2,0,0,0,0,0,Matches
Jordan Beyer,de GER,DF,23.0,13.7,10,0.73,10,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
Luca Koleosho,it ITA,"MF,FW",18.0,10.8,28,2.59,12,0,11,2,3,0,6,0.56,2,0,3,0,1,0,Matches
Jóhann Berg Guðmundsson,is ISL,"MF,FW",32.0,13.2,50,3.78,28,17,0,2,3,0,5,0.38,3,2,0,0,0,0,Matches
Ameen Al-Dakhil,be BEL,DF,21.0,11.7,8,0.68,5,0,1,2,0,0,1,0.09,1,0,0,0,0,0,Matches
Arijanet Muric,xk KVX,GK,24.0,10.0,6,0.6,5,1,0,0,0,0,1,0.1,1,0,0,0,0,0,Matches
David Datro Fofana,ci CIV,FW,20.0,9.8,18,1.84,8,0,4,4,1,1,2,0.2,0,0,2,0,0,0,Matches
Connor Roberts,wls WAL,DF,27.0,9.1,18,1.97,13,5,0,0,0,0,3,0.33,3,0,0,0,0,0,Matches
Jay Rodriguez,eng ENG,FW,34.0,9.1,13,1.42,7,0,2,4,0,0,1,0.11,1,0,0,0,0,0,Matches
Hannes Delcroix,be BEL,DF,24.0,6.5,7,1.07,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Aaron Ramsey,eng ENG,"MF,FW",20.0,5.9,5,0.85,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Hjalmar Ekdal,se SWE,DF,24.0,4.9,2,0.41,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mike Trésor,be BEL,"FW,MF",24.0,4.7,10,2.14,4,5,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Anass Zaroury,ma MAR,"FW,MF",22.0,1.7,2,1.18,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Benson Manuel,ao ANG,"MF,FW",26.0,1.3,6,4.7,3,0,2,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Nathan Redmond,eng ENG,"FW,MF",29.0,1.6,8,5.07,6,0,1,0,1,0,1,0.63,1,0,0,0,0,0,Matches
Jack Cork,eng ENG,MF,34.0,0.3,1,3.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Michael Obafemi,ie IRL,"FW,MF",23.0,0.2,1,4.29,1,0,0,0,0,0,1,4.29,1,0,0,0,0,0,Matches
Han-Noah Massengo,fr FRA,"MF,DF",22.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,24.5,38.0,757,19.92,549,74,49,45,31,9,74,1.95,55,6,8,2,3,0,0
Opponent Total,0,0,26.3,38.0,1095,28.82,815,89,53,64,49,25,128,3.37,89,7,9,10,8,5,0
