Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
James Trafford,eng ENG,GK,20.0,28.0,62,5,0,10,2,54.1,0.3,-5.9,-0.21,138,606,22.8,1332,162,33.9,31.3,198,78.3,54.2,419,30,7.2,43,1.54,15.0,Matches
Arijanet Muric,xk KVX,GK,24.0,10.0,16,1,0,1,1,21.7,0.26,6.7,0.67,77,219,35.2,547,54,36.4,34.3,33,60.6,45.1,143,20,14.0,31,3.1,17.2,Matches
Squad Total,0,0,24.5,38.0,78,6,0,11,3,75.8,0.29,0.8,0.02,215,825,26.1,1826,216,35.6,0.0,284,61.6,44.7,562,50,8.9,74,1.95,0.0,0
Opponent Total,0,0,26.3,38.0,41,3,0,4,1,36.3,0.24,-3.7,-0.1,218,559,39.0,1156,152,38.0,33.9,261,46.0,36.5,426,18,4.2,39,1.03,16.3,0
