Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Sander Berge,no NOR,MF,25.0,33.4,10,1,1,40,19,2,12,23,46,0,0,0,202,64,48,57.1,Matches
Dara O'Shea,ie IRL,DF,24.0,32.1,5,1,0,36,15,1,11,35,20,0,0,1,140,127,67,65.5,Matches
James Trafford,eng ENG,GK,20.0,28.0,2,0,0,0,5,0,0,1,1,0,0,0,40,14,3,82.4,Matches
Zeki Amdouni,ch SUI,FW,22.0,21.7,2,0,0,22,39,2,8,9,18,1,0,0,79,15,56,21.1,Matches
Vitinho,br BRA,"DF,MF",24.0,25.7,1,0,0,27,28,6,56,12,34,1,2,0,109,19,22,46.3,Matches
Charlie Taylor,eng ENG,DF,29.0,25.9,8,0,0,20,16,2,71,19,20,0,0,0,106,41,38,51.9,Matches
Wilson Odobert,fr FRA,"MF,FW",18.0,23.3,3,0,0,9,19,1,35,6,13,0,0,0,94,8,15,34.8,Matches
Josh Brownhill,eng ENG,MF,27.0,25.0,4,1,0,38,24,2,57,34,35,0,1,0,124,34,33,50.7,Matches
Josh Cullen,ie IRL,MF,27.0,22.9,9,0,0,24,49,0,26,15,29,0,0,0,141,19,24,44.2,Matches
Lyle Foster,za RSA,"FW,MF",22.0,21.1,0,1,0,24,11,14,3,3,10,0,0,0,51,50,106,32.1,Matches
Jacob Bruun Larsen,dk DEN,"MF,FW",24.0,13.9,1,0,0,13,7,11,62,7,4,0,0,0,64,12,28,30.0,Matches
Maxime Estève,fr FRA,DF,21.0,14.5,6,0,0,25,16,0,5,27,10,0,0,0,62,26,22,54.2,Matches
Lorenz Assignon,tg TOG,DF,23.0,13.7,5,1,1,33,16,1,29,19,17,0,2,0,67,13,17,43.3,Matches
Jordan Beyer,de GER,DF,23.0,13.7,6,0,0,11,6,0,0,16,20,0,0,0,57,28,26,51.9,Matches
Luca Koleosho,it ITA,"MF,FW",18.0,10.8,0,0,0,18,13,8,23,2,4,1,0,0,46,2,27,6.9,Matches
Jóhann Berg Guðmundsson,is ISL,"MF,FW",32.0,13.2,2,0,0,9,20,2,70,16,4,0,0,0,56,14,21,40.0,Matches
Ameen Al-Dakhil,be BEL,DF,21.0,11.7,1,0,0,6,4,0,3,12,5,0,1,1,50,14,23,37.8,Matches
Arijanet Muric,xk KVX,GK,24.0,10.0,0,0,0,0,3,0,0,0,1,0,0,1,21,3,0,100.0,Matches
David Datro Fofana,ci CIV,FW,20.0,9.8,1,0,0,17,10,9,3,1,5,0,0,0,22,13,33,28.3,Matches
Connor Roberts,wls WAL,DF,27.0,9.1,5,1,1,5,9,3,10,4,5,0,0,0,40,6,7,46.2,Matches
Jay Rodriguez,eng ENG,FW,34.0,9.1,0,0,0,18,6,7,1,1,9,0,0,0,25,21,38,35.6,Matches
Hannes Delcroix,be BEL,DF,24.0,6.5,2,0,0,6,0,0,5,9,6,0,0,0,29,8,9,47.1,Matches
Aaron Ramsey,eng ENG,"MF,FW",20.0,5.9,1,0,0,7,3,1,2,1,14,0,1,0,24,4,5,44.4,Matches
Hjalmar Ekdal,se SWE,DF,24.0,4.9,2,0,0,8,2,0,0,6,2,0,0,0,26,4,9,30.8,Matches
Mike Trésor,be BEL,"FW,MF",24.0,4.7,0,0,0,0,3,2,32,1,6,0,0,0,28,1,9,10.0,Matches
Anass Zaroury,ma MAR,"FW,MF",22.0,1.7,0,1,0,4,3,0,11,0,0,0,0,0,8,0,1,0.0,Matches
Benson Manuel,ao ANG,"MF,FW",26.0,1.3,0,0,0,1,4,0,9,0,2,0,0,0,6,0,4,0.0,Matches
Nathan Redmond,eng ENG,"FW,MF",29.0,1.6,1,0,0,4,2,2,3,0,1,0,0,0,6,1,1,50.0,Matches
Jack Cork,eng ENG,MF,34.0,0.3,0,0,0,4,1,0,1,1,0,0,0,0,2,0,2,0.0,Matches
Michael Obafemi,ie IRL,"FW,MF",23.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
Han-Noah Massengo,fr FRA,"MF,DF",22.0,0.2,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0.0,Matches
Squad Total,0,0,24.5,38.0,77,7,3,429,353,76,550,280,342,3,7,3,1727,561,696,44.6,0
Opponent Total,0,0,26.3,38.0,84,3,1,369,422,95,700,292,387,7,3,1,1883,696,561,55.4,0
