Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Sander Berge,no NOR,MF,25.0,33.4,1887,133,494,997,414,41,1887,41,20,48.8,16,39.0,1076,6419,3091,64,57,9,23,23,1233,29,Matches
Dara O'Shea,ie IRL,DF,24.0,32.1,2094,306,969,992,142,49,2094,2,1,50.0,1,50.0,1112,5725,3525,32,14,1,11,1,1306,10,Matches
James Trafford,eng ENG,GK,20.0,28.0,1631,1036,1559,72,0,0,1631,2,2,100.0,0,0.0,1009,4620,2156,0,0,0,1,0,932,0,Matches
Zeki Amdouni,ch SUI,FW,22.0,21.7,789,24,94,379,337,68,788,88,29,33.0,47,53.4,468,3229,1654,63,30,20,67,32,513,93,Matches
Vitinho,br BRA,"DF,MF",24.0,25.7,1299,80,363,539,406,51,1299,58,25,43.1,25,43.1,634,3958,2038,59,38,18,34,26,678,110,Matches
Charlie Taylor,eng ENG,DF,29.0,25.9,1542,115,503,679,370,18,1542,17,9,52.9,6,35.3,723,3259,1497,36,18,5,18,10,861,81,Matches
Wilson Odobert,fr FRA,"MF,FW",18.0,23.3,844,26,144,305,416,98,844,110,53,48.2,49,44.5,545,4562,2919,102,56,48,48,30,600,123,Matches
Josh Brownhill,eng ENG,MF,27.0,25.0,1351,71,326,627,410,42,1351,13,7,53.8,6,46.2,551,2278,1018,19,14,3,17,14,702,36,Matches
Josh Cullen,ie IRL,MF,27.0,22.9,1555,65,342,905,321,18,1555,13,3,23.1,5,38.5,848,3351,1691,22,21,2,17,10,1065,22,Matches
Lyle Foster,za RSA,"FW,MF",22.0,21.1,692,41,93,289,321,93,692,39,19,48.7,18,46.2,380,2464,1278,55,31,36,69,33,479,104,Matches
Jacob Bruun Larsen,dk DEN,"MF,FW",24.0,13.9,720,20,97,229,401,89,719,55,20,36.4,31,56.4,398,2539,1351,61,20,33,28,10,449,146,Matches
Maxime Estève,fr FRA,DF,21.0,14.5,979,158,465,463,52,8,979,3,1,33.3,0,0.0,514,2716,1664,15,18,2,5,3,600,3,Matches
Lorenz Assignon,tg TOG,DF,23.0,13.7,670,46,210,270,207,30,670,32,13,40.6,17,53.1,283,1862,1063,38,16,12,27,13,303,57,Matches
Jordan Beyer,de GER,DF,23.0,13.7,1022,159,570,429,26,8,1022,7,4,57.1,2,28.6,624,3314,2089,9,11,0,5,1,678,1,Matches
Luca Koleosho,it ITA,"MF,FW",18.0,10.8,416,5,33,149,240,52,416,78,33,42.3,39,50.0,299,2603,1383,53,37,29,22,14,313,82,Matches
Jóhann Berg Guðmundsson,is ISL,"MF,FW",32.0,13.2,656,25,108,284,268,26,656,16,5,31.3,7,43.8,371,1836,605,13,13,2,20,15,420,69,Matches
Ameen Al-Dakhil,be BEL,DF,21.0,11.7,749,83,355,339,58,10,749,5,3,60.0,2,40.0,491,2471,1351,7,9,0,8,6,495,9,Matches
Arijanet Muric,xk KVX,GK,24.0,10.0,635,361,573,62,0,0,635,0,0,0.0,0,0.0,418,2331,1453,0,0,0,0,0,392,0,Matches
David Datro Fofana,ci CIV,FW,20.0,9.8,307,10,36,130,147,45,307,41,15,36.6,22,53.7,187,1226,527,21,9,11,37,20,222,39,Matches
Connor Roberts,wls WAL,DF,27.0,9.1,557,28,182,259,120,6,557,2,0,0.0,2,100.0,309,1163,620,6,10,0,3,1,358,13,Matches
Jay Rodriguez,eng ENG,FW,34.0,9.1,314,11,48,165,101,24,313,9,6,66.7,3,33.3,152,441,137,2,3,1,20,5,225,28,Matches
Hannes Delcroix,be BEL,DF,24.0,6.5,419,42,175,204,40,4,419,6,3,50.0,2,33.3,241,847,451,2,2,0,5,3,268,6,Matches
Aaron Ramsey,eng ENG,"MF,FW",20.0,5.9,228,15,63,102,65,9,228,10,3,30.0,6,60.0,117,514,168,8,5,4,11,10,142,17,Matches
Hjalmar Ekdal,se SWE,DF,24.0,4.9,268,36,131,124,15,3,268,3,2,66.7,1,33.3,142,885,523,5,4,0,2,1,150,1,Matches
Mike Trésor,be BEL,"FW,MF",24.0,4.7,238,7,48,76,121,6,238,22,11,50.0,11,50.0,136,777,437,15,7,3,9,6,149,31,Matches
Anass Zaroury,ma MAR,"FW,MF",22.0,1.7,87,1,12,39,37,4,87,6,2,33.3,3,50.0,60,362,91,2,2,0,3,2,68,12,Matches
Benson Manuel,ao ANG,"MF,FW",26.0,1.3,82,0,9,25,48,3,82,12,4,33.3,6,50.0,63,515,225,5,7,0,5,4,68,14,Matches
Nathan Redmond,eng ENG,"FW,MF",29.0,1.6,88,3,10,31,50,9,88,6,4,66.7,2,33.3,57,435,291,7,5,1,1,2,67,22,Matches
Jack Cork,eng ENG,MF,34.0,0.3,37,0,4,23,11,1,37,0,0,0.0,0,0.0,24,146,98,4,2,0,0,0,30,1,Matches
Michael Obafemi,ie IRL,"FW,MF",23.0,0.2,9,0,0,3,6,4,9,3,3,100.0,0,0.0,6,32,11,0,0,0,0,1,6,3,Matches
