Player,Nation,Pos,Age,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Jacob Bruun Larsen,dk DEN,"MF,FW",24.0,32,1249.0,39.0,36.5,13.9,16,64.0,0,16,14.0,5,0.69,15.0,23.0,-8.0,-0.58,0.63,19.2,24.3,-5.2,-0.37,0.64,Matches
Maxime Estève,fr FRA,DF,21.0,16,1309.0,82.0,38.3,14.5,15,84.0,12,1,45.0,0,0.75,18.0,28.0,-10.0,-0.69,0.46,19.4,28.7,-9.3,-0.64,0.23,Matches
Lorenz Assignon,tg TOG,DF,23.0,15,1234.0,82.0,36.1,13.7,15,82.0,10,0,0.0,0,0.73,14.0,30.0,-16.0,-1.17,-0.3,17.4,28.7,-11.3,-0.83,-0.07,Matches
Jordan Beyer,de GER,DF,23.0,15,1234.0,82.0,36.1,13.7,15,82.0,10,0,0.0,0,0.73,14.0,23.0,-9.0,-0.66,0.5,10.7,20.5,-9.8,-0.72,0.1,Matches
Luca Koleosho,it ITA,"MF,FW",18.0,15,974.0,65.0,28.5,10.8,13,69.0,0,2,38.0,0,0.47,11.0,23.0,-12.0,-1.11,-0.19,9.0,15.4,-6.5,-0.6,0.26,Matches
Jóhann Berg Guðmundsson,is ISL,"MF,FW",32.0,26,1192.0,46.0,34.9,13.2,12,68.0,1,14,27.0,5,0.5,20.0,25.0,-5.0,-0.38,0.92,14.8,21.0,-6.2,-0.47,0.48,Matches
Ameen Al-Dakhil,be BEL,DF,21.0,13,1056.0,81.0,30.9,11.7,12,86.0,11,1,21.0,2,0.38,10.0,26.0,-16.0,-1.36,-0.56,10.8,20.3,-9.5,-0.81,-0.04,Matches
Arijanet Muric,xk KVX,GK,24.0,10,900.0,90.0,26.3,10.0,10,90.0,10,0,0.0,25,1.0,14.0,16.0,-2.0,-0.2,1.05,15.0,21.0,-5.9,-0.59,0.26,Matches
David Datro Fofana,ci CIV,FW,20.0,15,879.0,59.0,25.7,9.8,10,80.0,5,5,15.0,1,0.73,10.0,18.0,-8.0,-0.82,0.21,13.7,17.2,-3.5,-0.36,0.57,Matches
Connor Roberts,wls WAL,DF,27.0,14,823.0,59.0,24.1,9.1,8,88.0,6,6,20.0,5,0.64,7.0,22.0,-15.0,-1.64,-0.88,8.4,19.0,-10.7,-1.17,-0.5,Matches
Jay Rodriguez,eng ENG,FW,34.0,21,822.0,39.0,24.0,9.1,7,80.0,4,14,19.0,14,0.62,11.0,18.0,-7.0,-0.77,0.27,9.3,13.4,-4.1,-0.45,0.44,Matches
Hannes Delcroix,be BEL,DF,24.0,12,589.0,49.0,17.2,6.5,5,86.0,4,7,23.0,10,0.67,6.0,25.0,-19.0,-2.9,-2.33,6.3,16.1,-9.8,-1.5,-0.87,Matches
Aaron Ramsey,eng ENG,"MF,FW",20.0,14,527.0,38.0,15.4,5.9,5,68.0,0,9,21.0,3,0.36,4.0,17.0,-13.0,-2.22,-1.47,5.4,11.5,-6.1,-1.04,-0.31,Matches
Hjalmar Ekdal,se SWE,DF,24.0,8,437.0,55.0,12.8,4.9,5,75.0,0,3,21.0,12,0.88,2.0,8.0,-6.0,-1.24,-0.3,5.1,7.7,-2.6,-0.54,0.28,Matches
Mike Trésor,be BEL,"FW,MF",24.0,16,420.0,26.0,12.3,4.7,3,62.0,0,13,18.0,9,0.63,4.0,10.0,-6.0,-1.29,-0.36,3.6,10.0,-6.4,-1.37,-0.67,Matches
Anass Zaroury,ma MAR,"FW,MF",22.0,6,152.0,25.0,4.4,1.7,1,67.0,0,5,17.0,7,0.17,2.0,4.0,-2.0,-1.18,-0.22,1.8,2.8,-1.1,-0.64,0.15,Matches
Benson Manuel,ao ANG,"MF,FW",26.0,8,116.0,15.0,3.4,1.3,1,45.0,0,7,10.0,13,0.13,0.0,5.0,-5.0,-3.88,-3.01,0.5,4.3,-3.8,-3.0,-2.29,Matches
Nathan Redmond,eng ENG,"FW,MF",29.0,12,142.0,12.0,4.2,1.6,0,0.0,0,12,12.0,3,0.58,2.0,5.0,-3.0,-1.9,-0.97,2.7,3.8,-1.1,-0.68,0.1,Matches
Jack Cork,eng ENG,MF,34.0,4,27.0,7.0,0.8,0.3,0,0.0,0,4,7.0,18,0.25,1.0,0.0,1.0,3.33,4.34,0.7,0.1,0.6,1.89,2.69,Matches
Michael Obafemi,ie IRL,"FW,MF",23.0,2,20.0,10.0,0.6,0.2,0,0.0,0,2,10.0,4,1.5,1.0,0.0,1.0,4.5,5.51,0.4,0.0,0.4,1.78,2.58,Matches
Han-Noah Massengo,fr FRA,"MF,DF",22.0,3,16.0,5.0,0.5,0.2,0,0.0,0,3,5.0,5,0.33,2.0,0.0,2.0,11.25,12.28,1.1,0.7,0.4,2.43,3.23,Matches
CJ Egan-Riley,eng ENG,DF,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lawrence Vigouroux,cl CHI,GK,29.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,24.5,38,3420.0,90.0,100.0,38.0,418,82.0,255,162,19.0,180,0.63,41.0,78.0,-37.0,-0.97,0.0,40.6,70.4,-29.7,-0.78,0.0,0
Opponent Total,0,0,26.3,38,3420.0,90.0,100.0,38.0,418,82.0,273,145,18.0,195,2.13,78.0,41.0,37.0,0.97,0.0,70.4,40.6,29.7,0.78,0.0,0
