Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Lucas Arcanjo,br BRA,GK,25-317,9,9,810,9.0,15,1.67,43,28,65.1,1,3,5,1,11.1,0,0,0,0,0.0,Matches
Squad Total,0,0,27.8,9,9,810,9.0,15,1.67,43,28,65.1,1,3,5,1,11.1,0,0,0,0,0.0,0
Opponent Total,0,0,28.3,9,9,810,9.0,8,0.89,38,31,81.6,5,3,1,3,33.3,1,1,0,0,0.0,0
