Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Lucas Arcanjo,br BRA,GK,25-317,9.0,233,154,78,12,0,2,0,0,0,0,0,0,153,1,0,Matches
Matheusinho,br BRA,"MF,FW",26-246,7.6,230,202,26,10,0,1,29,2,14,8,5,0,181,2,4,Matches
Willian,br BRA,MF,31-035,7.6,255,250,5,4,0,0,1,1,0,0,0,0,218,0,1,Matches
Wagner,br BRA,DF,24-333,7.1,336,309,26,24,0,4,0,2,0,0,0,0,283,1,5,Matches
Alerrandro,br BRA,FW,24-160,5.8,114,97,17,1,0,0,2,1,0,0,0,0,78,0,5,Matches
Osvaldo,br BRA,"MF,FW",37-070,4.5,117,111,6,2,0,0,13,2,1,1,0,0,78,0,7,Matches
Lucas Esteves,br BRA,DF,23-362,6.8,358,291,67,6,0,2,26,59,2,0,2,0,272,0,16,Matches
Willean Lepo,br BRA,DF,27-156,4.8,229,176,51,3,0,0,18,47,1,0,1,0,172,2,8,Matches
Camutanga,br BRA,DF,30-267,5.0,194,172,22,20,0,0,0,2,0,0,0,0,163,0,3,Matches
Luan Silva,br BRA,MF,25-037,3.5,135,130,5,5,0,1,1,0,0,0,0,0,122,0,1,Matches
Zeca,br BRA,DF,30-035,4.3,228,185,43,7,0,1,18,36,0,0,0,0,170,0,8,Matches
Bruno Uvini,br BRA,DF,33-017,3.7,152,142,9,9,0,1,0,0,0,0,0,0,128,1,0,Matches
Dudu,br BRA,MF,25-015,3.3,171,162,9,6,0,0,2,3,0,0,0,0,132,0,4,Matches
Janderson,br BRA,"MF,FW",25-045,3.3,99,91,8,0,0,0,4,6,0,0,0,0,64,0,4,Matches
Rodrigo Andrade,br BRA,"MF,FW",27-016,2.6,103,100,1,1,0,0,0,0,0,0,0,0,91,2,1,Matches
Patric Calmon PK,br BRA,DF,29-351,2.3,119,86,33,4,0,1,13,29,0,0,0,0,85,0,3,Matches
Léo Naldi,br BRA,MF,22-307,2.6,102,99,2,2,0,1,3,0,0,0,0,0,81,1,3,Matches
Caio Vinícius,br BRA,MF,25-161,1.6,50,49,1,1,0,0,1,0,0,0,0,0,44,0,0,Matches
Mateus Gonçalves Martins,br BRA,"MF,FW",29-266,2.3,59,53,6,0,0,1,6,4,2,1,0,0,46,0,1,Matches
Reynaldo Cesar Moraes,br BRA,DF,27-169,2.2,63,59,4,4,0,0,0,0,0,0,0,0,53,0,3,Matches
Daniel Jr,br BRA,"FW,MF",22-042,0.8,46,39,7,4,0,0,2,0,2,1,0,0,40,0,1,Matches
Luiz Adriano,br BRA,FW,37-069,1.6,31,28,3,0,0,0,0,0,0,0,0,0,25,0,0,Matches
Iury de Castilho,br BRA,"FW,MF",28-288,1.3,29,27,2,0,0,0,1,1,0,0,0,0,25,0,2,Matches
Jean Mota,br BRA,MF,30-249,1.2,95,82,12,6,0,0,14,0,6,2,3,0,73,1,1,Matches
Erick Castillo,ec ECU,"MF,DF",29-136,1.2,24,22,1,0,0,0,3,0,1,0,1,0,17,1,1,Matches
José Hugo,br BRA,"MF,DF",24-247,1.2,33,30,2,0,0,0,5,1,1,0,0,0,22,1,2,Matches
Léo Gamalho,br BRA,FW,38-142,0.2,10,9,1,0,0,0,0,0,0,0,0,0,10,0,0,Matches
Squad Total,0,0,27.8,9.0,3615,3155,447,131,0,15,162,196,30,13,12,0,2826,13,84,0
Opponent Total,0,0,28.3,9.0,4915,4516,386,94,3,28,193,170,53,23,22,0,4125,13,77,0
