Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Lucas Arcanjo,br BRA,GK,25-317,9.0,1,0,0,0,1,0,0,0,0,0,0,0,5,1,0,100.0,Matches
Matheusinho,br BRA,"MF,FW",26-246,7.6,1,0,0,9,18,1,29,10,8,0,0,0,33,3,12,20.0,Matches
Willian,br BRA,MF,31-035,7.6,1,0,0,9,15,0,1,6,6,1,0,0,28,8,11,42.1,Matches
Wagner,br BRA,DF,24-333,7.1,1,1,0,5,1,0,0,8,3,0,0,0,42,15,12,55.6,Matches
Alerrandro,br BRA,FW,24-160,5.8,1,0,0,5,11,2,2,4,2,0,0,0,20,11,20,35.5,Matches
Osvaldo,br BRA,"MF,FW",37-070,4.5,0,0,0,4,8,1,13,4,4,0,0,0,22,1,2,33.3,Matches
Lucas Esteves,br BRA,DF,23-362,6.8,2,0,0,5,5,2,26,5,8,0,0,0,22,10,7,58.8,Matches
Willean Lepo,br BRA,DF,27-156,4.8,3,0,0,6,8,2,18,10,16,0,0,0,26,9,8,52.9,Matches
Camutanga,br BRA,DF,30-267,5.0,1,1,0,3,2,0,0,2,5,0,0,0,14,12,9,57.1,Matches
Luan Silva,br BRA,MF,25-037,3.5,0,0,0,6,1,0,1,8,2,0,0,0,16,4,0,100.0,Matches
Zeca,br BRA,DF,30-035,4.3,1,0,0,1,3,2,18,3,5,0,0,0,21,0,4,0.0,Matches
Bruno Uvini,br BRA,DF,33-017,3.7,1,0,0,1,0,0,0,6,1,0,0,0,6,14,0,100.0,Matches
Dudu,br BRA,MF,25-015,3.3,3,1,1,5,5,0,2,2,6,0,0,0,31,1,3,25.0,Matches
Janderson,br BRA,"MF,FW",25-045,3.3,0,0,0,5,6,0,4,0,2,0,0,0,18,7,10,41.2,Matches
Rodrigo Andrade,br BRA,"MF,FW",27-016,2.6,0,0,0,4,3,0,0,0,3,0,0,0,15,0,3,0.0,Matches
Patric Calmon PK,br BRA,DF,29-351,2.3,0,1,0,1,1,0,13,8,1,0,0,0,8,4,2,66.7,Matches
Léo Naldi,br BRA,MF,22-307,2.6,2,0,0,2,5,0,3,2,9,0,0,0,10,7,6,53.8,Matches
Caio Vinícius,br BRA,MF,25-161,1.6,2,0,0,2,2,0,1,0,2,0,0,0,7,2,2,50.0,Matches
Mateus Gonçalves Martins,br BRA,"MF,FW",29-266,2.3,0,0,0,1,3,0,6,0,1,0,0,0,11,1,3,25.0,Matches
Reynaldo Cesar Moraes,br BRA,DF,27-169,2.2,0,0,0,2,0,0,0,0,2,0,0,0,7,1,2,33.3,Matches
Daniel Jr,br BRA,"FW,MF",22-042,0.8,0,0,0,0,5,0,2,0,1,0,0,0,7,1,0,100.0,Matches
Luiz Adriano,br BRA,FW,37-069,1.6,1,0,0,4,3,2,0,0,0,0,0,0,2,5,11,31.3,Matches
Iury de Castilho,br BRA,"FW,MF",28-288,1.3,1,0,0,6,8,1,1,0,0,0,0,0,5,1,7,12.5,Matches
Jean Mota,br BRA,MF,30-249,1.2,0,0,0,0,1,0,14,0,1,0,0,0,10,1,2,33.3,Matches
Erick Castillo,ec ECU,"MF,DF",29-136,1.2,0,0,0,0,1,0,3,0,0,0,0,0,2,2,3,40.0,Matches
José Hugo,br BRA,"MF,DF",24-247,1.2,0,0,0,1,3,0,5,1,4,0,0,0,8,1,4,20.0,Matches
Léo Gamalho,br BRA,FW,38-142,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,Matches
Squad Total,0,0,27.8,9.0,22,4,1,87,119,13,162,79,92,1,0,0,396,122,145,45.7,0
Opponent Total,0,0,28.3,9.0,32,0,0,125,81,13,193,69,129,0,1,1,399,145,122,54.3,0
