Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Pau López,es ESP,GK,28.0,32.7,10,0.31,9,1,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Pierre-Emerick Aubameyang,ga GAB,FW,34.0,29.1,75,2.57,45,0,6,18,5,1,14,0.48,8,0,1,5,0,0,Matches
Leonardo Balerdi,ar ARG,DF,24.0,25.2,27,1.07,24,1,1,0,1,0,3,0.12,2,0,0,0,1,0,Matches
Chancel Mbemba,cd COD,DF,28.0,24.5,20,0.82,17,0,1,2,0,0,2,0.08,2,0,0,0,0,0,Matches
Jonathan Clauss,fr FRA,DF,30.0,23.0,76,3.31,53,16,1,3,2,1,5,0.22,4,1,0,0,0,0,Matches
Jordan Veretout,fr FRA,MF,30.0,24.3,94,3.88,69,19,2,3,1,0,12,0.49,10,1,0,1,0,0,Matches
Amine Harit,ma MAR,"MF,FW",26.0,20.2,90,4.45,66,5,9,2,7,1,7,0.35,7,0,0,0,0,0,Matches
Samuel Gigot,fr FRA,DF,29.0,19.2,27,1.41,17,3,1,5,1,0,4,0.21,1,0,0,3,0,0,Matches
Iliman Ndiaye,sn SEN,"FW,MF",23.0,18.0,61,3.39,43,1,8,4,5,0,9,0.5,5,0,0,1,3,0,Matches
Geoffrey Kondogbia,cf CTA,MF,30.0,16.3,27,1.66,21,0,0,1,4,1,3,0.18,3,0,0,0,0,0,Matches
Ismaila Sarr,sn SEN,"FW,MF",25.0,16.1,40,2.49,30,0,2,3,5,0,5,0.31,5,0,0,0,0,0,Matches
Azzedine Ounahi,ma MAR,MF,23.0,13.4,44,3.28,40,1,0,1,2,0,3,0.22,2,1,0,0,0,0,Matches
Renan Lodi,br BRA,DF,25.0,13.7,27,1.97,18,8,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Michael Amir Murillo,pa PAN,DF,27.0,11.1,15,1.35,9,1,1,0,2,2,3,0.27,3,0,0,0,0,0,Matches
Vitinha,pt POR,FW,23.0,10.3,37,3.61,23,0,5,3,4,2,6,0.59,3,0,1,2,0,0,Matches
Ulisses Garcia,ch SUI,DF,27.0,10.1,18,1.79,12,3,3,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Valentin Rongier,fr FRA,MF,28.0,9.5,28,2.96,25,0,2,0,0,1,1,0.11,1,0,0,0,0,0,Matches
Pape Gueye,sn SEN,"MF,DF",24.0,8.5,19,2.24,16,0,0,1,2,0,2,0.24,2,0,0,0,0,0,Matches
Luis Henrique,br BRA,"FW,DF",21.0,8.7,29,3.33,27,0,2,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Quentin Merlin,fr FRA,DF,21.0,7.8,23,2.95,13,7,1,2,0,0,2,0.26,2,0,0,0,0,0,Matches
Bamo Meïté,ci CIV,DF,21.0,7.1,6,0.85,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Joaquín Correa,ar ARG,"FW,MF",28.0,4.8,12,2.51,9,0,2,0,1,0,1,0.21,1,0,0,0,0,0,Matches
Jean Onana,cm CMR,MF,23.0,6.3,10,1.59,9,0,0,1,0,0,1,0.16,1,0,0,0,0,0,Matches
Faris Pemi Moumbagna,cm CMR,FW,23.0,6.1,15,2.47,11,0,0,2,2,0,2,0.33,1,0,0,0,1,0,Matches
François Mughe,cm CMR,"MF,DF",19.0,2.0,13,6.65,7,1,1,0,4,0,1,0.51,1,0,0,0,0,0,Matches
Rubén Blanco,es ESP,GK,28.0,1.3,1,0.74,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Bilal Nadir,fr FRA,"MF,FW",19.0,1.3,3,2.37,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Emran Soglo,eng ENG,"MF,DF",18.0,1.2,2,1.62,2,0,0,0,0,0,1,0.81,1,0,0,0,0,0,Matches
Raimane Daou,km COM,"DF,MF",18.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mattéo Guendouzi,fr FRA,MF,24.0,0.2,2,9.47,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Sofiane Sidi Ali,fr FRA,MF,28.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Keyliane Abdallah,fr FRA,FW,17.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Noam Mayoka-Tika,be BEL,MF,19.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,27.3,34.0,851,25.03,626,68,48,51,49,9,88,2.59,66,3,2,12,5,0,0
Opponent Total,0,0,25.9,34.0,649,19.09,467,52,40,39,33,18,70,2.06,44,8,3,8,6,1,0
