Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Pau López,es ESP,GK,28.0,32.7,1,0,0,0,12,0,0,0,0,0,0,0,38,3,0,100.0,Matches
Pierre-Emerick Aubameyang,ga GAB,FW,34.0,29.1,4,0,0,9,20,21,42,9,14,0,0,0,67,26,39,40.0,Matches
Leonardo Balerdi,ar ARG,DF,24.0,25.2,6,1,1,25,23,1,2,51,50,1,0,0,167,57,36,61.3,Matches
Chancel Mbemba,cd COD,DF,28.0,24.5,1,0,0,21,9,2,15,13,21,0,0,1,102,40,32,55.6,Matches
Jonathan Clauss,fr FRA,DF,30.0,23.0,2,1,0,11,16,3,159,36,20,0,0,0,125,12,19,38.7,Matches
Jordan Veretout,fr FRA,MF,30.0,24.3,4,0,0,22,14,1,114,13,22,0,0,0,151,9,19,32.1,Matches
Amine Harit,ma MAR,"MF,FW",26.0,20.2,5,0,0,19,51,1,39,12,16,0,0,0,121,4,16,20.0,Matches
Samuel Gigot,fr FRA,DF,29.0,19.2,7,1,0,21,14,1,6,25,22,0,1,0,80,47,16,74.6,Matches
Iliman Ndiaye,sn SEN,"FW,MF",23.0,18.0,0,1,0,22,26,4,18,6,18,2,1,0,106,7,11,38.9,Matches
Geoffrey Kondogbia,cf CTA,MF,30.0,16.3,3,0,0,25,29,2,2,30,31,0,0,0,114,17,7,70.8,Matches
Ismaila Sarr,sn SEN,"FW,MF",25.0,16.1,1,0,0,16,42,7,38,13,8,0,0,0,68,22,29,43.1,Matches
Azzedine Ounahi,ma MAR,MF,23.0,13.4,3,0,0,15,24,1,22,11,11,0,0,0,66,3,11,21.4,Matches
Renan Lodi,br BRA,DF,25.0,13.7,6,0,0,27,17,1,70,16,16,0,0,0,68,7,11,38.9,Matches
Michael Amir Murillo,pa PAN,DF,27.0,11.1,3,0,0,10,10,6,16,11,11,0,0,0,60,15,11,57.7,Matches
Vitinha,pt POR,FW,23.0,10.3,1,0,0,16,24,6,18,5,8,0,0,0,35,12,29,29.3,Matches
Ulisses Garcia,ch SUI,DF,27.0,10.1,0,0,0,15,11,0,49,7,16,0,0,0,45,17,10,63.0,Matches
Valentin Rongier,fr FRA,MF,28.0,9.5,2,0,0,13,6,0,3,15,12,0,0,0,55,9,6,60.0,Matches
Pape Gueye,sn SEN,"MF,DF",24.0,8.5,2,0,0,20,18,1,9,13,21,0,0,0,52,15,9,62.5,Matches
Luis Henrique,br BRA,"FW,DF",21.0,8.7,0,0,0,1,2,6,27,8,7,0,0,0,58,0,0,0.0,Matches
Quentin Merlin,fr FRA,DF,21.0,7.8,1,0,0,10,15,0,40,6,12,0,0,0,38,2,10,16.7,Matches
Bamo Meïté,ci CIV,DF,21.0,7.1,1,0,0,10,6,0,4,11,10,0,1,0,37,22,9,71.0,Matches
Joaquín Correa,ar ARG,"FW,MF",28.0,4.8,2,0,0,6,5,0,1,1,5,0,0,0,18,5,6,45.5,Matches
Jean Onana,cm CMR,MF,23.0,6.3,1,0,0,15,8,0,2,11,14,0,0,0,38,11,6,64.7,Matches
Faris Pemi Moumbagna,cm CMR,FW,23.0,6.1,2,1,1,12,11,4,4,3,1,1,0,0,17,7,16,30.4,Matches
François Mughe,cm CMR,"MF,DF",19.0,2.0,1,0,0,3,8,0,7,1,0,0,0,0,7,2,1,66.7,Matches
Rubén Blanco,es ESP,GK,28.0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Bilal Nadir,fr FRA,"MF,FW",19.0,1.3,1,0,0,4,2,0,0,2,3,0,0,0,7,0,2,0.0,Matches
Emran Soglo,eng ENG,"MF,DF",18.0,1.2,1,0,0,2,2,1,5,1,1,0,0,0,7,0,1,0.0,Matches
Raimane Daou,km COM,"DF,MF",18.0,0.3,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0.0,Matches
Mattéo Guendouzi,fr FRA,MF,24.0,0.2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0.0,Matches
Sofiane Sidi Ali,fr FRA,MF,28.0,0.2,0,0,0,1,0,0,0,2,0,0,0,0,2,0,1,0.0,Matches
Keyliane Abdallah,fr FRA,FW,17.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
Noam Mayoka-Tika,be BEL,MF,19.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Squad Total,0,0,27.3,34.0,61,5,2,374,426,69,713,332,371,4,3,1,1753,372,365,50.5,0
Opponent Total,0,0,25.9,34.0,82,8,2,441,359,39,553,381,325,3,4,2,1655,365,372,49.5,0
