Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Pau López,es ESP,GK,28.0,32.7,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,10,1,Matches
Pierre-Emerick Aubameyang,ga GAB,FW,34.0,29.1,22,14,4,11,7,7,26,26.9,19,30,5,25,9,31,26,0,Matches
Leonardo Balerdi,ar ARG,DF,24.0,25.2,79,50,55,23,1,49,67,73.1,18,38,15,23,51,130,91,0,Matches
Chancel Mbemba,cd COD,DF,28.0,24.5,33,21,25,7,1,17,30,56.7,13,21,13,8,13,46,95,1,Matches
Jonathan Clauss,fr FRA,DF,30.0,23.0,47,20,22,19,6,26,49,53.1,23,17,3,14,36,83,46,0,Matches
Jordan Veretout,fr FRA,MF,30.0,24.3,38,22,19,13,6,18,39,46.2,21,20,4,16,13,51,25,0,Matches
Amine Harit,ma MAR,"MF,FW",26.0,20.2,28,16,8,17,3,13,37,35.1,24,31,4,27,12,40,4,0,Matches
Samuel Gigot,fr FRA,DF,29.0,19.2,33,22,16,13,4,13,19,68.4,6,28,18,10,25,58,93,1,Matches
Iliman Ndiaye,sn SEN,"FW,MF",23.0,18.0,21,18,5,11,5,11,29,37.9,18,14,2,12,6,27,6,0,Matches
Geoffrey Kondogbia,cf CTA,MF,30.0,16.3,48,31,18,25,5,13,32,40.6,19,21,4,17,30,78,25,0,Matches
Ismaila Sarr,sn SEN,"FW,MF",25.0,16.1,14,8,2,10,2,6,17,35.3,11,21,6,15,13,27,11,0,Matches
Azzedine Ounahi,ma MAR,MF,23.0,13.4,25,11,9,14,2,11,32,34.4,21,6,1,5,11,36,8,0,Matches
Renan Lodi,br BRA,DF,25.0,13.7,24,16,8,13,3,13,21,61.9,8,7,2,5,16,40,35,0,Matches
Michael Amir Murillo,pa PAN,DF,27.0,11.1,23,11,13,6,4,15,23,65.2,8,9,2,7,11,34,34,2,Matches
Vitinha,pt POR,FW,23.0,10.3,14,8,3,5,6,3,12,25.0,9,11,2,9,5,19,8,0,Matches
Ulisses Garcia,ch SUI,DF,27.0,10.1,21,16,6,13,2,13,20,65.0,7,8,3,5,7,28,13,2,Matches
Valentin Rongier,fr FRA,MF,28.0,9.5,23,12,9,12,2,14,26,53.8,12,16,4,12,15,38,18,0,Matches
Pape Gueye,sn SEN,"MF,DF",24.0,8.5,33,21,11,19,3,13,19,68.4,6,17,3,14,13,46,12,0,Matches
Luis Henrique,br BRA,"FW,DF",21.0,8.7,8,7,4,1,3,4,7,57.1,3,9,0,9,8,16,3,0,Matches
Quentin Merlin,fr FRA,DF,21.0,7.8,13,12,7,5,1,8,20,40.0,12,4,0,4,6,19,14,0,Matches
Bamo Meïté,ci CIV,DF,21.0,7.1,16,10,13,3,0,8,12,66.7,4,11,5,6,11,27,35,0,Matches
Joaquín Correa,ar ARG,"FW,MF",28.0,4.8,7,5,4,2,1,0,8,0.0,8,2,0,2,1,8,1,0,Matches
Jean Onana,cm CMR,MF,23.0,6.3,23,14,6,14,3,13,25,52.0,12,10,2,8,11,34,11,1,Matches
Faris Pemi Moumbagna,cm CMR,FW,23.0,6.1,2,1,0,2,0,0,3,0.0,3,4,0,4,3,5,1,0,Matches
François Mughe,cm CMR,"MF,DF",19.0,2.0,0,0,0,0,0,0,3,0.0,3,2,0,2,1,1,1,0,Matches
Rubén Blanco,es ESP,GK,28.0,1.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Bilal Nadir,fr FRA,"MF,FW",19.0,1.3,4,3,2,2,0,1,2,50.0,1,0,0,0,2,6,2,0,Matches
Emran Soglo,eng ENG,"MF,DF",18.0,1.2,2,1,0,2,0,1,3,33.3,2,6,0,6,1,3,3,0,Matches
Raimane Daou,km COM,"DF,MF",18.0,0.3,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,2,0,Matches
Mattéo Guendouzi,fr FRA,MF,24.0,0.2,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,Matches
Sofiane Sidi Ali,fr FRA,MF,28.0,0.2,2,0,0,2,0,1,2,50.0,1,1,0,1,2,4,0,0,Matches
Keyliane Abdallah,fr FRA,FW,17.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Noam Mayoka-Tika,be BEL,MF,19.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,27.3,34.0,604,371,270,264,70,292,587,49.7,295,365,99,266,332,936,633,8,0
Opponent Total,0,0,25.9,34.0,547,325,261,213,73,244,504,48.4,260,370,112,258,381,928,773,6,0
