Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Pau López,es ESP,GK,28.0,32.7,1195,964,229,80,0,0,0,0,0,0,0,0,924,2,1,Matches
Pierre-Emerick Aubameyang,ga GAB,FW,34.0,29.1,660,608,48,1,3,0,42,4,0,0,0,0,444,4,27,Matches
Leonardo Balerdi,ar ARG,DF,24.0,25.2,1628,1560,64,51,0,14,2,4,1,0,0,0,1402,4,12,Matches
Chancel Mbemba,cd COD,DF,28.0,24.5,1398,1325,71,36,0,2,15,18,0,0,0,0,1222,2,8,Matches
Jonathan Clauss,fr FRA,DF,30.0,23.0,1526,1227,290,36,1,4,159,201,53,0,48,0,1153,9,39,Matches
Jordan Veretout,fr FRA,MF,30.0,24.3,1341,1207,128,45,6,8,114,9,72,29,28,0,1049,6,25,Matches
Amine Harit,ma MAR,"MF,FW",26.0,20.2,966,904,55,12,9,0,39,14,25,10,7,0,815,7,15,Matches
Samuel Gigot,fr FRA,DF,29.0,19.2,964,882,81,42,2,0,6,5,0,0,0,0,846,1,7,Matches
Iliman Ndiaye,sn SEN,"FW,MF",23.0,18.0,562,554,7,1,2,0,18,1,0,0,0,0,465,1,20,Matches
Geoffrey Kondogbia,cf CTA,MF,30.0,16.3,952,935,11,9,2,10,2,1,1,0,0,0,832,6,7,Matches
Ismaila Sarr,sn SEN,"FW,MF",25.0,16.1,483,476,6,0,0,3,38,4,0,0,0,0,366,1,14,Matches
Azzedine Ounahi,ma MAR,MF,23.0,13.4,817,799,15,10,3,2,22,3,1,1,0,0,722,3,15,Matches
Renan Lodi,br BRA,DF,25.0,13.7,748,603,141,32,0,2,70,94,15,1,14,0,579,4,18,Matches
Michael Amir Murillo,pa PAN,DF,27.0,11.1,602,517,84,13,0,1,16,71,0,0,0,0,492,1,10,Matches
Vitinha,pt POR,FW,23.0,10.3,217,199,16,1,0,0,18,5,1,0,0,0,159,2,14,Matches
Ulisses Garcia,ch SUI,DF,27.0,10.1,570,461,109,11,0,1,49,91,7,0,7,0,449,0,13,Matches
Valentin Rongier,fr FRA,MF,28.0,9.5,577,557,19,17,8,7,3,2,0,0,0,0,504,1,6,Matches
Pape Gueye,sn SEN,"MF,DF",24.0,8.5,487,475,11,10,0,1,9,1,0,0,0,0,396,1,10,Matches
Luis Henrique,br BRA,"FW,DF",21.0,8.7,387,369,13,1,0,4,27,11,0,0,0,0,300,5,6,Matches
Quentin Merlin,fr FRA,DF,21.0,7.8,465,379,84,18,1,1,40,59,7,1,6,0,360,2,11,Matches
Bamo Meïté,ci CIV,DF,21.0,7.1,507,473,34,10,0,0,4,20,0,0,0,0,462,0,6,Matches
Joaquín Correa,ar ARG,"FW,MF",28.0,4.8,167,163,3,1,1,0,1,2,0,0,0,0,131,1,10,Matches
Jean Onana,cm CMR,MF,23.0,6.3,458,446,8,8,1,3,2,0,0,0,0,0,398,4,6,Matches
Faris Pemi Moumbagna,cm CMR,FW,23.0,6.1,107,99,6,0,0,0,4,0,0,0,0,0,74,2,2,Matches
François Mughe,cm CMR,"MF,DF",19.0,2.0,45,41,4,0,0,0,7,4,0,0,0,0,29,0,5,Matches
Rubén Blanco,es ESP,GK,28.0,1.3,51,36,15,5,0,0,0,0,0,0,0,0,43,0,0,Matches
Bilal Nadir,fr FRA,"MF,FW",19.0,1.3,47,46,1,0,0,0,0,1,0,0,0,0,41,0,3,Matches
Emran Soglo,eng ENG,"MF,DF",18.0,1.2,39,38,1,0,0,0,5,1,0,0,0,0,31,0,1,Matches
Raimane Daou,km COM,"DF,MF",18.0,0.3,13,13,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
Mattéo Guendouzi,fr FRA,MF,24.0,0.2,12,10,2,1,0,0,1,0,1,0,0,0,9,0,1,Matches
Sofiane Sidi Ali,fr FRA,MF,28.0,0.2,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Keyliane Abdallah,fr FRA,FW,17.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Noam Mayoka-Tika,be BEL,MF,19.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Squad Total,0,0,27.3,34.0,18000,16375,1556,451,39,63,713,626,184,42,110,0,14716,69,312,0
Opponent Total,0,0,25.9,34.0,15560,13985,1536,429,23,97,553,562,162,73,70,0,12519,39,310,0
