Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Pau López,es ESP,GK,28.0,33,33,2939,32.7,39,1.19,124,86,71.0,13,11,9,7,21.2,3,3,0,0,0.0,Matches
Rubén Blanco,es ESP,GK,28.0,2,1,121,1.3,2,1.49,6,4,66.7,0,0,1,0,0.0,0,0,0,0,0.0,Matches
Squad Total,0,0,27.3,34,34,3060,34.0,41,1.21,130,90,70.8,13,11,10,7,20.6,3,3,0,0,0.0,0
Opponent Total,0,0,25.9,34,34,3060,34.0,52,1.53,156,106,69.2,10,11,13,10,29.4,4,4,0,0,0.0,0
