Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Eloy Room,cw CUW,GK,34.0,34.0,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,8,2,Matches
Ramon Hendriks,nl NED,DF,22.0,29.4,48,27,28,18,2,21,28,75.0,7,50,36,14,36,84,106,2,Matches
Kacper Kozłowski,pl POL,"MF,FW",19.0,22.7,39,24,15,12,12,9,25,36.0,16,19,3,16,13,52,17,0,Matches
Melle Meulensteen,nl NED,MF,24.0,22.7,35,17,15,13,7,17,34,50.0,17,38,14,24,31,66,44,1,Matches
Carlens Arcus,ht HAI,DF,27.0,24.2,60,39,37,16,7,33,62,53.2,29,22,3,19,47,107,60,1,Matches
Nicolas Isimat-Mirin,fr FRA,DF,31.0,24.2,40,25,28,12,0,16,30,53.3,14,45,21,24,27,67,116,0,Matches
Marco van Ginkel,nl NED,"MF,FW",30.0,21.8,13,8,5,3,5,4,11,36.4,7,15,5,10,4,17,38,0,Matches
Alois Oroz,hr CRO,DF,22.0,21.0,34,22,27,5,2,14,40,35.0,26,32,12,20,30,64,78,1,Matches
Michael Pinto,lu LUX,DF,30.0,20.2,37,27,16,18,3,21,34,61.8,13,18,6,12,12,49,38,1,Matches
Amine Boutrah,fr FRA,FW,22.0,20.2,16,11,7,6,3,6,25,24.0,19,24,3,21,15,31,7,1,Matches
Mathijs Tielemans,nl NED,MF,21.0,18.6,27,21,13,11,3,10,24,41.7,14,23,3,20,27,54,10,0,Matches
Million Manhoef,nl NED,FW,21.0,16.2,27,12,17,8,2,8,16,50.0,8,9,0,9,2,29,5,0,Matches
Paxten Aaronson,us USA,MF,19.0,13.9,44,25,22,16,6,18,30,60.0,12,21,3,18,9,53,9,0,Matches
Gyan de Regt,nl NED,"FW,MF",20.0,13.2,18,14,7,7,4,11,31,35.5,20,12,1,11,6,24,6,1,Matches
Enzo Cornelisse,nl NED,"DF,MF",20.0,17.1,30,16,15,14,1,19,39,48.7,20,15,4,11,17,47,36,1,Matches
Anis Hadj Moussa,dz ALG,FW,21.0,9.4,6,3,2,3,1,2,17,11.8,15,9,0,9,2,8,5,0,Matches
Saïd Hamulic,ba BIH,FW,22.0,7.9,5,4,1,1,3,2,5,40.0,3,2,0,2,2,7,3,0,Matches
Mexx Meerdink,nl NED,FW,20.0,6.6,3,1,2,0,1,1,2,50.0,1,4,1,3,0,3,7,0,Matches
Toni Domgjoni,xk KVX,MF,24.0,7.5,15,8,4,7,4,6,14,42.9,8,9,3,6,8,23,15,0,Matches
Thomas Buitink,nl NED,FW,23.0,5.3,5,1,1,2,2,2,10,20.0,8,1,0,1,0,5,2,0,Matches
Giovanni van Zwam,nl NED,DF,19.0,5.5,16,12,10,5,1,13,22,59.1,9,11,4,7,6,22,14,0,Matches
Joel Voelkerling Persson,se SWE,FW,20.0,3.3,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,2,0,Matches
Andy Visser,0,FW,0.0,2.7,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,Matches
Fodé Fofana,nl NED,FW,20.0,1.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Maximilian Wittek,de GER,DF,27.0,1.0,2,1,1,1,0,2,4,50.0,2,0,0,0,1,3,2,0,Matches
Davy Pröpper,nl NED,MF,31.0,0.7,1,0,0,1,0,0,0,0.0,0,2,2,0,0,1,0,0,Matches
Miliano Jonathans,nl NED,"MF,FW",19.0,1.0,1,1,1,0,0,1,3,33.3,2,2,0,2,1,2,0,0,Matches
Mats Egbring,nl NED,DF,16.0,0.7,3,1,1,1,1,2,8,25.0,6,2,0,2,4,7,4,0,Matches
Adrian Mazilu,ro ROU,FW,17.0,0.3,1,0,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,Matches
Jordi Altena,nl NED,MF,19.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Daan Huisman,nl NED,FW,21.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,24.9,34.0,527,321,275,182,70,238,518,45.9,280,386,124,262,302,829,633,11,0
Opponent Total,0,0,25.0,34.0,620,374,289,244,87,330,637,51.8,307,380,129,251,312,932,740,11,0
