Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Eloy Room,cw CUW,GK,34.0,34.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Ramon Hendriks,nl NED,DF,22.0,29.4,0,6,2,33.3,0.2,0.07,0.0,0.0,15.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Kacper Kozłowski,pl POL,"MF,FW",19.0,22.7,3,51,14,27.5,2.25,0.62,0.06,0.21,17.7,1,0,0,3.7,3.7,0.07,-0.7,-0.7,Matches
Melle Meulensteen,nl NED,MF,24.0,22.7,1,26,6,23.1,1.15,0.26,0.04,0.17,19.6,1,0,0,2.3,2.3,0.09,-1.3,-1.3,Matches
Carlens Arcus,ht HAI,DF,27.0,24.2,0,11,3,27.3,0.45,0.12,0.0,0.0,28.1,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Nicolas Isimat-Mirin,fr FRA,DF,31.0,24.2,1,6,2,33.3,0.25,0.08,0.17,0.5,9.5,0,0,0,0.3,0.3,0.05,0.7,0.7,Matches
Marco van Ginkel,nl NED,"MF,FW",30.0,21.8,7,57,15,26.3,2.61,0.69,0.11,0.4,13.1,1,1,1,8.2,7.4,0.13,-1.2,-1.4,Matches
Alois Oroz,hr CRO,DF,22.0,21.0,1,18,2,11.1,0.86,0.1,0.06,0.5,12.8,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches
Michael Pinto,lu LUX,DF,30.0,20.2,1,13,3,23.1,0.64,0.15,0.08,0.33,22.6,0,0,0,0.4,0.4,0.03,0.6,0.6,Matches
Amine Boutrah,fr FRA,FW,22.0,20.2,3,44,14,31.8,2.17,0.69,0.07,0.21,18.3,0,0,0,2.9,2.9,0.06,0.1,0.1,Matches
Mathijs Tielemans,nl NED,MF,21.0,18.6,1,14,6,42.9,0.75,0.32,0.07,0.17,25.4,3,0,0,0.6,0.6,0.05,0.4,0.4,Matches
Million Manhoef,nl NED,FW,21.0,16.2,4,36,18,50.0,2.22,1.11,0.11,0.22,18.5,0,0,0,2.8,2.8,0.08,1.2,1.2,Matches
Paxten Aaronson,us USA,MF,19.0,13.9,4,38,15,39.5,2.73,1.08,0.11,0.27,16.7,0,0,0,5.0,5.0,0.14,-1.0,-1.0,Matches
Gyan de Regt,nl NED,"FW,MF",20.0,13.2,1,23,7,30.4,1.75,0.53,0.04,0.14,16.1,0,0,0,2.4,2.4,0.11,-1.4,-1.4,Matches
Enzo Cornelisse,nl NED,"DF,MF",20.0,17.1,0,3,0,0.0,0.18,0.0,0.0,0.0,26.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Anis Hadj Moussa,dz ALG,FW,21.0,9.4,1,34,10,29.4,3.6,1.06,0.03,0.1,17.3,1,0,0,2.2,2.2,0.07,-1.2,-1.2,Matches
Saïd Hamulic,ba BIH,FW,22.0,7.9,0,17,4,23.5,2.14,0.5,0.0,0.0,17.2,0,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches
Mexx Meerdink,nl NED,FW,20.0,6.6,0,18,10,55.6,2.75,1.53,0.0,0.0,12.9,1,0,0,2.3,2.3,0.13,-2.3,-2.3,Matches
