Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Eloy Room,cw CUW,GK,34.0,34.0,1404,1041,358,96,0,0,0,0,0,0,0,0,906,5,0,Matches
Ramon Hendriks,nl NED,DF,22.0,29.4,1619,1521,96,41,2,21,6,33,0,0,0,0,1339,2,25,Matches
Kacper Kozłowski,pl POL,"MF,FW",19.0,22.7,653,599,51,4,3,9,61,11,24,13,9,0,461,3,20,Matches
Melle Meulensteen,nl NED,MF,24.0,22.7,1122,1090,30,16,3,11,13,10,2,1,0,0,901,2,12,Matches
Carlens Arcus,ht HAI,DF,27.0,24.2,1508,1234,272,28,0,16,68,244,0,0,0,0,1232,2,33,Matches
Nicolas Isimat-Mirin,fr FRA,DF,31.0,24.2,1328,1280,44,32,4,10,0,3,0,0,0,0,1087,4,10,Matches
Marco van Ginkel,nl NED,"MF,FW",30.0,21.8,676,662,10,1,4,5,5,8,0,0,0,0,460,4,11,Matches
Alois Oroz,hr CRO,DF,22.0,21.0,1034,959,71,25,1,7,9,45,1,0,0,0,800,4,14,Matches
Michael Pinto,lu LUX,DF,30.0,20.2,1181,999,180,33,1,1,60,137,10,4,4,0,996,2,21,Matches
Amine Boutrah,fr FRA,FW,22.0,20.2,732,713,17,2,2,5,37,9,3,2,0,0,587,2,19,Matches
Mathijs Tielemans,nl NED,MF,21.0,18.6,964,906,57,38,3,7,29,2,15,8,6,0,839,1,11,Matches
Million Manhoef,nl NED,FW,21.0,16.2,452,388,59,10,3,1,51,12,21,6,8,1,323,5,20,Matches
Paxten Aaronson,us USA,MF,19.0,13.9,425,384,39,6,0,2,30,1,19,7,6,0,339,2,16,Matches
Gyan de Regt,nl NED,"FW,MF",20.0,13.2,336,324,10,0,0,2,30,8,0,0,0,0,206,2,19,Matches
Enzo Cornelisse,nl NED,"DF,MF",20.0,17.1,659,508,146,36,0,5,57,81,28,16,12,0,462,5,12,Matches
Anis Hadj Moussa,dz ALG,FW,21.0,9.4,419,346,73,14,1,13,93,12,47,45,2,0,271,0,20,Matches
Saïd Hamulic,ba BIH,FW,22.0,7.9,105,91,14,0,0,0,8,1,0,0,0,0,71,0,3,Matches
Mexx Meerdink,nl NED,FW,20.0,6.6,166,153,12,1,0,2,7,2,0,0,0,0,110,1,5,Matches
Toni Domgjoni,xk KVX,MF,24.0,7.5,310,287,20,9,1,0,6,6,2,0,0,0,239,3,7,Matches
Thomas Buitink,nl NED,FW,23.0,5.3,79,65,14,0,2,0,8,2,0,0,0,0,52,0,2,Matches
Giovanni van Zwam,nl NED,DF,19.0,5.5,322,235,87,9,0,0,3,78,0,0,0,0,223,0,14,Matches
Joel Voelkerling Persson,se SWE,FW,20.0,3.3,56,46,10,0,0,0,1,1,0,0,0,0,37,0,4,Matches
Andy Visser,0,FW,0.0,2.7,47,41,6,0,0,0,0,1,0,0,0,0,25,0,0,Matches
Fodé Fofana,nl NED,FW,20.0,1.1,13,12,1,0,0,0,0,0,0,0,0,0,12,0,0,Matches
Maximilian Wittek,de GER,DF,27.0,1.0,81,54,27,1,0,2,11,19,7,1,2,0,61,0,2,Matches
Davy Pröpper,nl NED,MF,31.0,0.7,45,42,3,2,0,0,2,1,0,0,0,0,35,0,1,Matches
Miliano Jonathans,nl NED,"MF,FW",19.0,1.0,42,40,1,0,0,1,1,1,0,0,0,0,31,1,0,Matches
Mats Egbring,nl NED,DF,16.0,0.7,38,29,9,0,0,0,1,9,0,0,0,0,25,0,1,Matches
Adrian Mazilu,ro ROU,FW,17.0,0.3,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
Jordi Altena,nl NED,MF,19.0,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Daan Huisman,nl NED,FW,21.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,24.9,34.0,15828,14061,1717,404,30,120,597,737,179,103,49,1,12140,50,302,0
Opponent Total,0,0,25.0,34.0,15665,13968,1622,426,58,113,565,664,201,100,56,0,12023,75,289,0
