Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Vitão,br BRA,DF,24-139,6.5,5.0,2,4.0,0.0,1.0,4.0,7.0,57.1,3.0,8.0,4.0,4.0,4,9.0,16.0,0.0,Matches
Wesley,br BRA,"FW,MF",25-082,6.7,13.0,11,4.0,5.0,4.0,7.0,14.0,50.0,7.0,6.0,0.0,6.0,3,16.0,2.0,0.0,Matches
Bruno Henrique,br BRA,MF,34-243,5.8,18.0,10,4.0,10.0,4.0,10.0,17.0,58.8,7.0,9.0,3.0,6.0,5,23.0,6.0,0.0,Matches
Thiago Maia,br BRA,MF,27-089,5.7,12.0,11,4.0,8.0,0.0,8.0,10.0,80.0,2.0,4.0,2.0,2.0,5,17.0,17.0,1.0,Matches
Fabricio Bustos,ar ARG,DF,28-053,5.6,25.0,14,12.0,8.0,5.0,13.0,17.0,76.5,4.0,5.0,1.0,4.0,3,28.0,14.0,0.0,Matches
Renê,br BRA,DF,31-280,5.0,12.0,9,2.0,10.0,0.0,4.0,8.0,50.0,4.0,2.0,0.0,2.0,9,21.0,10.0,0.0,Matches
Rafael Borré,co COL,FW,28-279,5.0,4.0,4,1.0,2.0,1.0,1.0,7.0,14.3,6.0,3.0,0.0,3.0,0,4.0,4.0,0.0,Matches
Sergio Rochet,uy URU,GK,31-089,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,0.0,Matches
Mauricio,br BRA,MF,23-029,4.2,6.0,5,0.0,5.0,1.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,1,7.0,1.0,0.0,Matches
Wanderson,br BRA,"FW,MF",29-257,3.8,5.0,4,0.0,3.0,2.0,0.0,2.0,0.0,2.0,3.0,0.0,3.0,1,6.0,1.0,0.0,Matches
Gabriel Mercado,ar ARG,DF,37-094,4.6,5.0,2,2.0,2.0,1.0,3.0,5.0,60.0,2.0,2.0,2.0,0.0,2,7.0,10.0,0.0,Matches
Robert Renan,br BRA,DF,20-253,4.1,10.0,8,4.0,6.0,0.0,6.0,13.0,46.2,7.0,3.0,0.0,3.0,6,16.0,12.0,0.0,Matches
Fernando,br BRA,"DF,MF",36-331,3.1,6.0,4,3.0,3.0,0.0,3.0,4.0,75.0,1.0,5.0,2.0,3.0,3,9.0,6.0,0.0,Matches
Fabrício,br BRA,GK,38-165,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Matches
Hugo Mallo,es ESP,DF,32-364,2.9,9.0,7,5.0,1.0,3.0,5.0,5.0,100.0,0.0,1.0,0.0,1.0,3,12.0,5.0,0.0,Matches
Lucca Holanda,br BRA,"FW,DF",21-079,2.1,3.0,3,0.0,1.0,2.0,2.0,4.0,50.0,2.0,1.0,0.0,1.0,0,3.0,0.0,0.0,Matches
Charles Aránguiz,cl CHI,MF,35-064,2.5,5.0,4,0.0,4.0,1.0,3.0,6.0,50.0,3.0,4.0,1.0,3.0,1,6.0,4.0,0.0,Matches
Hyoran,br BRA,"MF,FW",31-026,2.4,5.0,5,1.0,3.0,1.0,1.0,4.0,25.0,3.0,2.0,0.0,2.0,0,5.0,1.0,1.0,Matches
Lucas Alario,ar ARG,FW,31-256,2.3,2.0,0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,2.0,5.0,0.0,Matches
Romulo,br BRA,MF,24-111,1.9,8.0,5,6.0,2.0,0.0,3.0,6.0,50.0,3.0,3.0,3.0,0.0,4,12.0,4.0,0.0,Matches
Igor Gomes,br BRA,DF,23-106,1.1,4.0,3,3.0,1.0,0.0,3.0,3.0,100.0,0.0,4.0,3.0,1.0,2,6.0,12.0,0.0,Matches
Bruno Gomes,br BRA,MF,23-077,0.8,5.0,3,1.0,2.0,2.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,1,6.0,0.0,0.0,Matches
Matheus Dias,br BRA,"FW,DF",27-134,0.6,2.0,2,1.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1,3.0,0.0,0.0,Matches
Alan Patrick,br BRA,MF,33-038,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Enner Valencia,ec ECU,FW,34-229,0.5,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Gustavo Prado,br BRA,"FW,MF",19-014,1.8,7.0,5,2.0,3.0,2.0,1.0,5.0,20.0,4.0,7.0,0.0,7.0,1,8.0,3.0,0.0,Matches
Gabriel Carvalho,br BRA,MF,16-308,0.2,2.0,2,2.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,0,2.0,0.0,0.0,Matches
Lucca Drummond,0,0,0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
Squad Total,0,0,29.1,8.0,173.0,123,61.0,82.0,30.0,83.0,149.0,55.7,66.0,76.0,21.0,55.0,55,228.0,140.0,2.0,0
Opponent Total,0,0,27.5,8.0,117.0,77,61.0,47.0,9.0,60.0,121.0,49.6,61.0,69.0,26.0,43.0,70,187.0,176.0,2.0,0
