Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Max Kilman,eng ENG,DF,26.0,38.0,2706,451,1478,1110,133,30,2706,16,10,62.5,3,18.8,1582,7276,4107,22,17,1,8,10,1877,5,Matches
Nélson Semedo,pt POR,"DF,MF",29.0,34.3,2232,136,742,993,528,37,2232,90,51,56.7,29,32.2,1237,7650,4324,103,63,14,57,36,1376,150,Matches
José Sá,pt POR,GK,30.0,33.7,1198,1049,1189,8,1,0,1198,3,3,100.0,0,0.0,677,4662,3131,0,1,1,1,1,481,0,Matches
Mario Lemina,ga GAB,MF,29.0,33.0,1817,130,557,980,308,51,1817,46,25,54.3,19,41.3,933,4903,2281,32,31,3,33,22,1203,49,Matches
João Gomes,br BRA,MF,22.0,29.4,1626,66,433,859,352,35,1626,55,26,47.3,23,41.8,804,3929,1772,28,22,6,42,44,1010,44,Matches
Toti Gomes,pt POR,DF,24.0,30.8,2109,188,1020,927,169,22,2109,31,23,74.2,5,16.1,1113,4427,2325,22,16,2,17,6,1394,11,Matches
Matheus Cunha,br BRA,"FW,MF",24.0,27.1,1220,30,170,610,474,121,1219,140,64,45.7,61,43.6,719,5683,3203,107,79,38,80,53,884,139,Matches
Rayan Aït-Nouri,dz ALG,"DF,MF",22.0,25.9,1522,56,406,698,446,49,1522,115,62,53.9,39,33.9,868,4904,2435,67,48,8,51,56,1007,99,Matches
Craig Dawson,eng ENG,DF,33.0,24.5,1529,292,889,592,54,34,1529,3,3,100.0,0,0.0,896,4227,1932,1,7,0,5,2,997,4,Matches
Hwang Hee-chan,kr KOR,"FW,MF",27.0,23.5,777,13,100,345,344,103,776,69,36,52.2,30,43.5,478,2586,999,37,21,24,55,31,564,120,Matches
Pablo Sarabia,es ESP,"MF,FW",31.0,19.4,1172,13,137,552,495,55,1170,43,17,39.5,22,51.2,687,3304,1501,41,52,9,41,23,822,137,Matches
Pedro Neto,pt POR,"FW,MF",23.0,16.8,904,4,63,358,505,83,904,88,37,42.0,42,47.7,581,4915,2615,98,65,42,44,20,683,149,Matches
Tommy Doyle,eng ENG,MF,21.0,13.6,1061,40,265,620,182,6,1061,3,1,33.3,1,33.3,637,3091,1408,21,17,2,7,7,766,17,Matches
Jean-Ricner Bellegarde,fr FRA,"MF,FW",25.0,10.6,478,25,86,201,199,30,478,39,17,43.6,17,43.6,268,1850,880,30,28,5,25,19,302,49,Matches
Matt Doherty,ie IRL,"DF,MF",31.0,12.8,811,60,274,336,205,31,811,14,6,42.9,7,50.0,325,1293,597,12,8,3,17,6,481,64,Matches
Santiago Bueno,uy URU,DF,24.0,9.1,566,77,301,250,18,1,566,1,1,100.0,0,0.0,330,1726,988,3,5,0,1,2,400,2,Matches
Boubacar Traoré,ml MLI,MF,21.0,9.1,556,17,128,346,89,3,556,15,10,66.7,4,26.7,283,1417,567,9,14,1,13,17,363,15,Matches
Hugo Bueno,es ESP,"DF,MF",20.0,8.2,517,33,180,208,130,9,517,23,8,34.8,11,47.8,266,1575,785,22,9,2,7,14,306,40,Matches
Daniel Bentley,eng ENG,GK,30.0,4.3,151,120,149,2,0,0,151,0,0,0.0,0,0.0,66,318,181,0,0,0,0,0,76,0,Matches
Fábio Silva,pt POR,FW,21.0,2.9,118,4,24,55,44,12,118,8,2,25.0,5,62.5,66,437,186,5,5,1,12,4,69,13,Matches
Matheus Nunes,pt POR,MF,24.0,2.0,131,4,30,66,40,6,131,17,11,64.7,4,23.5,93,634,336,7,6,3,3,4,95,9,Matches
Leon Chiwome,eng ENG,FW,17.0,1.9,39,3,5,25,10,4,39,0,0,0.0,0,0.0,16,86,50,1,0,1,3,2,18,7,Matches
Nathan Fraser,ie IRL,FW,18.0,2.1,62,4,10,28,25,5,62,0,0,0.0,0,0.0,32,88,22,1,1,1,4,2,39,21,Matches
Sasa Kalajdzic,at AUT,FW,26.0,1.8,88,5,20,44,24,7,88,1,1,100.0,0,0.0,46,143,48,1,1,0,2,5,68,9,Matches
Tawanda Chirewa,zw ZIM,"MF,FW",19.0,1.6,86,2,17,44,26,5,86,3,1,33.3,2,66.7,49,189,55,1,2,1,7,3,62,8,Matches
Jonny Castro,es ESP,MF,29.0,0.1,2,1,1,1,0,0,2,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,Matches
Enso Gonzalez,py PAR,"MF,DF",18.0,0.0,7,0,0,4,3,0,7,0,0,0.0,0,0.0,4,35,3,0,1,0,1,0,7,2,Matches
Squad Total,0,0,26.6,38.0,23485,2823,8674,10262,4804,739,23481,823,415,50.4,324,39.4,13056,71348,36731,671,519,168,536,389,15350,1163,0
Opponent Total,0,0,26.4,38.0,24402,2229,6816,10810,6974,1124,24393,679,295,43.4,312,45.9,14016,71994,37536,734,524,237,576,427,16320,1726,0
