Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Max Kilman,eng ENG,DF,26.0,38.0,1979,2309,85.7,36846,13119,766,824,93.0,1008,1087,92.7,183,346,52.9,0,1.4,1.1,-1.4,17,109,11,1,117,Matches
Nélson Semedo,pt POR,"DF,MF",29.0,34.3,1474,1849,79.7,21759,7306,876,969,90.4,495,616,80.4,69,158,43.7,1,1.7,1.8,-0.7,24,101,25,10,138,Matches
José Sá,pt POR,GK,30.0,33.7,720,1097,65.6,17257,11201,186,190,97.9,360,369,97.6,162,522,31.0,1,0.0,0.0,1.0,1,8,0,0,1,Matches
Mario Lemina,ga GAB,MF,29.0,33.0,1261,1470,85.8,20364,5341,654,718,91.1,485,550,88.2,92,146,63.0,1,1.5,1.3,-0.5,20,65,8,3,76,Matches
João Gomes,br BRA,MF,22.0,29.4,1051,1279,82.2,15291,4174,596,665,89.6,342,404,84.7,50,94,53.2,1,1.1,1.7,-0.1,20,73,23,5,101,Matches
Toti Gomes,pt POR,DF,24.0,30.8,1516,1847,82.1,23316,8336,782,859,91.0,631,748,84.4,60,153,39.2,3,1.2,0.6,1.8,6,78,6,1,79,Matches
Matheus Cunha,br BRA,"FW,MF",24.0,27.1,658,831,79.2,8887,2308,411,476,86.3,182,229,79.5,32,57,56.1,7,3.2,3.0,3.8,28,56,31,1,87,Matches
Rayan Aït-Nouri,dz ALG,"DF,MF",22.0,25.9,1005,1190,84.5,13946,3935,627,688,91.1,297,344,86.3,38,72,52.8,1,2.4,1.7,-1.4,25,60,13,4,99,Matches
Craig Dawson,eng ENG,DF,33.0,24.5,1104,1277,86.5,23417,8062,296,333,88.9,640,679,94.3,158,237,66.7,1,1.4,0.6,-0.4,9,52,2,0,49,Matches
Hwang Hee-chan,kr KOR,"FW,MF",27.0,23.5,424,551,77.0,5661,1028,256,312,82.1,131,162,80.9,13,21,61.9,3,3.0,2.9,0.0,17,19,7,2,37,Matches
