D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-14,20:00,Premier League,Matchweek 1,Mon,Away,L,0,1,Manchester Utd,2.2,2.2,49.0,73358,Max Kilman,4-4-2,Simon Hooper,Match Report,0
2023-08-19,15:00,Premier League,Matchweek 2,Sat,Home,L,1,4,Brighton,2.1,2.2,47.0,31317,Max Kilman,4-4-1-1,Andy Madley,Match Report,0
2023-08-26,15:00,Premier League,Matchweek 3,Sat,Away,W,1,0,Everton,1.1,1.3,53.0,38851,Max Kilman,4-4-1-1,Craig Pawson,Match Report,0
2023-08-29,19:45,EFL Cup,Second round,Tue,Home,W,5,0,Blackpool,0.0,0.0,72.0,20605,Max Kilman,3-5-2,Jarred Gillett,Match Report,0
2023-09-03,14:00,Premier League,Matchweek 4,Sun,Away,L,2,3,Crystal Palace,1.2,2.1,57.0,24741,Max Kilman,4-4-2,Robert Jones,Match Report,0
2023-09-16,12:30,Premier League,Matchweek 5,Sat,Home,L,1,3,Liverpool,0.6,2.5,35.0,31257,Max Kilman,4-2-3-1,Michael Oliver,Match Report,0
2023-09-23,15:00,Premier League,Matchweek 6,Sat,Away,D,1,1,Luton Town,0.6,2.1,43.0,10893,Max Kilman,4-2-3-1,Joshua Smith,Match Report,0
2023-09-26,19:45,EFL Cup,Third round,Tue,Away,L,2,3,Ipswich Town,0.0,0.0,57.0,20236,Daniel Bentley,3-4-3,Samuel Barrott,Match Report,0
2023-09-30,15:00,Premier League,Matchweek 7,Sat,Home,W,2,1,Manchester City,0.4,0.9,32.0,31415,Max Kilman,3-4-3,Craig Pawson,Match Report,0
2023-10-08,14:00,Premier League,Matchweek 8,Sun,Home,D,1,1,Aston Villa,1.7,1.6,47.0,31425,Max Kilman,3-4-3,Robert Jones,Match Report,0
2023-10-21,15:00,Premier League,Matchweek 9,Sat,Away,W,2,1,Bournemouth,2.4,0.6,65.0,11175,Max Kilman,3-4-3,Paul Tierney,Match Report,0
2023-10-28,17:30,Premier League,Matchweek 10,Sat,Home,D,2,2,Newcastle Utd,0.9,2.2,43.0,31584,Max Kilman,4-4-2,Anthony Taylor,Match Report,0
2023-11-04,15:00,Premier League,Matchweek 11,Sat,Away,L,1,2,Sheffield Utd,1.2,1.0,61.0,29454,Max Kilman,4-4-1-1,Robert Jones,Match Report,0
2023-11-11,12:30,Premier League,Matchweek 12,Sat,Home,W,2,1,Tottenham,2.1,0.7,42.0,31642,Max Kilman,3-5-2,Tim Robinson,Match Report,0
2023-11-27,20:00,Premier League,Matchweek 13,Mon,Away,L,2,3,Fulham,1.4,2.9,40.0,24366,Max Kilman,3-5-2,Michael Salisbury,Match Report,0
2023-12-02,15:00,Premier League,Matchweek 14,Sat,Away,L,1,2,Arsenal,0.7,2.8,43.0,60262,Max Kilman,3-5-2,Peter Bankes,Match Report,0
