Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Lucas Chevalier,fr FRA,GK,21.0,33,33,2969.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leny Yoro,fr FRA,DF,17.0,32,30,2673.0,29.7,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,1.5,1.5,0.1,1.7,8.0,68.0,3.0,0.07,0.0,0.07,0.07,0.07,0.05,0.0,0.06,0.05,0.06,Matches
Jonathan David,ca CAN,FW,23.0,34,30,2629.0,29.2,19.0,4.0,23.0,17.0,2.0,3.0,4.0,0.0,17.5,15.0,3.3,18.3,47.0,79.0,198.0,0.65,0.14,0.79,0.58,0.72,0.6,0.11,0.71,0.51,0.63,Matches
Angel Gomes,eng ENG,MF,22.0,31,29,2571.0,28.6,0.0,8.0,8.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,6.2,8.2,49.0,204.0,71.0,0.0,0.28,0.28,0.0,0.28,0.07,0.22,0.29,0.07,0.29,Matches
Benjamin André,fr FRA,MF,32.0,30,29,2570.0,28.6,4.0,0.0,4.0,4.0,0.0,0.0,8.0,0.0,2.6,2.6,1.3,3.9,19.0,180.0,37.0,0.14,0.0,0.14,0.14,0.14,0.09,0.05,0.14,0.09,0.14,Matches
Ismaily,br BRA,DF,33.0,30,28,2465.0,27.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,1.2,1.4,74.0,114.0,110.0,0.04,0.04,0.07,0.04,0.07,0.01,0.04,0.05,0.01,0.05,Matches
Tiago santos,pt POR,DF,21.0,29,26,2365.0,26.3,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,1.4,1.4,2.3,3.6,89.0,105.0,137.0,0.04,0.08,0.11,0.04,0.11,0.05,0.09,0.14,0.05,0.14,Matches
Edon Zhegrova,xk KVX,FW,24.0,33,25,2288.0,25.4,6.0,6.0,12.0,6.0,0.0,0.0,3.0,1.0,6.2,6.2,6.2,12.4,110.0,90.0,322.0,0.24,0.24,0.47,0.24,0.47,0.24,0.24,0.49,0.24,0.49,Matches
Alexsandro Ribeiro,br BRA,DF,23.0,29,24,2220.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,2.0,0.5,2.6,15.0,82.0,7.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1,Matches
Nabil Bentaleb,dz ALG,MF,28.0,26,23,1967.0,21.9,0.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.9,1.2,11.0,136.0,17.0,0.0,0.14,0.14,0.0,0.14,0.02,0.04,0.06,0.02,0.06,Matches
Bafodé Diakité,fr FRA,DF,22.0,21,19,1696.0,18.8,5.0,2.0,7.0,5.0,0.0,0.0,4.0,0.0,2.0,2.0,1.4,3.5,15.0,95.0,16.0,0.27,0.11,0.37,0.27,0.37,0.11,0.08,0.19,0.11,0.19,Matches
Yusuf Yazıcı,tr TUR,"MF,FW",26.0,27,16,1312.0,14.6,5.0,2.0,7.0,5.0,0.0,0.0,5.0,0.0,5.4,5.4,1.9,7.3,31.0,48.0,90.0,0.34,0.14,0.48,0.34,0.48,0.37,0.13,0.5,0.37,0.5,Matches
Hákon Arnar Haraldsson,is ISL,"FW,MF",20.0,26,15,1284.0,14.3,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.8,0.8,1.5,2.2,25.0,48.0,90.0,0.14,0.0,0.14,0.14,0.14,0.05,0.1,0.16,0.05,0.16,Matches
Rémy Cabella,fr FRA,"FW,MF",33.0,30,14,1477.0,16.4,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,5.2,5.2,3.3,8.5,72.0,106.0,160.0,0.12,0.12,0.24,0.12,0.24,0.32,0.2,0.52,0.32,0.52,Matches
Gabriel Gudmundsson,se SWE,"DF,FW",24.0,25,14,1267.0,14.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,1.2,2.2,39.0,37.0,66.0,0.07,0.0,0.07,0.07,0.07,0.08,0.08,0.16,0.08,0.16,Matches
Ivan Cavaleiro,pt POR,FW,29.0,17,9,770.0,8.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,1.2,2.5,18.0,23.0,77.0,0.12,0.12,0.23,0.12,0.23,0.15,0.15,0.29,0.15,0.29,Matches
Adam Ounas,dz ALG,FW,26.0,17,3,418.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,1.9,2.6,20.0,20.0,40.0,0.22,0.0,0.22,0.22,0.22,0.14,0.41,0.55,0.14,0.55,Matches
Samuel Umtiti,fr FRA,DF,29.0,6,2,185.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ayyoub Bouaddi,fr FRA,MF,15.0,9,1,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Vito Mannone,it ITA,GK,35.0,2,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alan Virginius,fr FRA,FW,20.0,2,1,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
Carlos Baleba,cm CMR,MF,19.0,2,1,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Ignacio Miramon,ar ARG,MF,20.0,2,1,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches
Tiago Fonseca Morais,pt POR,FW,19.0,3,0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.7,0.7,Matches
Trévis Dago,ci CIV,"FW,MF",18.0,4,0,23.0,0.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.5,1.0,0.0,1.0,0.0,3.91,3.91,0.0,3.91,0.16,1.63,1.78,0.16,1.78,Matches
Andrej Ilic,rs SRB,FW,23.0,2,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ichem Ferrah,fr FRA,FW,17.0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Aaron Malouda,fr FRA,FW,17.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Joffrey Bazié,bf BFA,FW,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
