Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Lucas Chevalier,fr FRA,GK,21.0,33.0,914,1186,77.1,21421,14432,260,262,99.2,431,434,99.3,215,478,45.0,0,0.1,0.1,-0.1,2,9,2,0,2,Matches
Leny Yoro,fr FRA,DF,17.0,29.7,1731,1880,92.1,31353,9753,628,657,95.6,936,979,95.6,124,193,64.2,0,0.1,0.3,-0.1,2,52,1,0,68,Matches
Jonathan David,ca CAN,FW,23.0,29.2,537,655,82.0,7433,1592,306,359,85.2,186,219,84.9,12,15,80.0,4,3.3,2.3,0.7,32,53,26,1,79,Matches
Angel Gomes,eng ENG,MF,22.0,28.6,1566,1751,89.4,27874,7062,727,779,93.3,632,680,92.9,170,220,77.3,8,6.2,6.0,1.8,48,164,45,1,204,Matches
Benjamin André,fr FRA,MF,32.0,28.6,1598,1919,83.3,26448,7329,751,860,87.3,648,733,88.4,123,199,61.8,0,1.3,2.2,-1.3,19,173,9,2,180,Matches
Ismaily,br BRA,DF,33.0,27.4,1262,1505,83.9,18690,6452,714,810,88.1,470,540,87.0,43,83,51.8,1,1.2,1.5,-0.2,10,90,23,7,114,Matches
Tiago santos,pt POR,DF,21.0,26.3,1113,1396,79.7,18957,4850,509,582,87.5,483,582,83.0,94,178,52.8,2,2.3,2.6,-0.3,27,83,25,10,105,Matches
Edon Zhegrova,xk KVX,FW,24.0,25.4,764,1043,73.3,12061,3392,408,473,86.3,296,394,75.1,42,115,36.5,6,6.2,7.8,-0.2,46,43,53,13,90,Matches
Alexsandro Ribeiro,br BRA,DF,23.0,24.7,1615,1804,89.5,29871,10802,584,618,94.5,868,934,92.9,128,201,63.7,0,0.5,0.7,-0.5,5,83,5,0,82,Matches
Nabil Bentaleb,dz ALG,MF,28.0,21.9,1248,1454,85.8,22387,6885,519,584,88.9,545,606,89.9,144,199,72.4,3,0.9,0.8,2.1,14,147,9,0,136,Matches
Bafodé Diakité,fr FRA,DF,22.0,18.8,1206,1311,92.0,20793,7113,503,545,92.3,596,633,94.2,77,92,83.7,2,1.4,0.7,0.6,13,91,1,0,95,Matches
Yusuf Yazıcı,tr TUR,"MF,FW",26.0,14.6,377,489,77.1,5416,1323,215,261,82.4,110,140,78.6,23,37,62.2,2,1.9,3.1,0.1,18,37,11,1,48,Matches
Hákon Arnar Haraldsson,is ISL,"FW,MF",20.0,14.3,451,549,82.1,6644,1432,227,272,83.5,165,195,84.6,26,33,78.8,0,1.5,1.6,-1.5,15,38,11,1,48,Matches
Rémy Cabella,fr FRA,"FW,MF",33.0,16.4,732,908,80.6,10534,3045,399,455,87.7,248,306,81.0,35,71,49.3,2,3.3,3.6,-1.3,32,67,24,0,106,Matches
Gabriel Gudmundsson,se SWE,"DF,FW",24.0,14.1,437,560,78.0,6983,1602,209,249,83.9,187,233,80.3,26,41,63.4,0,1.2,1.6,-1.2,13,20,10,5,37,Matches
Ivan Cavaleiro,pt POR,FW,29.0,8.6,207,282,73.4,2965,777,131,154,85.1,57,80,71.3,11,26,42.3,1,1.2,1.7,-0.2,12,7,10,2,23,Matches
Adam Ounas,dz ALG,FW,26.0,4.6,138,194,71.1,2338,766,70,84,83.3,47,64,73.4,16,29,55.2,0,1.9,1.8,-1.9,13,7,11,5,20,Matches
Samuel Umtiti,fr FRA,DF,29.0,2.1,156,165,94.5,2948,750,49,52,94.2,89,92,96.7,14,17,82.4,0,0.0,0.0,0.0,0,5,0,0,8,Matches
Ayyoub Bouaddi,fr FRA,MF,15.0,1.5,103,115,89.6,1783,594,46,51,90.2,44,46,95.7,11,14,78.6,0,0.0,0.0,0.0,1,10,1,1,12,Matches
Vito Mannone,it ITA,GK,35.0,1.0,27,38,71.1,772,553,5,5,100.0,13,13,100.0,9,20,45.0,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Alan Virginius,fr FRA,FW,20.0,0.8,14,17,82.4,183,45,7,8,87.5,5,7,71.4,0,0,0.0,0,0.0,0.0,0.0,1,2,0,0,2,Matches
