Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Lucas Chevalier,fr FRA,GK,21.0,33.0,1255,968,1249,6,0,0,1255,0,0,0.0,0,0.0,931,4958,2712,0,0,0,1,2,692,0,Matches
Leny Yoro,fr FRA,DF,17.0,29.7,2118,241,1046,1048,35,18,2118,11,8,72.7,2,18.2,1639,8150,4082,8,7,0,15,1,1540,3,Matches
Jonathan David,ca CAN,FW,23.0,29.2,908,6,60,454,404,128,905,39,15,38.5,19,48.7,712,3779,1494,47,33,22,55,44,693,198,Matches
Angel Gomes,eng ENG,MF,22.0,28.6,1940,45,299,1231,424,38,1940,35,22,62.9,12,34.3,1644,8464,3733,49,56,7,26,15,1589,71,Matches
Benjamin André,fr FRA,MF,32.0,28.6,2242,103,496,1461,293,32,2242,23,10,43.5,13,56.5,1701,8056,3343,19,40,1,29,22,1612,37,Matches
Ismaily,br BRA,DF,33.0,27.4,1811,93,500,960,373,38,1811,57,26,45.6,29,50.9,1173,7171,3775,74,58,14,32,18,1098,110,Matches
Tiago santos,pt POR,DF,21.0,26.3,1715,50,371,876,494,53,1715,105,54,51.4,36,34.3,1167,7938,3810,89,55,22,44,26,1080,137,Matches
Edon Zhegrova,xk KVX,FW,24.0,25.4,1387,17,110,463,842,115,1387,174,90,51.7,76,43.7,1013,7820,3825,110,78,54,55,50,986,322,Matches
Alexsandro Ribeiro,br BRA,DF,23.0,24.7,2069,213,893,1121,64,25,2069,10,4,40.0,3,30.0,1584,7890,3888,15,10,2,15,7,1495,7,Matches
Nabil Bentaleb,dz ALG,MF,28.0,21.9,1667,84,406,1120,155,6,1667,19,14,73.7,4,21.1,1287,5606,2066,11,28,1,27,18,1202,17,Matches
Bafodé Diakité,fr FRA,DF,22.0,18.8,1464,105,502,846,123,31,1464,8,5,62.5,3,37.5,1127,5724,2977,15,15,2,8,5,1067,16,Matches
Yusuf Yazıcı,tr TUR,"MF,FW",26.0,14.6,636,8,74,281,287,67,636,30,13,43.3,17,56.7,499,2769,1274,31,21,6,32,22,478,90,Matches
Hákon Arnar Haraldsson,is ISL,"FW,MF",20.0,14.3,664,9,81,353,240,38,664,36,15,41.7,17,47.2,552,3212,1338,25,27,9,27,15,528,90,Matches
Rémy Cabella,fr FRA,"FW,MF",33.0,16.4,1111,12,109,497,520,80,1111,48,21,43.8,24,50.0,835,5230,2393,72,52,22,28,16,782,160,Matches
Gabriel Gudmundsson,se SWE,"DF,FW",24.0,14.1,711,35,177,332,216,39,711,32,9,28.1,18,56.3,484,3180,1373,39,19,13,25,17,439,66,Matches
Ivan Cavaleiro,pt POR,FW,29.0,8.6,366,6,41,161,166,31,366,18,10,55.6,8,44.4,282,1515,541,18,14,5,25,11,268,77,Matches
Adam Ounas,dz ALG,FW,26.0,4.6,253,2,27,102,133,15,253,25,16,64.0,6,24.0,198,1328,616,20,12,8,13,16,183,40,Matches
Samuel Umtiti,fr FRA,DF,29.0,2.1,178,13,79,99,0,0,178,1,0,0.0,1,100.0,154,674,310,0,0,0,0,0,144,0,Matches
Ayyoub Bouaddi,fr FRA,MF,15.0,1.5,135,6,34,87,17,1,135,1,1,100.0,0,0.0,108,604,261,1,4,0,7,3,97,2,Matches
Vito Mannone,it ITA,GK,35.0,1.0,41,32,41,0,0,0,41,0,0,0.0,0,0.0,33,119,59,0,0,0,0,0,24,0,Matches
Alan Virginius,fr FRA,FW,20.0,0.8,21,0,2,10,9,2,21,4,2,50.0,2,50.0,19,109,54,1,0,1,1,0,18,4,Matches
Carlos Baleba,cm CMR,MF,19.0,0.7,59,1,8,39,12,0,59,0,0,0.0,0,0.0,43,203,69,1,1,0,0,2,42,1,Matches
Ignacio Miramon,ar ARG,MF,20.0,0.4,37,1,5,28,6,0,37,0,0,0.0,0,0.0,30,151,76,1,1,0,1,0,29,0,Matches
Tiago Fonseca Morais,pt POR,FW,19.0,0.5,23,0,2,14,8,2,23,3,0,0.0,3,100.0,17,100,49,3,0,1,1,0,13,2,Matches
Trévis Dago,ci CIV,"FW,MF",18.0,0.3,9,0,1,4,5,2,9,1,1,100.0,0,0.0,6,40,22,1,1,0,0,0,4,1,Matches
Andrej Ilic,rs SRB,FW,23.0,0.1,1,0,0,1,0,0,1,0,0,0.0,0,0.0,1,3,1,0,0,0,0,0,1,0,Matches
Ichem Ferrah,fr FRA,FW,17.0,0.0,3,0,0,2,1,0,3,0,0,0.0,0,0.0,2,7,0,0,0,0,1,0,2,2,Matches
Aaron Malouda,fr FRA,FW,17.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,25.1,34.0,22824,2050,6613,11596,4827,761,22821,680,336,49.4,293,43.1,17241,94800,44141,650,532,190,468,310,16106,1453,0
Opponent Total,0,0,25.8,34.0,18257,2185,6741,8087,3679,561,18252,616,302,49.0,278,45.1,12952,76175,34274,532,415,130,459,316,11583,1103,0
