Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Nico Ratti,it ITA,GK,30-277,26,26,2340,26.0,35,1.35,110,75,69.1,7,5,14,7,26.9,1,1,0,0,0.0,Matches
Daniel Martín,es ESP,GK,25-349,16,16,1440,16.0,18,1.13,50,34,66.0,4,5,7,7,43.8,1,1,0,0,0.0,Matches
Squad Total,0,0,25.6,42,42,3780,42.0,53,1.26,160,109,68.1,11,10,21,14,33.3,2,2,0,0,0.0,0
Opponent Total,0,0,27.8,42,42,3780,42.0,33,0.79,154,121,81.8,21,10,11,20,47.6,6,5,0,1,0.0,0
