Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Iván Gil,es ESP,"MF,FW",24-155,33.0,22,13,6,9,7,9,36,25.0,27,28,2,26,10,32,10,0,Matches
Julen Lobete,es ESP,"FW,MF",23-277,30.1,29,23,14,6,9,10,26,38.5,16,20,2,18,10,39,21,1,Matches
Diego Pampín,es ESP,DF,24-098,30.3,33,25,22,9,2,24,43,55.8,19,24,7,17,22,55,61,3,Matches
Jandro Orellana,es ESP,MF,23-319,26.7,71,43,27,36,8,31,47,66.0,16,25,10,15,15,86,37,1,Matches
Sergio Molina,es ESP,MF,28-124,28.2,49,25,23,19,7,23,47,48.9,24,19,4,15,19,68,29,1,Matches
Alex Petxa,es ESP,DF,27-136,25.7,43,29,25,13,5,23,44,52.3,21,34,12,22,34,77,47,3,Matches
Nico Ratti,it ITA,GK,30-277,26.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,17,5,Matches
Iker Benito,es ESP,"FW,DF",21-316,25.6,36,16,20,14,2,17,27,63.0,10,30,2,28,19,55,29,0,Matches
Alex Pastor,es ESP,DF,24-264,23.8,53,36,37,13,3,25,44,56.8,19,24,12,12,31,84,66,0,Matches
Ruben Bover,es ESP,MF,31-363,20.2,33,17,9,20,4,14,40,35.0,26,20,1,19,11,44,16,0,Matches
Diego González,es ESP,DF,25-045,20.1,38,23,22,13,3,18,28,64.3,10,21,11,10,33,71,64,2,Matches
José Marsà,es ESP,DF,22-109,21.8,29,19,18,9,2,18,29,62.1,11,22,11,11,26,55,69,4,Matches
Aurélien Scheidler,fr FRA,FW,26-017,17.0,3,2,0,3,0,2,7,28.6,5,6,0,6,2,5,14,0,Matches
Adrià Vilanova,es ESP,DF,27-131,16.8,19,11,12,6,1,8,18,44.4,10,13,6,7,15,34,47,2,Matches
Daniel Martín,es ESP,GK,25-349,16.0,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,5,4,Matches
Jon Karrikaburu,es ESP,FW,21-276,14.8,11,6,6,2,3,4,11,36.4,7,6,1,5,4,15,20,0,Matches
Sergi Samper,es ESP,MF,29-153,11.5,23,14,16,4,3,10,19,52.6,9,6,2,4,15,38,24,0,Matches
Álex Calvo,es ESP,"FW,DF",20-122,13.4,22,15,11,6,5,14,27,51.9,13,18,1,17,6,28,8,0,Matches
Nieto,es ESP,FW,26-084,9.6,2,2,0,1,1,0,3,0.0,3,7,1,6,1,3,6,0,Matches
Diego Alende,es ESP,DF,26-301,7.6,9,6,5,3,1,5,10,50.0,5,4,2,2,12,21,29,0,Matches
Martí Vilà,es ESP,DF,25-026,6.9,12,10,4,7,1,7,11,63.6,4,3,0,3,8,20,7,0,Matches
Miguel,es ESP,DF,27-141,8.6,11,5,5,4,2,7,12,58.3,5,11,3,8,3,14,16,0,Matches
Jorge Pombo,es ESP,"FW,MF",30-120,6.8,1,1,0,0,1,0,5,0.0,5,4,0,4,0,1,2,0,Matches
Álvaro Martín de Frías,es ESP,MF,23-158,9.8,20,11,4,11,5,7,19,36.8,12,12,1,11,6,26,3,0,Matches
Anderson Arroyo,co COL,DF,24-268,4.7,6,3,5,1,0,4,7,57.1,3,4,2,2,6,12,16,1,Matches
Laorent Shabani,se SWE,"MF,FW",24-307,1.4,1,0,0,0,1,0,0,0.0,0,2,0,2,0,1,0,0,Matches
Pablo Moreno,es ESP,"MF,FW",22-049,2.8,2,2,0,1,1,1,3,33.3,2,1,0,1,2,4,2,0,Matches
Christos Almpanis,gr GRE,"FW,MF",29-229,0.5,2,1,2,0,0,1,1,100.0,0,0,0,0,0,2,0,0,Matches
Squad Total,0,0,25.6,42.0,580,358,293,210,77,282,564,50.0,282,366,93,273,310,890,665,27,0
Opponent Total,0,0,27.8,42.0,741,450,360,295,86,393,760,51.7,367,482,166,316,394,1135,833,2,0
