Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Iván Gil,es ESP,"MF,FW",24-155,33.0,2406,19,236,1205,985,52,2405,67,25,37.3,37,55.2,1608,9063,4089,90,92,12,58,22,1852,196,Matches
Julen Lobete,es ESP,"FW,MF",23-277,30.1,1174,26,126,371,703,130,1173,121,60,49.6,50,41.3,816,5262,2567,91,44,43,77,59,923,354,Matches
Diego Pampín,es ESP,DF,24-098,30.3,2233,79,637,1034,580,57,2233,57,29,50.9,25,43.9,1241,7271,3565,74,54,11,40,12,1437,185,Matches
Jandro Orellana,es ESP,MF,23-319,26.7,1645,60,373,1006,285,9,1645,40,26,65.0,10,25.0,897,5070,2851,44,40,3,37,14,1148,26,Matches
Sergio Molina,es ESP,MF,28-124,28.2,1638,44,302,939,407,31,1638,27,10,37.0,16,59.3,897,3547,1780,29,27,2,41,13,1176,86,Matches
Alex Petxa,es ESP,DF,27-136,25.7,1816,72,493,906,433,21,1816,50,18,36.0,25,50.0,1054,6704,3568,70,53,4,42,15,1146,83,Matches
Nico Ratti,it ITA,GK,30-277,26.0,1286,918,1270,16,0,0,1286,0,0,0.0,0,0.0,757,3080,1974,0,0,0,0,0,792,0,Matches
Iker Benito,es ESP,"FW,DF",21-316,25.6,1228,33,211,361,670,110,1228,105,35,33.3,58,55.2,787,5584,2834,106,41,67,79,32,847,295,Matches
Alex Pastor,es ESP,DF,24-264,23.8,1879,124,723,1005,170,27,1879,24,14,58.3,7,29.2,1082,6337,4015,47,44,2,27,7,1211,15,Matches
Ruben Bover,es ESP,MF,31-363,20.2,1131,29,166,593,383,23,1131,19,9,47.4,9,47.4,587,3113,1420,25,32,2,22,19,770,66,Matches
Diego González,es ESP,DF,25-045,20.1,1894,181,770,1101,32,5,1894,6,4,66.7,1,16.7,1214,6234,4067,26,14,0,9,1,1356,4,Matches
José Marsà,es ESP,DF,22-109,21.8,2198,191,875,1227,114,4,2198,24,14,58.3,9,37.5,1408,8111,4711,39,37,0,24,6,1596,11,Matches
Aurélien Scheidler,fr FRA,FW,26-017,17.0,447,18,29,204,215,66,446,22,11,50.0,9,40.9,261,1013,350,9,9,5,55,14,359,82,Matches
Adrià Vilanova,es ESP,DF,27-131,16.8,1562,108,578,933,57,5,1562,4,3,75.0,1,25.0,965,4947,3404,29,15,0,3,0,1186,1,Matches
Daniel Martín,es ESP,GK,25-349,16.0,870,470,849,21,0,0,870,0,0,0.0,0,0.0,576,2662,1781,0,0,0,1,0,549,0,Matches
Jon Karrikaburu,es ESP,FW,21-276,14.8,385,19,43,167,178,63,384,25,12,48.0,13,52.0,246,1050,367,15,4,11,51,30,315,71,Matches
Sergi Samper,es ESP,MF,29-153,11.5,856,34,178,540,144,7,856,9,6,66.7,2,22.2,502,2665,1251,15,19,0,9,4,627,16,Matches
Álex Calvo,es ESP,"FW,DF",20-122,13.4,626,10,74,184,375,73,626,89,25,28.1,60,67.4,421,2952,1083,36,30,22,45,30,448,176,Matches
Nieto,es ESP,FW,26-084,9.6,340,8,22,122,200,49,338,37,21,56.8,16,43.2,186,1250,472,21,15,9,38,19,242,50,Matches
Diego Alende,es ESP,DF,26-301,7.6,577,62,309,252,17,7,577,0,0,0.0,0,0.0,360,2145,1079,5,4,1,1,1,406,0,Matches
Martí Vilà,es ESP,DF,25-026,6.9,455,8,97,225,135,10,455,3,0,0.0,2,66.7,238,1199,505,9,9,1,6,0,295,45,Matches
Miguel,es ESP,DF,27-141,8.6,551,24,146,287,123,12,551,15,11,73.3,4,26.7,307,2133,866,18,17,4,20,5,346,32,Matches
Jorge Pombo,es ESP,"FW,MF",30-120,6.8,325,2,13,155,158,16,325,27,14,51.9,12,44.4,220,1205,613,16,12,3,19,11,281,45,Matches
Álvaro Martín de Frías,es ESP,MF,23-158,9.8,607,11,59,261,295,22,607,29,11,37.9,16,55.2,359,1968,976,26,28,4,34,22,427,70,Matches
Anderson Arroyo,co COL,DF,24-268,4.7,594,40,221,353,23,1,594,7,4,57.1,3,42.9,331,1553,866,5,1,0,7,2,427,2,Matches
Laorent Shabani,se SWE,"MF,FW",24-307,1.4,29,1,3,10,17,1,29,2,1,50.0,1,50.0,20,123,42,1,1,0,4,1,23,6,Matches
Pablo Moreno,es ESP,"MF,FW",22-049,2.8,112,1,7,50,58,3,112,8,4,50.0,4,50.0,85,494,130,3,7,0,13,8,89,15,Matches
Christos Almpanis,gr GRE,"FW,MF",29-229,0.5,28,0,8,14,6,0,28,3,0,0.0,3,100.0,22,91,55,1,0,0,2,1,21,6,Matches
Squad Total,0,0,25.6,42.0,28892,2592,8818,13542,6763,804,28886,820,367,44.8,393,47.9,17447,96826,51281,850,649,206,764,348,20295,1938,0
Opponent Total,0,0,27.8,42.0,19598,2551,7307,8190,4340,729,19596,611,282,46.2,282,46.2,9701,55143,28191,553,385,153,673,298,11121,1134,0
