Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Conor Gallagher,eng ENG,MF,23.0,37,3128.0,85.0,91.5,34.8,37,85.0,28,0,0.0,0,1.7,69.0,55.0,14.0,0.4,0.4,67.8,49.8,18.0,0.52,0.99,Matches
Moisés Caicedo,ec ECU,MF,21.0,35,2866.0,82.0,83.8,31.8,33,85.0,23,2,26.0,0,1.74,67.0,50.0,17.0,0.53,1.02,60.8,46.3,14.5,0.46,0.15,Matches
Nicolas Jackson,sn SEN,FW,22.0,35,2799.0,80.0,81.8,31.1,31,86.0,17,4,31.0,0,1.63,65.0,48.0,17.0,0.55,0.98,64.3,46.5,17.7,0.57,0.76,Matches
Cole Palmer,eng ENG,"FW,MF",21.0,33,2607.0,79.0,76.2,29.0,29,86.0,14,4,26.0,0,1.7,66.0,46.0,20.0,0.69,1.35,58.5,45.1,13.4,0.46,0.13,Matches
Axel Disasi,fr FRA,DF,25.0,31,2579.0,83.0,75.4,28.7,29,89.0,27,2,5.0,4,1.52,50.0,50.0,0.0,0.0,-1.5,56.1,43.1,12.9,0.45,0.08,Matches
Thiago Silva,br BRA,DF,38.0,31,2527.0,82.0,73.9,28.1,28,89.0,25,3,15.0,5,1.65,58.0,45.0,13.0,0.46,0.36,53.9,42.5,11.4,0.41,-0.1,Matches
Enzo Fernández,ar ARG,MF,22.0,28,2209.0,79.0,64.6,24.5,26,84.0,18,2,16.0,0,1.46,41.0,47.0,-6.0,-0.24,-1.73,43.7,39.4,4.2,0.17,-0.73,Matches
Đorđe Petrović,rs SRB,GK,23.0,23,1987.0,86.0,58.1,22.1,22,90.0,22,1,7.0,12,1.91,51.0,38.0,13.0,0.59,0.53,44.2,34.3,9.9,0.45,0.04,Matches
Raheem Sterling,eng ENG,"FW,MF",28.0,31,1978.0,64.0,57.8,22.0,22,82.0,9,9,20.0,3,1.48,41.0,38.0,3.0,0.14,-0.55,40.7,32.6,8.2,0.37,-0.15,Matches
Levi Colwill,eng ENG,DF,20.0,23,1797.0,78.0,52.5,20.0,20,84.0,15,3,37.0,4,1.52,29.0,26.0,3.0,0.15,-0.46,35.9,27.8,8.1,0.41,-0.06,Matches
Marc Cucurella,es ESP,DF,25.0,21,1782.0,85.0,52.1,19.8,20,87.0,16,1,45.0,6,1.81,50.0,33.0,17.0,0.86,1.02,39.8,31.2,8.5,0.43,-0.01,Matches
Malo Gusto,fr FRA,DF,20.0,27,1751.0,65.0,51.2,19.5,19,83.0,8,8,21.0,1,1.81,38.0,27.0,11.0,0.57,0.4,40.0,23.5,16.5,0.85,0.86,Matches
Mykhailo Mudryk,ua UKR,FW,22.0,31,1576.0,51.0,46.1,17.5,18,71.0,2,13,23.0,4,1.52,40.0,28.0,12.0,0.69,0.59,37.0,25.0,12.0,0.68,0.47,Matches
Robert Sánchez,es ESP,GK,25.0,16,1433.0,90.0,41.9,15.9,16,90.0,15,0,0.0,2,1.19,26.0,25.0,1.0,0.06,-0.53,30.2,23.7,6.5,0.41,-0.04,Matches
Benoît Badiashile,fr FRA,DF,22.0,18,1338.0,74.0,39.1,14.9,15,88.0,13,3,7.0,7,1.67,31.0,31.0,0.0,0.0,-0.61,31.0,25.7,5.3,0.36,-0.13,Matches
Noni Madueke,eng ENG,FW,21.0,23,1053.0,46.0,30.8,11.7,13,70.0,2,10,14.0,10,1.74,28.0,19.0,9.0,0.77,0.58,23.8,18.3,5.6,0.48,0.06,Matches
Trevoh Chalobah,eng ENG,DF,24.0,13,952.0,73.0,27.8,10.6,10,89.0,9,3,20.0,1,2.15,31.0,14.0,17.0,1.61,1.72,20.0,15.4,4.6,0.44,0.0,Matches
Ben Chilwell,eng ENG,DF,26.0,13,756.0,58.0,22.1,8.4,9,77.0,3,4,17.0,1,1.23,13.0,14.0,-1.0,-0.12,-0.63,14.8,12.2,2.6,0.3,-0.17,Matches
Armando Broja,al ALB,FW,21.0,13,454.0,35.0,13.3,5.0,6,60.0,0,7,14.0,1,1.69,8.0,5.0,3.0,0.59,0.26,10.5,5.7,4.9,0.97,0.61,Matches
Reece James,eng ENG,DF,23.0,10,419.0,42.0,12.3,4.7,5,62.0,0,5,21.0,0,1.2,8.0,11.0,-3.0,-0.64,-1.15,8.1,9.6,-1.5,-0.33,-0.87,Matches
Lesley Ugochukwu,fr FRA,MF,19.0,12,301.0,25.0,8.8,3.3,3,72.0,1,9,9.0,5,1.5,3.0,6.0,-3.0,-0.9,-1.39,6.8,7.5,-0.7,-0.21,-0.7,Matches
Christopher Nkunku,fr FRA,"FW,MF",25.0,11,443.0,40.0,13.0,4.9,2,71.0,0,9,34.0,1,2.0,12.0,12.0,0.0,0.0,-0.42,9.7,8.4,1.3,0.26,-0.19,Matches
Carney Chukwuemeka,eng ENG,"MF,FW",19.0,9,227.0,25.0,6.6,2.5,2,63.0,0,7,15.0,4,1.56,7.0,5.0,2.0,0.79,0.45,5.4,4.6,0.8,0.32,-0.13,Matches
Alfie Gilchrist,eng ENG,DF,19.0,11,207.0,19.0,6.1,2.3,2,81.0,0,9,5.0,14,2.27,8.0,6.0,2.0,0.87,0.53,6.2,5.4,0.8,0.36,-0.08,Matches
Ian Maatsen,nl NED,"FW,MF",21.0,12,209.0,17.0,6.1,2.3,1,57.0,0,11,14.0,8,1.67,2.0,5.0,-3.0,-1.29,-1.77,4.5,5.2,-0.6,-0.28,-0.76,Matches
Cesare Casadei,it ITA,"FW,MF",20.0,11,79.0,7.0,2.3,0.9,0,0.0,0,11,7.0,6,1.91,2.0,3.0,-1.0,-1.14,-1.54,1.5,3.5,-1.9,-2.21,-2.71,Matches
Roméo Lavia,be BEL,MF,19.0,1,33.0,33.0,1.0,0.4,0,0.0,0,1,33.0,1,3.0,1.0,0.0,1.0,2.73,2.38,1.6,0.3,1.3,3.63,3.23,Matches
Deivid Washington,br BRA,"DF,FW",18.0,2,13.0,7.0,0.4,0.1,0,0.0,0,2,7.0,17,1.5,1.0,1.0,0.0,0.0,-0.37,0.9,1.7,-0.8,-5.42,-5.87,Matches
Mason Burstow,eng ENG,FW,19.0,2,9.0,5.0,0.3,0.1,0,0.0,0,2,5.0,1,1.5,0.0,1.0,-1.0,-10.0,-10.4,0.1,0.9,-0.8,-7.71,-8.16,Matches
Joshua Acheampong,eng ENG,DF,17.0,1,6.0,6.0,0.2,0.1,0,0.0,0,1,6.0,3,3.0,0.0,0.0,0.0,0.0,-0.37,0.0,0.6,-0.5,-7.7,-8.15,Matches
Alex Matos,eng ENG,MF,18.0,1,1.0,1.0,0.0,0.0,0,0.0,0,1,1.0,12,3.0,0.0,0.0,0.0,0.0,-0.37,0.0,0.0,0.0,0.0,-0.43,Matches
Jimi Tauriainen,eng ENG,FW,19.0,1,1.0,1.0,0.0,0.0,0,0.0,0,1,1.0,4,3.0,0.0,0.0,0.0,0.0,-0.37,0.0,0.0,0.0,-2.63,-3.06,Matches
Marcus Bettinelli,eng ENG,GK,31.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,17,0.0,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Eddie Beach,wls WAL,GK,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Bergström,fi FIN,GK,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Joshua Brooking,eng ENG,DF,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leo Castledine,eng ENG,MF,17.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ted Curd,eng ENG,GK,17.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
